term,estimate,std_error,t_value,pr(>|t|),25pct,975pct,model,outcome,n,pct_change
geo_outside_nyc,0.11097296235955999,0.02435305676252321,4.556839145151408,5.1929161553054826e-06,0.06324184819155487,0.1587040765275651,ppml_ecb_owner,ECB citations 2020-26,766376,11.736469554116047
geo_unknown,-0.2887806048340203,0.020942281524270197,-13.78935740594213,0.0,-0.3298267223756885,-0.24773448729235212,ppml_ecb_owner,ECB citations 2020-26,766376,-25.082344691232095
multi_prop_owner,-0.04370684260306687,0.02173481865331104,-2.0109136082627797,0.04433458271352131,-0.08630630437406588,-0.001107380832067864,ppml_ecb_owner,ECB citations 2020-26,766376,-4.276546327086295
llc,0.316341635994321,0.0157112758803011,20.134687876683028,0.0,0.285548101117758,0.347135170870884,ppml_dobviol_owner,DOB violations 2020-26,765821,37.20989339463978
corp_other,0.26388987962500887,0.01769432025930366,14.913818432005364,0.0,0.22920964918585626,0.2985701100641615,ppml_dobviol_owner,DOB violations 2020-26,765821,30.19848133504679
trust_estate,-0.023053949257262025,0.024008715727843008,-0.960232505503252,0.3369382106048726,-0.07011016739889468,0.02400226888437063,ppml_dobviol_owner,DOB violations 2020-26,765821,-2.2790237389725965
nycha,1.2385858900888407,0.05687597529435676,21.776960899195924,0.0,1.1271110269263116,1.3500607532513698,ppml_dobviol_owner,DOB violations 2020-26,765821,245.07303009919036
govt,0.6192945045561781,0.06232411267847218,9.936675837666487,0.0,0.4971414883379564,0.7414475207743998,ppml_dobviol_owner,DOB violations 2020-26,765821,85.76170390900388
owner_occ_star,-0.2470796579529989,0.017528054847740216,-14.096239434397557,0.0,-0.28143401417361247,-0.21272530173238538,ppml_dobviol_owner,DOB violations 2020-26,765821,-21.892152805901922
is_coop,0.18936218541985073,0.029569002236507633,6.404077618353081,1.5128120978147308e-10,0.13140800597751146,0.24731636486219,ppml_dobviol_owner,DOB violations 2020-26,765821,20.847856654640662
is_condo,0.43132811996130144,0.031461679029204215,13.709634490928545,0.0,0.3696643621709021,0.4929918777517008,ppml_dobviol_owner,DOB violations 2020-26,765821,53.930054233767734
era_pre1940,0.20855553146376943,0.021599167985352444,9.65572060947913,0.0,0.16622194011644809,0.25088912281109077,ppml_dobviol_owner,DOB violations 2020-26,765821,23.189733722389903
era_4079,0.06110433245354839,0.025868463330394744,2.362116824378681,0.018170915039271485,0.010403075990579623,0.11180558891651715,ppml_dobviol_owner,DOB violations 2020-26,765821,6.300981482395351
era_8099,0.13627389855080124,0.03566199186616488,3.821264360729502,0.00013276923609750746,0.06637767887615771,0.2061701182254448,ppml_dobviol_owner,DOB violations 2020-26,765821,14.599573718388669
era_unknown,0.7338102368747531,0.11701462381262678,6.271098542775209,3.5850966639827675e-10,0.5044657885375016,0.9631546852120046,ppml_dobviol_owner,DOB violations 2020-26,765821,108.30022383845002
mixed_use,0.6254338474498313,0.018922529511806063,33.05233832821417,0.0,0.5883463711102952,0.6625213237893675,ppml_dobviol_owner,DOB violations 2020-26,765821,86.90566670259408
mzone,0.1754685111581593,0.03810704759621252,4.604620988155462,4.1321772961122605e-06,0.10078007031242911,0.25015695200388954,ppml_dobviol_owner,DOB violations 2020-26,765821,19.180445951825998
multi_bldg,0.36603108093224573,0.015877750094264193,23.05308238000759,0.0,0.33491126259196047,0.397150899272531,ppml_dobviol_owner,DOB violations 2020-26,765821,44.20000606642036
log2_area_per_unit,0.40336156759800346,0.015150010070722537,26.624508215839505,0.0,0.3736680934939682,0.43305504170203873,ppml_dobviol_owner,DOB violations 2020-26,765821,49.68480055710103
value_rank,-0.3159675666702023,0.029103694194815084,-10.856613753400865,0.0,-0.37300975910910733,-0.2589253742312973,ppml_dobviol_owner,DOB violations 2020-26,765821,-27.09169036233262
any_prior_viol,1.157853947585481,0.01469184256672407,78.80930811278458,0.0,1.1290584652881692,1.1866494298827928,ppml_dobviol_owner,DOB violations 2020-26,765821,218.30948525390886
geo_nyc_other,0.003963298789373076,0.012121649851505779,0.32696034268641627,0.7436978800729961,-0.019794698352783552,0.0277212959315297,ppml_dobviol_owner,DOB violations 2020-26,765821,0.3971163044051318
geo_outside_nyc,0.06636351115695588,0.017045534490844998,3.8933077277570334,9.888658327716904e-05,0.032954877457664386,0.09977214485624737,ppml_dobviol_owner,DOB violations 2020-26,765821,6.86151000823263
geo_unknown,0.019946466349072784,0.013739466187941468,1.45176428808995,0.14656715687277155,-0.00698239254609833,0.0468753252442439,ppml_dobviol_owner,DOB violations 2020-26,765821,2.0146726386190084
multi_prop_owner,0.03382175994318413,0.016071778627769883,2.104419226179774,0.035341893755867826,0.002321652665254581,0.06532186722111367,ppml_dobviol_owner,DOB violations 2020-26,765821,3.4400218742184574
p_black,-0.03709536697058912,0.06574582899847733,-0.5642238836390403,0.5726017755229771,-0.16595482394133382,0.09176409000015556,bisg_ppml_ecb,ECB citations 2020-26,458649,-3.641576314249384
p_hispanic,-0.034205586158674466,0.059267846320490127,-0.5771356356313032,0.5638478329993892,-0.1503684303880899,0.08195725807074097,bisg_ppml_ecb,ECB citations 2020-26,458649,-3.3627188660220186
p_asian,0.1379988283100984,0.04432732125115927,3.1131777065479542,0.0018508453706505001,0.05111887512668925,0.22487878149350757,bisg_ppml_ecb,ECB citations 2020-26,458649,14.797420520360705
owner_occ_star,-0.17782368144135777,0.0319033533839796,-5.573824146356121,2.492072992410499e-08,-0.24035310506001184,-0.11529425782270368,bisg_ppml_ecb,ECB citations 2020-26,458649,-16.290999501916026
era_pre1940,0.3655186902614888,0.05420830542852867,6.742854021574416,1.5530465802271465e-11,0.2592723639586255,0.4717650165643521,bisg_ppml_ecb,ECB citations 2020-26,458649,44.12613825479372
era_4079,0.07819585003778495,0.05367371384353666,1.4568742208845908,0.14515110324694191,-0.02700269601205585,0.18339439608762576,bisg_ppml_ecb,ECB citations 2020-26,458649,8.133441731942682
era_8099,-0.3969495541668845,0.08128530156820289,-4.883411225753056,1.0426610352887167e-06,-0.5562658177130394,-0.2376332906207296,bisg_ppml_ecb,ECB citations 2020-26,458649,-32.763205706180166
era_unknown,1.4713672504110042,0.2099896141752007,7.006857249537103,2.4373836282620687e-12,1.0597951695001493,1.8829393313218592,bisg_ppml_ecb,ECB citations 2020-26,458649,335.5185701623114
mixed_use,0.5063573687792595,0.050342550389832215,10.05823830652667,0.0,0.4076877831252955,0.6050269544332235,bisg_ppml_ecb,ECB citations 2020-26,458649,65.9236188021387
mzone,0.18043594727476062,0.1361695721901757,1.3250827212907894,0.18514371634683258,-0.08645151000821075,0.447323404557732,bisg_ppml_ecb,ECB citations 2020-26,458649,19.773940055068874
multi_bldg,-0.006775333725206765,0.02759244375960808,-0.24555033197621354,0.8060303414528351,-0.060855529739485575,0.04730486228907205,bisg_ppml_ecb,ECB citations 2020-26,458649,-0.6752432901093397
log2_area_per_unit,0.6634713224014012,0.042384855684921736,15.653499621031592,0.0,0.5803985317690268,0.7465441130337755,bisg_ppml_ecb,ECB citations 2020-26,458649,94.15202930752949
value_rank,-0.19082777379094312,0.0902053166706617,-2.1154825550654905,0.03438884021350419,-0.36762694567947063,-0.014028601902415616,bisg_ppml_ecb,ECB citations 2020-26,458649,-17.372511791194956
any_prior_viol,1.0099486876878188,0.030878965444450256,32.706687971935686,0.0,0.9494270275368394,1.0704703478387982,bisg_ppml_ecb,ECB citations 2020-26,458649,174.54601354949668
geo_nyc_other,0.06197298271854084,0.027148835311565325,2.282712389217689,0.022447315525790268,0.008762243285663537,0.11518372215141814,bisg_ppml_ecb,ECB citations 2020-26,458649,6.39335997462116
geo_outside_nyc,0.1657471127018708,0.05239086822171978,3.1636641714052893,0.0015579645493017935,0.06306289786851599,0.26843132753522564,bisg_ppml_ecb,ECB citations 2020-26,458649,18.027458752815217
geo_unknown,-0.5624895339614121,0.029975803616289688,-18.76478579729351,0.0,-0.6212410294569854,-0.5037380384658388,bisg_ppml_ecb,ECB citations 2020-26,458649,-43.02112118688402
