word,z,n_strict,n_lenient
permitted work,3.5502789342075904,53,9
observed falling,3.5581878589931626,46,6
condition time,3.5594419622135627,138,46
emergency light,3.5705235190944227,55,1
provide maintain,3.5786234839261626,121,38
building rear,3.581717829411777,56,10
combustible material,3.587023511868198,61,12
potential fire,3.5914272828007427,56,1
story existing,3.5914272828007427,56,1
order feu,3.6199824138905647,190,0
construction equipment,3.6503639723696013,140,46
operation observed,3.66911217480218,46,5
cut approx,3.6914314901887684,61,1
observed expo,3.6914314901887684,61,1
however failure,3.7047461044149443,199,0
horizontal crack,3.704850619807352,51,7
issued time,3.7175684280780152,49,6
lock monitor,3.7233206664313134,201,0
inadequate housekeeping,3.7238677805712657,61,11
contact cse,3.7462673866408567,46,4
side walk,3.748872621932743,102,28
observed fire,3.7590257029420315,69,14
create unsafe,3.7666023838852634,65,1
exceed permitted,3.7666023838852634,65,1
class failure,3.7666023838852634,65,1
rca previously,3.769357012095276,206,0
safety hazard,3.7811066402491296,49,2
manner observed,3.7811066402491296,49,2
water damage,3.783680084031287,105,29
inspection observe,3.792653928471093,55,8
failure safeguard,3.8066952163332903,47,3
observed issued,3.8118338603241915,50,2
enabling vehicle,3.8118338603241915,50,2
issued inspector,3.814838366040839,211,0
wall appurtenance,3.815747216429861,49,5
building sidewalk,3.815747216429861,49,5
partition wall,3.8191859629876603,75,16
drop ladder,3.860180300906846,54,7
per complaint,3.8679013723909508,52,6
corrected observed,3.871583142730266,52,2
fence height,3.872507728985663,71,1
activity worker,3.882925562806302,49,3
action corrected,3.9006491171689976,53,2
observed excessive,3.909761645267934,84,19
complaint manner,3.9176560008904717,126,37
install sidewalk,3.9199204875876825,50,3
permit rca,3.922757086234415,74,1
class item,3.930630101578924,224,0
basement cellar,3.957264405010833,55,2
erected sidewalk,3.9592438539551753,56,7
request cse,3.962280952275617,51,4
renew permit,3.985845066347564,132,39
immed rtain,3.987279288575574,78,1
order contained,3.987279288575574,78,1
electrical room,3.987279288575574,78,1
brick wall,3.993016016626333,71,13
inspection permitted,4.038665845245102,58,2
household item,4.042991908433644,53,4
missing brick,4.054993335049904,58,7
inspection worker,4.05940009822636,65,10
sharp edge,4.061091346766633,54,3
summon violation,4.064926119951672,59,2
use residential,4.064926119951672,59,2
permit violation,4.075885328470765,143,43
right side,4.0880844941664325,109,28
fire extinguisher,4.0880844941664325,109,28
building exterior,4.088272908261584,68,11
maintain exterior,4.094169440417157,85,1
observed erected,4.100906053183133,57,6
level observed,4.101692546368683,59,7
gas stove,4.108610624983383,66,10
good standing,4.1088742433014955,86,1
temporary equipment,4.147641411166424,60,7
garage door,4.147933667236729,79,15
observed obstruction,4.1586914772686905,56,4
missing parapet,4.16050640255723,57,3
building time,4.166485950544841,94,21
emergency exit,4.190315504523679,64,2
code requirement,4.192863489888588,61,7
immed provide,4.192863489888588,61,7
comply commissioner',4.194450085894142,92,1
create hazard,4.194450085894142,92,1
correct condition,4.214298735618198,65,2
order due,4.231451791447667,60,6
supported pipe,4.232665406370572,64,8
complaint observed,4.232665406370572,64,8
fully enclosed,4.234528381212923,93,20
gas piping,4.240523489349174,76,13
shed observed,4.24970647410508,86,17
maintain bldg,4.261260525462964,67,2
left side,4.271175544983437,120,31
self closing,4.275898348792226,98,1
new gas,4.277871301446447,65,8
inspector observed,4.289108138050997,99,1
light bulb,4.315533712122136,62,3
restore service,4.3267328844971615,61,5
meet code,4.327784462136747,73,11
access condition,4.339420642887735,273,0
access permit,4.340981290361959,103,1
maintain adequate,4.367037584740478,143,40
maintain violation,4.374212138971957,64,3
provide unobstructed,4.389936710497134,72,10
code compliance,4.434661988172067,73,10
sprinkler system,4.436723504593167,119,29
sidewalk curb,4.4392205883645,64,5
class door,4.452535362013594,112,1
laundry room,4.458238899970429,88,16
height partition,4.459024527786198,67,3
vertical member,4.474668086105685,66,6
fall hazard,4.475584416544623,65,5
access certificate,4.487935506912217,292,0
vacate entire,4.498642638168146,78,2
adequate safety,4.498642638168146,78,2
jobsite fence,4.5183731203911615,82,13
class work,4.538501207202052,80,2
observed hole,4.538501207202052,80,2
immed retain,4.540291680995914,70,3
observed exp,4.545376239237701,179,54
verify condition,4.568334301458962,68,4
remedy immediately,4.569209546949116,122,1
summon served,4.5705596851705925,70,7
inspection noted,4.5803079385833225,81,12
manufacturer specification,4.599244761796302,69,4
existing building,4.615801779169166,75,9
perform duty,4.61730106220202,73,8
walk shed,4.6322558300048495,87,14
temporary construction,4.632547954931623,154,42
exposure sidewalk,4.634361938525187,85,2
access gained,4.643430227108005,145,38
entire bldg,4.643645992989605,74,3
new owner,4.649646608418231,70,5
mechanical room,4.652926756492619,86,2
oath summonse,4.671300316926057,87,2
sprinkler head,4.72531730561336,90,2
permit dob,4.75724109204139,136,33
mean egress,4.760901657920916,171,48
dead storage,4.7612594377588735,90,14
observed unpermitted,4.765645116545183,79,3
full height,4.802110630510556,75,6
exposure observed,4.812065822518875,75,5
hot water,4.814104013084412,135,32
access failure,4.814329732563166,336,0
story occupied,4.837364560644411,104,19
order file,4.845047770418377,92,14
falling debri,4.851803134245014,97,16
creating hazard,4.854580604991563,81,9
alarm system,4.854580604991563,81,9
retain nys,4.8594905905955175,78,4
construction operation,4.860328717844186,107,20
building wall,4.875182990525644,100,17
shed exp,4.886208002662564,80,8
inspection violation,4.9214450722363345,128,28
correction pursuant,4.9346278616240005,79,5
expired permit,4.950158898890431,169,45
zoning resolution,4.973216219794892,81,7
compliance recorded,4.989199278642985,106,2
construction document,4.99250824040472,137,31
corrected ecb,4.9983568700609595,164,1
rts class,5.0045157824225415,107,2
story residential,5.032424270011595,92,12
dept record,5.0436666187229,88,10
dlm installed,5.064580633088641,111,2
vertical crack,5.0781065761125195,91,11
debri netting,5.0991198511765745,96,13
remedy maintain,5.125344095673049,178,1
violation parking,5.165396903914667,118,2
inspection proposed,5.189806768381229,88,5
pedestrian walkway,5.197169655109767,108,17
observed ongoing,5.206134025372452,140,30
shed permit,5.25328102876052,170,42
split unit,5.2630960718926465,117,20
parking pad,5.280104188704324,115,19
department building,5.324414691883792,160,37
observed electrical,5.356146258669808,93,7
class rts,5.356162382996615,93,6
permit unsafe,5.376883552413555,108,15
condition provide,5.3782363596135845,134,2
throughout building,5.3858625687734785,94,7
correct rca,5.395652162317624,422,0
parapet panel,5.415274385890973,95,7
permit time,5.416717552866308,97,9
remedy repair,5.426284454799728,214,1
pipe scaffold,5.440120491890495,224,63
regulation residential,5.4650815930277155,97,6
waste line,5.536960410708404,107,4
inspection compliance,5.543959926918589,100,6
exit passageway,5.5461650381920675,115,16
multiple location,5.5639019052575405,103,5
first floor,5.570021789666447,237,67
department record,5.586283756679198,155,32
active vacate,5.595286291253025,102,6
fire hazard,5.60214722707282,106,11
creating unsafe,5.622145181850388,124,3
step crack,5.627904712337517,122,18
electrical equipment,5.664995418861809,105,9
observed cellar,5.689927740600186,105,8
yard planting,5.695090057978136,106,6
create hazardou,5.730543209099472,117,4
comply code,5.733272829058044,125,18
planting requirement,5.746576806223261,107,7
time reinspection,5.767867041550966,126,18
building active,5.773597684991311,108,8
new building,5.777267910791875,393,135
fire alarm,5.828136695863951,110,8
illegally converted,5.923323091646073,114,9
building exposure,5.92396005859367,115,10
unit installed,5.92943037528432,120,13
creating hazardou,5.92955254774658,116,6
erected exp,5.9343932133917745,114,8
manner time,5.941458429053539,146,3
activity unsafe,5.970147457782926,132,18
commissioner order,5.978933804280705,149,25
pedestrian protection,6.023012369853396,165,31
issued work,6.0370348727659575,119,10
mortar joint,6.0370348727659575,119,10
inspection sidewalk,6.064728961079452,120,10
meter room,6.084667512210985,128,5
corrected time,6.091383267920878,138,4
erected exposure,6.110942178494464,121,9
fence place,6.133571695507206,144,21
water heater,6.201987225941139,137,17
fire stopping,6.218605841049339,149,22
worker observed,6.226035897667689,176,33
correction filed,6.256850168865449,171,3
permitted height,6.376758114123046,157,4
upon review,6.387054024914238,133,11
indicate permit,6.405574319835054,184,3
correction accepted,6.468710740735195,150,5
failure certify,6.4800736368616345,139,7
missing mortar,6.483098577485791,137,8
floor level,6.511738951299151,224,49
cease use,6.520091590865786,286,75
failure submit,6.541458934096536,254,2
occupied building,6.611574909576033,143,8
observed violation,6.628673390232332,160,21
provide safety,6.643897542419069,154,18
provide adequate,6.64676621563164,143,10
shed per,6.65653452542032,162,5
access observed,6.673878032609119,146,8
parking regulation,6.686579304872005,164,5
observed sign,6.700574543069861,154,17
shed exposure,6.7836679804550295,149,10
summonse issued,6.794872979815122,152,8
gas line,6.840028341042284,152,12
rca corrected,6.900826991591188,303,2
record indicate,6.939701322739262,226,44
observed worker,7.0127915087862664,204,34
boiler violation,7.023203430613652,321,2
place exposure,7.026808136292275,163,15
observed action,7.043993206841537,254,54
activity sidewalk,7.062864561018918,162,10
boiler room,7.080881637219807,172,19
site observed,7.176375271886698,168,14
sign construction,7.231712070052213,186,23
door lock,7.2353705616002495,229,4
gas meter,7.2562597883469895,177,18
rca issued,7.2632758389660745,172,10
oath summon,7.35022058458094,436,127
residential district,7.561679895933015,187,16
roof level,7.6411163430670825,234,37
obtain permit,7.667513555958211,235,37
correction file,7.7141851416682305,435,2
exit door,7.729762669301264,194,12
permit comply,7.769876324272484,200,10
condition remain,7.8428769020865055,355,3
inspector badge,7.8880178074291365,218,8
occupancy contrary,7.92871033632207,238,34
submit certificate,8.04160533522291,281,5
failure obtain,8.106973309942092,221,10
unsafe condition,8.203028464114537,1868,810
story new,8.286175401470938,313,59
previously issued,8.395785670572328,229,14
failure file,8.53666184899089,239,13
per code,8.54818484900867,699,221
maintain sidewalk,8.721397237802279,254,12
failure correct,9.043262382536604,408,5
class condition,9.113446758429522,269,20
valid permit,9.25311798621787,647,182
shed erected,9.29543594768693,280,18
certify correction,9.344467421122323,372,7
front yard,9.43609670712176,451,95
summon issued,9.463354771376368,1146,406
failure provide,9.492261221950011,319,39
safety measure,9.665723635918313,369,57
maintain boiler,9.705704449332595,314,15
complaint time,10.145414837777306,351,38
observed exposure,10.205599015762466,368,13
ecb issued,10.51566013986885,389,14
observed unsafe,10.77523934583743,378,31
condition action,10.812457769141783,460,11
shed place,10.83354638987123,462,71
fire escape,10.907258320279126,566,112
work order,10.998919157327348,465,12
enforcement action,11.042498150245438,412,43
act failure,11.179668208687874,471,13
unlawful act,11.585377875905863,472,17
file certificate,11.610392609298467,436,30
cellar level,11.687717634635723,456,45
permit file,11.752581293235666,754,170
emergency work,11.849632142019539,492,18
commissioner' order,12.054394609867352,674,10
building observed,12.12811205191699,625,108
observed sidewalk,13.467044219197112,622,69
building code,13.500163114893125,826,155
inspection observed,15.114027152051007,3375,1257
compliant manner,15.605968337590594,787,54
code compliant,15.782708345316479,829,81
issued failure,15.803706264452472,819,44
story building,16.479952401937933,992,132
gained access,16.529570500966503,1095,174
inspection story,16.976437803260325,1134,27
failure comply,18.461145871174157,1101,73
maintain building,20.07433399899714,1302,98
certificate correction,23.383303891397144,2009,60
sidewalk shed,24.123388108754494,2674,514
violation issued,24.539155102336526,3185,705
failure maintain,32.03605985224099,3355,308
