bct2020,boroname,ntaname,panel_lots,scored_lots,n_disc_events,disc_per_1000,n_highrisk,n_hr_never_swept,hr_never_swept_per_1000,ok_a,ok_b,window
4099704,Queens,Bay Terrace-Clearview,144.0,144.0,44.0,305.5555555555556,23.0,20.0,138.88888888888889,False,False,2020-01..2026-05
4100801,Queens,Far Rockaway-Bayswater,485.0,485.0,6.0,12.371134020618555,5.0,5.0,10.309278350515465,True,True,2020-01..2026-05
4100804,Queens,Far Rockaway-Bayswater,629.0,629.0,37.0,58.8235294117647,8.0,8.0,12.718600953895072,True,True,2020-01..2026-05
4101002,Queens,Far Rockaway-Bayswater,602.0,602.0,58.0,96.34551495016612,5.0,5.0,8.305647840531561,True,True,2020-01..2026-05
4101003,Queens,Far Rockaway-Bayswater,209.0,209.0,23.0,110.04784688995215,24.0,23.0,110.04784688995215,True,True,2020-01..2026-05
4101004,Queens,Far Rockaway-Bayswater,392.0,392.0,27.0,68.87755102040816,18.0,15.0,38.26530612244898,True,True,2020-01..2026-05
4103300,Queens,Whitestone-Beechhurst,1098.0,1098.0,52.0,47.35883424408015,2.0,2.0,1.8214936247723132,True,True,2020-01..2026-05
4103900,Queens,Whitestone-Beechhurst,1455.0,1455.0,139.0,95.53264604810995,9.0,9.0,6.185567010309278,True,True,2020-01..2026-05
4104700,Queens,Murray Hill-Broadway Flushing,1279.0,1279.0,53.0,41.43862392494136,15.0,15.0,11.727912431587178,True,True,2020-01..2026-05
4105900,Queens,Murray Hill-Broadway Flushing,1168.0,1168.0,43.0,36.81506849315068,3.0,3.0,2.5684931506849313,True,True,2020-01..2026-05
4109300,Queens,Bayside,1010.0,1010.0,64.0,63.366336633663366,0.0,0.0,0.0,True,True,2020-01..2026-05
4109700,Queens,Bayside,517.0,517.0,34.0,65.76402321083172,5.0,5.0,9.671179883945841,True,True,2020-01..2026-05
4109900,Queens,Auburndale,911.0,911.0,28.0,30.735455543358945,11.0,10.0,10.976948408342482,True,True,2020-01..2026-05
4113300,Queens,Auburndale,364.0,364.0,20.0,54.94505494505494,4.0,4.0,10.989010989010989,True,True,2020-01..2026-05
4114100,Queens,Murray Hill-Broadway Flushing,792.0,792.0,21.0,26.515151515151516,1.0,1.0,1.2626262626262628,True,True,2020-01..2026-05
4114700,Queens,Murray Hill-Broadway Flushing,522.0,522.0,26.0,49.808429118773944,1.0,1.0,1.9157088122605364,True,True,2020-01..2026-05
4115100,Queens,Murray Hill-Broadway Flushing,334.0,334.0,23.0,68.8622754491018,2.0,2.0,5.9880239520958085,True,True,2020-01..2026-05
4115500,Queens,Murray Hill-Broadway Flushing,330.0,330.0,47.0,142.42424242424244,12.0,11.0,33.333333333333336,True,True,2020-01..2026-05
4115700,Queens,Murray Hill-Broadway Flushing,453.0,453.0,22.0,48.56512141280353,23.0,22.0,48.56512141280353,True,True,2020-01..2026-05
4115900,Queens,Murray Hill-Broadway Flushing,396.0,396.0,46.0,116.16161616161617,20.0,19.0,47.97979797979798,True,True,2020-01..2026-05
4116100,Queens,Flushing-Willets Point,131.0,131.0,37.0,282.4427480916031,28.0,26.0,198.4732824427481,False,False,2020-01..2026-05
4116301,Queens,Murray Hill-Broadway Flushing,147.0,147.0,31.0,210.88435374149662,46.0,42.0,285.7142857142857,False,False,2020-01..2026-05
4117100,Queens,Murray Hill-Broadway Flushing,390.0,390.0,40.0,102.56410256410255,24.0,24.0,61.53846153846154,True,True,2020-01..2026-05
4117500,Queens,Murray Hill-Broadway Flushing,769.0,769.0,83.0,107.93237971391417,39.0,39.0,50.71521456436931,True,True,2020-01..2026-05
4118100,Queens,Auburndale,360.0,360.0,12.0,33.333333333333336,5.0,5.0,13.888888888888888,True,True,2020-01..2026-05
4118500,Queens,East Flushing,284.0,284.0,60.0,211.26760563380282,23.0,21.0,73.94366197183099,True,True,2020-01..2026-05
4118700,Queens,East Flushing,319.0,319.0,36.0,112.85266457680251,10.0,10.0,31.34796238244514,True,True,2020-01..2026-05
4119100,Queens,East Flushing,492.0,492.0,44.0,89.4308943089431,28.0,27.0,54.8780487804878,True,True,2020-01..2026-05
4119300,Queens,East Flushing,410.0,410.0,30.0,73.17073170731707,10.0,9.0,21.95121951219512,True,True,2020-01..2026-05
4119500,Queens,East Flushing,335.0,335.0,14.0,41.791044776119406,1.0,1.0,2.985074626865672,True,True,2020-01..2026-05
4119900,Queens,East Flushing,353.0,353.0,20.0,56.657223796033996,2.0,2.0,5.6657223796034,True,True,2020-01..2026-05
4120300,Queens,East Flushing,327.0,327.0,20.0,61.162079510703364,0.0,0.0,0.0,True,True,2020-01..2026-05
4120500,Queens,East Flushing,356.0,356.0,45.0,126.40449438202248,15.0,15.0,42.13483146067416,True,True,2020-01..2026-05
4120701,Queens,East Flushing,664.0,664.0,23.0,34.63855421686747,4.0,4.0,6.024096385542169,True,True,2020-01..2026-05
4120702,Queens,East Flushing,,,,,,,,,,
4121500,Queens,Queensboro Hill,864.0,864.0,86.0,99.53703703703704,2.0,2.0,2.314814814814815,True,True,2020-01..2026-05
4122300,Queens,Fresh Meadows-Utopia,829.0,829.0,62.0,74.78890229191798,7.0,6.0,7.237635705669481,True,True,2020-01..2026-05
4122703,Queens,Pomonok-Electchester-Hillcrest,371.0,371.0,16.0,43.126684636118604,14.0,14.0,37.73584905660377,True,True,2020-01..2026-05
4122704,Queens,Pomonok-Electchester-Hillcrest,247.0,247.0,48.0,194.33198380566802,25.0,24.0,97.16599190283401,True,True,2020-01..2026-05
4124100,Queens,Pomonok-Electchester-Hillcrest,1032.0,1032.0,38.0,36.821705426356594,3.0,3.0,2.9069767441860463,True,True,2020-01..2026-05
4129104,Queens,Oakland Gardens-Hollis Hills,446.0,446.0,36.0,80.71748878923766,10.0,10.0,22.42152466367713,True,True,2020-01..2026-05
4133900,Queens,Fresh Meadows-Utopia,430.0,430.0,52.0,120.93023255813954,1.0,1.0,2.3255813953488373,True,True,2020-01..2026-05
4134100,Queens,Fresh Meadows-Utopia,863.0,863.0,56.0,64.88991888760138,3.0,3.0,3.4762456546929315,True,True,2020-01..2026-05
4136700,Queens,Oakland Gardens-Hollis Hills,741.0,741.0,46.0,62.0782726045884,20.0,20.0,26.990553306342782,True,True,2020-01..2026-05
4137700,Queens,Oakland Gardens-Hollis Hills,620.0,620.0,104.0,167.74193548387098,10.0,10.0,16.129032258064516,True,True,2020-01..2026-05
4138501,Queens,Bayside,971.0,971.0,62.0,63.851699279093715,1.0,1.0,1.0298661174047374,True,True,2020-01..2026-05
4140300,Queens,Bayside,728.0,728.0,9.0,12.362637362637361,0.0,0.0,0.0,True,True,2020-01..2026-05
4140901,Queens,Auburndale,270.0,270.0,42.0,155.55555555555557,2.0,2.0,7.407407407407407,True,True,2020-01..2026-05
4140902,Queens,Auburndale,716.0,716.0,30.0,41.89944134078212,0.0,0.0,0.0,True,True,2020-01..2026-05
4142900,Queens,Auburndale,1021.0,1021.0,51.0,49.95102840352596,2.0,2.0,1.9588638589618022,True,True,2020-01..2026-05
4144100,Queens,Bayside,586.0,586.0,19.0,32.42320819112628,6.0,6.0,10.238907849829351,True,True,2020-01..2026-05
4144700,Queens,Bayside,671.0,671.0,58.0,86.43815201192251,16.0,15.0,22.35469448584203,True,True,2020-01..2026-05
4145101,Queens,Auburndale,362.0,362.0,22.0,60.773480662983424,1.0,1.0,2.7624309392265194,True,True,2020-01..2026-05
4145102,Queens,Auburndale,585.0,585.0,30.0,51.28205128205128,2.0,2.0,3.4188034188034186,True,True,2020-01..2026-05
4145900,Queens,Auburndale,739.0,739.0,30.0,40.59539918809202,3.0,3.0,4.059539918809201,True,True,2020-01..2026-05
4146300,Queens,Auburndale,399.0,399.0,30.0,75.18796992481202,12.0,12.0,30.075187969924812,True,True,2020-01..2026-05
4146700,Queens,Bayside,338.0,338.0,26.0,76.92307692307693,26.0,26.0,76.92307692307693,True,True,2020-01..2026-05
4147100,Queens,Bayside,638.0,638.0,47.0,73.66771159874608,10.0,9.0,14.106583072100314,True,True,2020-01..2026-05
4150702,Queens,Douglaston-Little Neck,850.0,850.0,112.0,131.76470588235296,12.0,11.0,12.941176470588236,True,True,2020-01..2026-05
4155101,Queens,Glen Oaks-Floral Park-New Hyde Park,1.0,1.0,2.0,2000.0,1.0,1.0,1000.0,False,False,2020-01..2026-05
4155104,Queens,Glen Oaks-Floral Park-New Hyde Park,350.0,350.0,20.0,57.14285714285714,7.0,7.0,20.0,True,True,2020-01..2026-05
4157902,Queens,Glen Oaks-Floral Park-New Hyde Park,1073.0,1073.0,47.0,43.80242311276794,4.0,4.0,3.727865796831314,True,True,2020-01..2026-05
2036100,Bronx,West Farms,77.0,77.0,10.0,129.87012987012986,28.0,26.0,337.6623376623377,False,False,2020-01..2026-05
2012701,Bronx,Longwood,138.0,138.0,17.0,123.18840579710145,26.0,25.0,181.15942028985506,False,False,2020-01..2026-05
2042600,Bronx,Eastchester-Edenwald-Baychester,1184.0,1184.0,40.0,33.78378378378378,14.0,14.0,11.824324324324325,True,True,2020-01..2026-05
1003800,Manhattan,East Village,393.0,393.0,222.0,564.8854961832062,284.0,272.0,692.1119592875318,True,True,2020-01..2026-05
1001502,Manhattan,Financial District-Battery Park City,62.0,62.0,173.0,2790.3225806451615,59.0,49.0,790.3225806451612,False,False,2020-01..2026-05
1004800,Manhattan,Gramercy,206.0,206.0,112.0,543.6893203883495,107.0,97.0,470.873786407767,True,True,2020-01..2026-05
1006400,Manhattan,Gramercy,128.0,128.0,91.0,710.9375,88.0,80.0,625.0,False,False,2020-01..2026-05
1017800,Manhattan,East Harlem (North),224.0,224.0,72.0,321.42857142857144,116.0,110.0,491.07142857142856,True,True,2020-01..2026-05
4094201,Queens,Rockaway Beach-Arverne-Edgemere,330.0,330.0,32.0,96.96969696969697,28.0,26.0,78.78787878787878,True,True,2020-01..2026-05
4111300,Queens,Bayside,731.0,731.0,58.0,79.34336525307798,1.0,1.0,1.3679890560875512,True,True,2020-01..2026-05
4148300,Queens,Douglaston-Little Neck,966.0,966.0,57.0,59.006211180124225,1.0,1.0,1.0351966873706004,True,True,2020-01..2026-05
4080900,Queens,Kew Gardens Hills,599.0,599.0,59.0,98.49749582637729,14.0,14.0,23.37228714524207,True,True,2020-01..2026-05
4122702,Queens,Pomonok-Electchester-Hillcrest,174.0,174.0,15.0,86.20689655172414,9.0,7.0,40.229885057471265,False,False,2020-01..2026-05
4139900,Queens,Bayside,538.0,538.0,26.0,48.32713754646841,1.0,1.0,1.858736059479554,True,True,2020-01..2026-05
4143500,Queens,Bayside,624.0,624.0,22.0,35.256410256410255,1.0,1.0,1.6025641025641024,True,True,2020-01..2026-05
4157901,Queens,Glen Oaks-Floral Park-New Hyde Park,1329.0,1329.0,76.0,57.18585402558315,5.0,5.0,3.762227238525207,True,True,2020-01..2026-05
4157903,Queens,Glen Oaks-Floral Park-New Hyde Park,1114.0,1114.0,44.0,39.49730700179533,6.0,6.0,5.3859964093357275,True,True,2020-01..2026-05
4042400,Queens,St. Albans,670.0,670.0,31.0,46.26865671641791,2.0,2.0,2.985074626865672,True,True,2020-01..2026-05
4043400,Queens,St. Albans,426.0,426.0,12.0,28.169014084507044,0.0,0.0,0.0,True,True,2020-01..2026-05
4042600,Queens,St. Albans,,,,,,,,,,
4043200,Queens,St. Albans,292.0,292.0,9.0,30.821917808219176,2.0,2.0,6.8493150684931505,True,True,2020-01..2026-05
4045200,Queens,Jamaica Hills-Briarwood,80.0,80.0,3.0,37.5,8.0,8.0,100.0,False,False,2020-01..2026-05
4005900,Queens,Astoria (Central),417.0,417.0,19.0,45.563549160671464,61.0,59.0,141.48681055155876,True,True,2020-01..2026-05
4006100,Queens,Astoria (Central),488.0,488.0,28.0,57.37704918032787,129.0,126.0,258.1967213114754,True,True,2020-01..2026-05
4058100,Queens,Ridgewood,348.0,348.0,14.0,40.229885057471265,24.0,24.0,68.9655172413793,True,True,2020-01..2026-05
4058300,Queens,Ridgewood,475.0,475.0,16.0,33.68421052631579,52.0,52.0,109.47368421052632,True,True,2020-01..2026-05
1023501,Manhattan,Hamilton Heights-Sugar Hill,158.0,158.0,82.0,518.9873417721519,85.0,78.0,493.6708860759494,False,False,2020-01..2026-05
4047900,Queens,Elmhurst,742.0,742.0,51.0,68.73315363881402,37.0,36.0,48.517520215633425,True,True,2020-01..2026-05
4062400,Queens,Montefiore Cemetery,,,,,,,,,,
1022302,Manhattan,Manhattanville-West Harlem,5.0,5.0,4.0,800.0,5.0,4.0,800.0,False,False,2020-01..2026-05
4133300,Queens,Fresh Meadows-Utopia,1131.0,1131.0,125.0,110.52166224580017,0.0,0.0,0.0,True,True,2020-01..2026-05
2021200,Bronx,Parkchester,1.0,1.0,5.0,5000.0,1.0,0.0,0.0,False,False,2020-01..2026-05
4065501,Queens,St. John Cemetery,,0.0,3.0,,0.0,0.0,,False,False,2020-01..2026-05
1014401,Manhattan,Upper East Side-Yorkville,107.0,107.0,31.0,289.7196261682243,51.0,46.0,429.9065420560748,False,False,2020-01..2026-05
1001600,Manhattan,Chinatown-Two Bridges,214.0,214.0,114.0,532.7102803738318,147.0,134.0,626.1682242990654,True,True,2020-01..2026-05
1001200,Manhattan,Lower East Side,15.0,15.0,17.0,1133.3333333333333,14.0,13.0,866.6666666666667,False,False,2020-01..2026-05
2042901,Bronx,Norwood,101.0,101.0,59.0,584.1584158415841,35.0,33.0,326.73267326732673,False,False,2020-01..2026-05
2043102,Bronx,Norwood,72.0,72.0,52.0,722.2222222222222,38.0,32.0,444.4444444444444,False,False,2020-01..2026-05
4026300,Queens,Woodside,436.0,436.0,45.0,103.21100917431193,60.0,55.0,126.14678899082568,True,True,2020-01..2026-05
4005400,Queens,Ozone Park,1042.0,1042.0,29.0,27.831094049904028,27.0,27.0,25.911708253358928,True,True,2020-01..2026-05
4008600,Queens,Ozone Park,596.0,596.0,10.0,16.778523489932887,7.0,7.0,11.74496644295302,True,True,2020-01..2026-05
4066401,Queens,Rosedale,370.0,370.0,19.0,51.351351351351354,2.0,2.0,5.405405405405405,True,True,2020-01..2026-05
4066900,Queens,Maspeth,476.0,476.0,6.0,12.605042016806722,13.0,13.0,27.310924369747898,True,True,2020-01..2026-05
4048500,Queens,Elmhurst,398.0,398.0,73.0,183.41708542713567,41.0,39.0,97.98994974874371,True,True,2020-01..2026-05
4012500,Queens,Astoria (North)-Ditmars-Steinway,190.0,190.0,22.0,115.78947368421052,30.0,29.0,152.6315789473684,False,False,2020-01..2026-05
2029301,Bronx,Riverdale-Spuyten Duyvil,29.0,29.0,24.0,827.5862068965517,12.0,10.0,344.82758620689657,False,False,2020-01..2026-05
4013000,Queens,Richmond Hill,286.0,286.0,12.0,41.95804195804196,13.0,13.0,45.45454545454545,True,True,2020-01..2026-05
4073100,Queens,Forest Hills,479.0,479.0,19.0,39.66597077244259,8.0,8.0,16.70146137787056,True,True,2020-01..2026-05
4026502,Queens,Woodside,129.0,129.0,10.0,77.51937984496124,11.0,10.0,77.51937984496124,False,False,2020-01..2026-05
4026501,Queens,Elmhurst,159.0,159.0,21.0,132.0754716981132,29.0,26.0,163.52201257861634,False,False,2020-01..2026-05
4048301,Queens,Elmhurst,212.0,212.0,35.0,165.0943396226415,21.0,19.0,89.62264150943396,True,True,2020-01..2026-05
2002800,Bronx,Soundview-Bruckner-Bronx River,68.0,68.0,27.0,397.05882352941177,12.0,12.0,176.47058823529412,False,False,2020-01..2026-05
4066100,Queens,Middle Village,446.0,446.0,15.0,33.63228699551569,1.0,1.0,2.242152466367713,True,True,2020-01..2026-05
4065900,Queens,Middle Village,480.0,480.0,16.0,33.333333333333336,4.0,4.0,8.333333333333334,True,True,2020-01..2026-05
4066501,Queens,Middle Village,797.0,797.0,18.0,22.58469259723965,8.0,8.0,10.037641154328732,True,True,2020-01..2026-05
4102900,Queens,Whitestone-Beechhurst,569.0,569.0,23.0,40.421792618629176,7.0,7.0,12.302284710017574,True,True,2020-01..2026-05
4063500,Queens,Glendale,554.0,554.0,5.0,9.025270758122744,7.0,7.0,12.63537906137184,True,True,2020-01..2026-05
4062100,Queens,Middle Village,537.0,537.0,16.0,29.7951582867784,14.0,13.0,24.208566108007446,True,True,2020-01..2026-05
4063700,Queens,Glendale,857.0,857.0,48.0,56.00933488914819,4.0,4.0,4.667444574095682,True,True,2020-01..2026-05
4077500,Queens,Kew Gardens,237.0,237.0,48.0,202.53164556962025,18.0,15.0,63.29113924050633,True,True,2020-01..2026-05
2039700,Bronx,Belmont,68.0,68.0,22.0,323.5294117647059,21.0,20.0,294.11764705882354,False,False,2020-01..2026-05
2039300,Bronx,Belmont,177.0,177.0,84.0,474.5762711864407,73.0,70.0,395.48022598870057,False,False,2020-01..2026-05
4063900,Queens,Glendale,466.0,466.0,13.0,27.89699570815451,12.0,12.0,25.751072961373392,True,True,2020-01..2026-05
4046300,Queens,Elmhurst,323.0,323.0,28.0,86.687306501548,26.0,26.0,80.49535603715171,True,True,2020-01..2026-05
4047100,Queens,Elmhurst,313.0,313.0,32.0,102.23642172523961,35.0,32.0,102.23642172523961,True,True,2020-01..2026-05
2035000,Bronx,Pelham Gardens,370.0,370.0,29.0,78.37837837837839,15.0,12.0,32.432432432432435,True,True,2020-01..2026-05
4024900,Queens,Woodside,358.0,358.0,41.0,114.52513966480447,37.0,35.0,97.76536312849161,True,True,2020-01..2026-05
4026100,Queens,Woodside,435.0,435.0,32.0,73.5632183908046,53.0,52.0,119.54022988505747,True,True,2020-01..2026-05
1021000,Manhattan,East Harlem (North),6.0,6.0,22.0,3666.6666666666665,6.0,5.0,833.3333333333334,False,False,2020-01..2026-05
1021200,Manhattan,Harlem (North),32.0,32.0,55.0,1718.75,25.0,23.0,718.75,False,False,2020-01..2026-05
1015502,Manhattan,Upper West Side-Lincoln Square,8.0,8.0,13.0,1625.0,8.0,5.0,625.0,False,False,2020-01..2026-05
4010701,Queens,Astoria (North)-Ditmars-Steinway,,0.0,33.0,,0.0,0.0,,False,False,2020-01..2026-05
4012301,Queens,Astoria (North)-Ditmars-Steinway,583.0,583.0,37.0,63.464837049742705,27.0,26.0,44.59691252144082,True,True,2020-01..2026-05
4085300,Queens,Flushing-Willets Point,80.0,80.0,87.0,1087.5,36.0,28.0,350.0,False,False,2020-01..2026-05
4161700,Queens,Bellerose,1301.0,1301.0,50.0,38.43197540353574,7.0,7.0,5.380476556495004,True,True,2020-01..2026-05
4099701,Queens,Bay Terrace-Clearview,512.0,512.0,27.0,52.734375,5.0,5.0,9.765625,True,True,2020-01..2026-05
4101700,Queens,Bay Terrace-Clearview,1212.0,1212.0,88.0,72.60726072607261,11.0,11.0,9.075907590759076,True,True,2020-01..2026-05
2023702,Bronx,Fordham Heights,16.0,16.0,18.0,1125.0,13.0,12.0,750.0,False,False,2020-01..2026-05
2039901,Bronx,University Heights (North)-Fordham,121.0,121.0,65.0,537.1900826446281,63.0,60.0,495.86776859504135,False,False,2020-01..2026-05
2040100,Bronx,University Heights (North)-Fordham,66.0,66.0,30.0,454.5454545454545,50.0,47.0,712.1212121212121,False,False,2020-01..2026-05
4085500,Queens,Flushing-Willets Point,43.0,43.0,23.0,534.8837209302325,36.0,32.0,744.1860465116279,False,False,2020-01..2026-05
4086300,Queens,Murray Hill-Broadway Flushing,105.0,105.0,15.0,142.85714285714286,43.0,40.0,380.9523809523809,False,False,2020-01..2026-05
4028803,Queens,Baisley Park,,,,,,,,,,
4029400,Queens,Springfield Gardens (North)-Rochdale Village,1264.0,1264.0,92.0,72.78481012658227,9.0,9.0,7.120253164556962,True,True,2020-01..2026-05
2014300,Bronx,Concourse-Concourse Village,29.0,29.0,33.0,1137.9310344827586,19.0,18.0,620.6896551724138,False,False,2020-01..2026-05
4004401,Queens,Ozone Park,487.0,487.0,15.0,30.80082135523614,12.0,12.0,24.640657084188913,True,True,2020-01..2026-05
4005800,Queens,Ozone Park,1145.0,1145.0,37.0,32.314410480349345,23.0,23.0,20.087336244541486,True,True,2020-01..2026-05
1020101,Manhattan,Morningside Heights,13.0,13.0,7.0,538.4615384615385,13.0,12.0,923.0769230769231,False,False,2020-01..2026-05
4116302,Queens,Murray Hill-Broadway Flushing,143.0,143.0,9.0,62.93706293706294,27.0,26.0,181.8181818181818,False,False,2020-01..2026-05
4116700,Queens,Murray Hill-Broadway Flushing,214.0,214.0,49.0,228.97196261682242,33.0,33.0,154.2056074766355,True,True,2020-01..2026-05
4090700,Queens,College Point,268.0,268.0,45.0,167.91044776119404,4.0,4.0,14.925373134328359,True,True,2020-01..2026-05
4091900,Queens,College Point,843.0,843.0,62.0,73.54685646500593,16.0,14.0,16.6073546856465,True,True,2020-01..2026-05
4000103,Queens,Long Island City-Hunters Point,5.0,5.0,9.0,1800.0,2.0,2.0,400.0,False,False,2020-01..2026-05
4051500,Queens,Maspeth,506.0,506.0,34.0,67.19367588932806,9.0,9.0,17.786561264822137,True,True,2020-01..2026-05
4000102,Queens,Long Island City-Hunters Point,11.0,11.0,16.0,1454.5454545454545,11.0,11.0,1000.0,False,False,2020-01..2026-05
1013700,Manhattan,Midtown-Times Square,72.0,72.0,161.0,2236.1111111111113,68.0,53.0,736.1111111111112,False,False,2020-01..2026-05
1013900,Manhattan,Hell's Kitchen,151.0,151.0,100.0,662.2516556291391,113.0,105.0,695.364238410596,False,False,2020-01..2026-05
1014500,Manhattan,Upper West Side-Lincoln Square,18.0,18.0,51.0,2833.3333333333335,18.0,14.0,777.7777777777778,False,False,2020-01..2026-05
4010600,Queens,South Ozone Park,461.0,461.0,24.0,52.060737527114966,23.0,23.0,49.891540130151846,True,True,2020-01..2026-05
4016600,Queens,South Ozone Park,538.0,538.0,33.0,61.33828996282528,23.0,23.0,42.75092936802974,True,True,2020-01..2026-05
2003300,Bronx,Mott Haven-Port Morris,147.0,147.0,31.0,210.88435374149662,31.0,27.0,183.67346938775512,False,False,2020-01..2026-05
4056000,Queens,Queens Village,370.0,370.0,8.0,21.62162162162162,3.0,3.0,8.108108108108109,True,True,2020-01..2026-05
1022700,Manhattan,Hamilton Heights-Sugar Hill,324.0,324.0,69.0,212.96296296296296,120.0,114.0,351.85185185185185,True,True,2020-01..2026-05
1025900,Manhattan,Harlem (North),76.0,76.0,15.0,197.3684210526316,47.0,43.0,565.7894736842105,False,False,2020-01..2026-05
1006000,Manhattan,Stuyvesant Town-Peter Cooper Village,1.0,1.0,14.0,14000.0,1.0,1.0,1000.0,False,False,2020-01..2026-05
4015500,Queens,Astoria (East)-Woodside (North),293.0,293.0,51.0,174.06143344709898,59.0,56.0,191.12627986348124,True,True,2020-01..2026-05
4015900,Queens,Astoria (East)-Woodside (North),368.0,368.0,35.0,95.10869565217392,80.0,79.0,214.67391304347828,True,True,2020-01..2026-05
4000101,Queens,Long Island City-Hunters Point,16.0,16.0,42.0,2625.0,16.0,12.0,750.0,False,False,2020-01..2026-05
4107201,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,874.0,874.0,38.0,43.47826086956522,1.0,1.0,1.1441647597254005,True,True,2020-01..2026-05
4107202,Queens,Jamaica Bay (East),1.0,0.0,0.0,0.0,0.0,0.0,,False,False,2020-01..2026-05
1009901,Manhattan,Chelsea-Hudson Yards,48.0,48.0,74.0,1541.6666666666667,39.0,34.0,708.3333333333334,False,False,2020-01..2026-05
1014601,Manhattan,Upper East Side-Yorkville,105.0,105.0,34.0,323.80952380952385,73.0,73.0,695.2380952380952,False,False,2020-01..2026-05
1014602,Manhattan,Upper East Side-Yorkville,140.0,140.0,52.0,371.42857142857144,72.0,67.0,478.5714285714286,False,False,2020-01..2026-05
1014802,Manhattan,Upper East Side-Carnegie Hill,138.0,138.0,64.0,463.768115942029,91.0,84.0,608.6956521739131,False,False,2020-01..2026-05
1026100,Manhattan,Washington Heights (South),141.0,141.0,41.0,290.7801418439716,103.0,96.0,680.8510638297872,False,False,2020-01..2026-05
1025300,Manhattan,Washington Heights (South),139.0,139.0,40.0,287.76978417266184,116.0,108.0,776.9784172661871,False,False,2020-01..2026-05
1026300,Manhattan,Washington Heights (South),72.0,72.0,54.0,750.0,65.0,54.0,750.0,False,False,2020-01..2026-05
1019000,Manhattan,Harlem (South),68.0,68.0,32.0,470.5882352941176,37.0,36.0,529.4117647058823,False,False,2020-01..2026-05
1000700,Manhattan,Financial District-Battery Park City,26.0,26.0,149.0,5730.7692307692305,26.0,22.0,846.1538461538462,False,False,2020-01..2026-05
1000900,Manhattan,Financial District-Battery Park City,31.0,31.0,100.0,3225.806451612903,28.0,26.0,838.7096774193549,False,False,2020-01..2026-05
1003001,Manhattan,Lower East Side,174.0,174.0,45.0,258.62068965517244,122.0,118.0,678.1609195402299,False,False,2020-01..2026-05
1005900,Manhattan,Greenwich Village,61.0,61.0,75.0,1229.5081967213116,48.0,40.0,655.7377049180327,False,False,2020-01..2026-05
1012800,Manhattan,Upper East Side-Carnegie Hill,238.0,238.0,88.0,369.74789915966386,123.0,112.0,470.5882352941176,True,True,2020-01..2026-05
1004900,Manhattan,SoHo-Little Italy-Hudson Square,276.0,276.0,121.0,438.40579710144925,230.0,209.0,757.2463768115942,True,True,2020-01..2026-05
1013203,Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,90.0,90.0,25.0,277.77777777777777,60.0,59.0,655.5555555555555,False,False,2020-01..2026-05
1013400,Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,251.0,251.0,130.0,517.9282868525896,160.0,146.0,581.6733067729084,True,True,2020-01..2026-05
1013800,Manhattan,Upper East Side-Yorkville,280.0,280.0,92.0,328.57142857142856,155.0,143.0,510.71428571428567,True,True,2020-01..2026-05
1014000,Manhattan,Upper East Side-Carnegie Hill,256.0,256.0,121.0,472.65625,138.0,126.0,492.1875,True,True,2020-01..2026-05
1013603,Manhattan,Upper East Side-Yorkville,44.0,44.0,19.0,431.8181818181818,31.0,30.0,681.8181818181818,False,False,2020-01..2026-05
1013604,Manhattan,Upper East Side-Yorkville,145.0,145.0,22.0,151.72413793103448,81.0,81.0,558.6206896551724,False,False,2020-01..2026-05
1014402,Manhattan,Upper East Side-Yorkville,193.0,193.0,32.0,165.80310880829015,87.0,84.0,435.23316062176167,False,False,2020-01..2026-05
1014200,Manhattan,Upper East Side-Carnegie Hill,231.0,231.0,116.0,502.16450216450215,123.0,110.0,476.19047619047615,True,True,2020-01..2026-05
1002202,Manhattan,East Village,81.0,81.0,43.0,530.8641975308642,63.0,62.0,765.4320987654321,False,False,2020-01..2026-05
1003002,Manhattan,East Village,74.0,74.0,62.0,837.8378378378378,52.0,44.0,594.5945945945946,False,False,2020-01..2026-05
1018200,Manhattan,East Harlem (North),122.0,122.0,38.0,311.4754098360656,88.0,85.0,696.7213114754098,False,False,2020-01..2026-05
1018800,Manhattan,East Harlem (North),261.0,261.0,80.0,306.5134099616858,150.0,143.0,547.8927203065134,True,True,2020-01..2026-05
1017900,Manhattan,Upper West Side (Central),150.0,150.0,91.0,606.6666666666667,96.0,91.0,606.6666666666667,False,False,2020-01..2026-05
1018300,Manhattan,Upper West Side (Central),98.0,98.0,69.0,704.0816326530612,78.0,73.0,744.8979591836735,False,False,2020-01..2026-05
4045500,Queens,Corona,20.0,20.0,43.0,2150.0,20.0,18.0,900.0,False,False,2020-01..2026-05
4071702,Queens,Rego Park,27.0,27.0,21.0,777.7777777777778,7.0,6.0,222.2222222222222,False,False,2020-01..2026-05
2038304,Bronx,Belmont,60.0,60.0,27.0,450.0,44.0,41.0,683.3333333333334,False,False,2020-01..2026-05
2036502,Bronx,Tremont,129.0,129.0,49.0,379.8449612403101,34.0,27.0,209.30232558139537,False,False,2020-01..2026-05
2036700,Bronx,Tremont,133.0,133.0,62.0,466.16541353383457,32.0,27.0,203.00751879699246,False,False,2020-01..2026-05
