block,split,series,month,n_at_risk,n_events,hazard_per100,se_per100,ci_low_per100,ci_high_per100,n_jobs,months_used,peak_month,peak_per100,peak_month_ma3,wmean_month,h_avg_m0_5,h_avg_m6_11,h_avg_m12_23,h_avg_m24_36,front_ratio_0_5_over_24_36
hazard,balanced_36m,monitoring,35.0,19581.0,799.0,4.08048618558807,0.28735338183969583,3.517273557182266,4.643698813993874,,,,,,,,,,,
hazard,balanced_36m,monitoring,36.0,19581.0,842.0,4.3000868188550125,0.31715929678662214,3.678454597153233,4.921719040556792,,,,,,,,,,,
hazard,balanced_36m,statutory,0.0,19581.0,1213.0,6.194780654716307,1.176558888319585,3.8887252336099203,8.500836075822694,,,,,,,,,,,
hazard,balanced_36m,statutory,1.0,19581.0,1169.0,5.970073029978041,0.7082753411224801,4.58185336137798,7.358292698578102,,,,,,,,,,,
hazard,balanced_36m,statutory,2.0,19581.0,1202.0,6.13860374853174,1.1154455658937295,3.952330439380031,8.32487705768345,,,,,,,,,,,
hazard,balanced_36m,statutory,3.0,19581.0,1199.0,6.123282774117767,1.1813125223780634,3.8079102302567627,8.438655317978771,,,,,,,,,,,
hazard,balanced_36m,statutory,4.0,19581.0,1178.0,6.016035953219958,1.212603537221819,3.639333020265193,8.392738886174723,,,,,,,,,,,
hazard,balanced_36m,statutory,5.0,19581.0,1232.0,6.2918134926714675,1.4701851824766003,3.410250535017331,9.173376450325604,,,,,,,,,,,
hazard,balanced_36m,statutory,6.0,19581.0,1078.0,5.505336806087533,0.9647208713836992,3.614483898175483,7.396189713999584,,,,,,,,,,,
hazard,balanced_36m,statutory,7.0,19581.0,1096.0,5.59726265257137,1.1204328260441352,3.401214313524865,7.793310991617875,,,,,,,,,,,
hazard,balanced_36m,statutory,8.0,19581.0,1003.0,5.122312445738215,1.0232326284438082,3.116776493988351,7.12784839748808,,,,,,,,,,,
hazard,balanced_36m,statutory,9.0,19581.0,835.0,4.264337878555743,0.6067803877783835,3.0750483185101114,5.453627438601375,,,,,,,,,,,
hazard,balanced_36m,statutory,10.0,19581.0,782.0,3.993667330575558,0.5048186917797599,3.0042226946872286,4.983111966463888,,,,,,,,,,,
hazard,balanced_36m,statutory,11.0,19581.0,919.0,4.693325162146979,0.6063687273952367,3.504842456452315,5.881807867841643,,,,,,,,,,,
hazard,balanced_36m,statutory,12.0,19581.0,799.0,4.08048618558807,0.4634354606879924,3.172152682639605,4.988819688536535,,,,,,,,,,,
hazard,balanced_36m,statutory,13.0,19581.0,903.0,4.611613298605791,0.6797447145019259,3.2793136581820166,5.943912939029565,,,,,,,,,,,
hazard,balanced_36m,statutory,14.0,19581.0,1057.0,5.398089985189724,1.211056982787782,3.0244182989256716,7.771761671453777,,,,,,,,,,,
hazard,balanced_36m,statutory,15.0,19581.0,1065.0,5.438945916960319,1.3448902964770308,2.8029609358653382,8.0749308980553,,,,,,,,,,,
hazard,balanced_36m,statutory,16.0,19581.0,1458.0,7.445993565190746,2.1095182970985005,3.311337702877686,11.580649427503808,,,,,,,,,,,
hazard,balanced_36m,statutory,17.0,19581.0,988.0,5.045707573668352,0.8882228074212631,3.3047908711226763,6.786624276214027,,,,,,,,,,,
hazard,balanced_36m,statutory,18.0,19581.0,1105.0,5.643225575813289,1.2182188612899305,3.255516607685025,8.030934543941552,,,,,,,,,,,
hazard,balanced_36m,statutory,19.0,19581.0,762.0,3.8915275011490733,0.5141047002712634,2.883882288617397,4.89917271368075,,,,,,,,,,,
hazard,balanced_36m,statutory,20.0,19581.0,746.0,3.809815637607885,0.44763651735975263,2.93244806358277,4.687183211633,,,,,,,,,,,
hazard,balanced_36m,statutory,21.0,19581.0,731.0,3.733210765538022,0.5355068185864444,2.6836174011085907,4.782804129967453,,,,,,,,,,,
hazard,balanced_36m,statutory,22.0,19581.0,820.0,4.187733006485879,0.5930104972100616,3.025432431954158,5.3500335810176,,,,,,,,,,,
hazard,balanced_36m,statutory,23.0,19581.0,1062.0,5.423624942546345,1.0773381897475618,3.3120420906411243,7.535207794451566,,,,,,,,,,,
hazard,balanced_36m,statutory,24.0,19581.0,862.0,4.402226648281498,0.621791311889729,3.1835156769776285,5.620937619585367,,,,,,,,,,,
hazard,balanced_36m,statutory,25.0,19581.0,801.0,4.090700168530718,0.4564482396375316,3.1960616188411564,4.98533871822028,,,,,,,,,,,
hazard,balanced_36m,statutory,26.0,19581.0,666.0,3.4012563199019454,0.4013044654757149,2.614699567569544,4.187813072234347,,,,,,,,,,,
hazard,balanced_36m,statutory,27.0,19581.0,748.0,3.8200296205505335,0.47629142760015447,2.8864984224542307,4.753560818646836,,,,,,,,,,,
hazard,balanced_36m,statutory,28.0,19581.0,559.0,2.8548082324702517,0.26954776573926464,2.326494611621293,3.3831218533192104,,,,,,,,,,,
hazard,balanced_36m,statutory,29.0,19581.0,704.0,3.5953219958122675,0.3636973486177644,2.8824751925214493,4.308168799103086,,,,,,,,,,,
hazard,balanced_36m,statutory,30.0,19581.0,705.0,3.600428987283591,0.49229642954681824,2.635527985371827,4.565329989195354,,,,,,,,,,,
hazard,balanced_36m,statutory,31.0,19581.0,827.0,4.2234819467851485,0.9790362710604581,2.3045708555066504,6.142393038063647,,,,,,,,,,,
hazard,balanced_36m,statutory,32.0,19581.0,653.0,3.3348654307747303,0.4587321549862664,2.435750407001648,4.233980454547813,,,,,,,,,,,
hazard,balanced_36m,statutory,33.0,19581.0,820.0,4.187733006485879,0.7305896313847248,2.755777328971819,5.619688683999939,,,,,,,,,,,
hazard,balanced_36m,statutory,34.0,19581.0,794.0,4.054951228231449,0.805322839005242,2.4765184637811744,5.633383992681724,,,,,,,,,,,
hazard,balanced_36m,statutory,35.0,19581.0,555.0,2.834380266584955,0.37700521285848165,2.0954500493823307,3.573310483787579,,,,,,,,,,,
hazard,balanced_36m,statutory,36.0,19581.0,593.0,3.028445942495276,0.34330738022585827,2.355563477252594,3.7013284077379582,,,,,,,,,,,
hazard,balanced_36m,incidents,0.0,19581.0,432.0,2.206220315612073,0.1973658739881965,1.819383202595208,2.593057428628938,,,,,,,,,,,
hazard,balanced_36m,incidents,1.0,19581.0,443.0,2.2623972217966397,0.2221430853154172,1.826996774578422,2.6977976690148573,,,,,,,,,,,
hazard,balanced_36m,incidents,2.0,19581.0,434.0,2.2164342985547214,0.21043620894196247,1.803979329028475,2.6288892680809677,,,,,,,,,,,
hazard,balanced_36m,incidents,3.0,19581.0,447.0,2.2828251876819365,0.2063668331044627,1.8783461947971896,2.6873041805666835,,,,,,,,,,,
hazard,balanced_36m,incidents,4.0,19581.0,426.0,2.1755783667841277,0.23795584588980895,1.7091849088401023,2.641971824728153,,,,,,,,,,,
hazard,balanced_36m,incidents,5.0,19581.0,377.0,1.9253357846892396,0.1820257505923122,1.5685653135283077,2.2821062558501715,,,,,,,,,,,
hazard,balanced_36m,incidents,6.0,19581.0,397.0,2.0274756141157244,0.21073146498265077,1.614441942749729,2.44050928548172,,,,,,,,,,,
hazard,balanced_36m,incidents,7.0,19581.0,367.0,1.874265869975997,0.23772728402204202,1.4083203932927948,2.3402113466591996,,,,,,,,,,,
hazard,balanced_36m,incidents,8.0,19581.0,326.0,1.664879219651703,0.15598635241503533,1.359145968918234,1.9706124703851722,,,,,,,,,,,
hazard,balanced_36m,incidents,9.0,19581.0,395.0,2.017261631173076,0.21104747655310888,1.6036085771289825,2.4309146852171692,,,,,,,,,,,
hazard,balanced_36m,incidents,10.0,19581.0,343.0,1.7516980746642152,0.17658281803696552,1.405595751311763,2.0978003980166675,,,,,,,,,,,
hazard,balanced_36m,incidents,11.0,19581.0,486.0,2.481997855063582,0.3822855138000313,1.7327182480155208,3.231277462111643,,,,,,,,,,,
hazard,balanced_36m,incidents,12.0,19581.0,369.0,1.8844798529186457,0.2265171358739997,1.4405062666056063,2.3284534392316854,,,,,,,,,,,
hazard,balanced_36m,incidents,13.0,19581.0,420.0,2.144936417956182,0.24852841539229278,1.6578207237872882,2.6320521121250757,,,,,,,,,,,
hazard,balanced_36m,incidents,14.0,19581.0,365.0,1.8640518870333487,0.2350298693283345,1.4033933431498131,2.3247104309168845,,,,,,,,,,,
hazard,balanced_36m,incidents,15.0,19581.0,385.0,1.9661917164598335,0.24597935656000733,1.484072177602219,2.448311255317448,,,,,,,,,,,
hazard,balanced_36m,incidents,16.0,19581.0,349.0,1.7823400234921607,0.2531191920981891,1.28622640697971,2.2784536400046114,,,,,,,,,,,
hazard,balanced_36m,incidents,17.0,19581.0,303.0,1.5474184158112456,0.17789981070417152,1.1987347868310694,1.8961020447914219,,,,,,,,,,,
hazard,balanced_36m,incidents,18.0,19581.0,317.0,1.618916296409785,0.1865921267785301,1.253195727923866,1.984636864895704,,,,,,,,,,,
hazard,balanced_36m,incidents,19.0,19581.0,288.0,1.4708135437413818,0.17861742139280143,1.120723397811491,1.8209036896712727,,,,,,,,,,,
hazard,balanced_36m,incidents,20.0,19581.0,302.0,1.5423114243399214,0.204233030870319,1.142014683834096,1.9426081648457467,,,,,,,,,,,
hazard,balanced_36m,incidents,21.0,19581.0,296.0,1.511669475511976,0.20951192345681707,1.1010261055366146,1.9223128454873373,,,,,,,,,,,
hazard,balanced_36m,incidents,22.0,19581.0,341.0,1.7414840917215668,0.22503813849185125,1.3004093402775383,2.1825588431655953,,,,,,,,,,,
hazard,balanced_36m,incidents,23.0,19581.0,305.0,1.557632398753894,0.21134403073478306,1.1433980985137193,1.9718666989940687,,,,,,,,,,,
hazard,balanced_36m,incidents,24.0,19581.0,298.0,1.5218834584546244,0.27202410235427266,0.98871621784025,2.0550506990689987,,,,,,,,,,,
hazard,balanced_36m,incidents,25.0,19581.0,342.0,1.7465910831928912,0.3195831717368524,1.1202080665886607,2.372974099797122,,,,,,,,,,,
hazard,balanced_36m,incidents,26.0,19581.0,250.0,1.2767478678310609,0.24591801835305896,0.7947485518590653,1.7587471838030564,,,,,,,,,,,
hazard,balanced_36m,incidents,27.0,19581.0,324.0,1.6546652367090546,0.20392641166346093,1.2549694698486713,2.054361003569438,,,,,,,,,,,
hazard,balanced_36m,incidents,28.0,19581.0,234.0,1.1950360042898729,0.1257784996966523,0.9485101448844344,1.4415618636953114,,,,,,,,,,,
hazard,balanced_36m,incidents,29.0,19581.0,263.0,1.3431387569582758,0.16330957828536902,1.0230519835189524,1.6632255303975991,,,,,,,,,,,
hazard,balanced_36m,incidents,30.0,19581.0,240.0,1.2256779531178184,0.15611948437501497,0.919683763742789,1.5316721424928477,,,,,,,,,,,
hazard,balanced_36m,incidents,31.0,19581.0,243.0,1.240998927531791,0.14331099929783114,0.960109368908042,1.52188848615554,,,,,,,,,,,
hazard,balanced_36m,incidents,32.0,19581.0,197.0,1.006077319850876,0.11974846869344716,0.7713703212117194,1.2407843184900322,,,,,,,,,,,
hazard,balanced_36m,incidents,33.0,19581.0,312.0,1.5933813390531637,0.3445807636596839,0.9180030422801834,2.268759635826144,,,,,,,,,,,
hazard,balanced_36m,incidents,34.0,19581.0,222.0,1.133752106633982,0.15993742069001635,0.8202747620815499,1.447229451186414,,,,,,,,,,,
hazard,balanced_36m,incidents,35.0,19581.0,235.0,1.200142995761197,0.252457279774502,0.7053267274031731,1.694959264119221,,,,,,,,,,,
hazard,balanced_36m,incidents,36.0,19581.0,269.0,1.3737807057862212,0.23622189348712122,0.9107857945514637,1.8367756170209788,,,,,,,,,,,
summary,all,monitoring,,,,,,,,349235.0,37.0,17.0,6.015374210571436,16.0,17.332930028887247,5.5093704724289445,5.2881679517516655,5.469095334664043,4.738623079553781,1.1626521839647441
summary,all,monitoring_discretionary,,,,,,,,349235.0,37.0,17.0,5.86296567950391,16.0,17.30724806666158,5.321446583006881,5.11343029119968,5.303431606807792,4.563911500065408,1.1659837363039613
summary,all,monitoring_followup,,,,,,,,349235.0,37.0,34.0,0.2763840462624373,33.0,18.073560174039358,0.18792388942206442,0.1747376605519851,0.1656637278562519,0.17471157948837343,1.0756235503816176
summary,all,statutory,,,,,,,,349235.0,37.0,1.0,6.963933933760449,0.0,15.786211828433213,6.045947234255191,4.292241235740668,4.095326856347706,3.2464553190571266,1.8623226380984432
summary,all,incidents,,,,,,,,349235.0,37.0,1.0,1.9390637727543198,0.0,16.80684735232412,1.7337838616818564,1.3225881690823962,1.3410817442616445,1.210415459114863,1.4323874076672116
summary,New Building,monitoring,,,,,,,,16451.0,37.0,1.0,13.400407382260354,2.0,16.53625107945471,12.372692766460323,11.027127216459348,10.452407188269783,8.373204481546962,1.4776532441943244
summary,New Building,statutory,,,,,,,,16451.0,37.0,4.0,14.370904325032766,4.0,14.969292353892204,10.14692503508875,5.744304748313844,4.093895135960681,4.289210742971365,2.3656858203379936
summary,New Building,incidents,,,,,,,,16451.0,37.0,1.0,4.999691377075489,2.0,14.94823559664765,4.110444393746442,2.2407737548669955,1.9414779188343114,1.7100828539730792,2.4036521880776367
summary,Alteration,monitoring,,,,,,,,331654.0,37.0,17.0,5.7387266038077245,16.0,17.459577043827416,5.159907864419337,5.0026674204698685,5.19889977299761,4.594815002701999,1.1229848995846476
summary,Alteration,statutory,,,,,,,,331654.0,37.0,1.0,6.932658775884977,0.0,15.85440658765249,5.8491135125318054,4.223215604186239,4.0945734788564145,3.206715639311814,1.8240200162516031
summary,Alteration,incidents,,,,,,,,331654.0,37.0,1.0,1.7792263466572615,0.0,17.00469130410478,1.611417199101673,1.2750608024925134,1.308353478638925,1.1922499669942201,1.3515766355307308
summary,Demolition,monitoring,,,,,,,,1130.0,11.0,4.0,19.852164730728617,5.0,5.18717577865511,10.875686673388673,10.27892779460189,,,
summary,Demolition,statutory,,,,,,,,1130.0,11.0,0.0,16.10619469026549,0.0,4.186144982863506,5.767441469359137,4.541335260325923,,,
summary,Demolition,incidents,,,,,,,,1130.0,11.0,2.0,5.55023923444976,1.0,4.68214933772174,3.8057356580576602,3.224591232247812,,,
summary,balanced_36m,monitoring,,,,,,,,19581.0,37.0,17.0,8.646136560951943,16.0,16.909633827375764,6.323306606744633,7.191495156869755,6.950615392472295,5.370197954846337,1.1774811021702025
summary,balanced_36m,statutory,,,,,,,,19581.0,37.0,16.0,7.445993565190746,4.0,16.081925851168034,6.122431608872547,4.8627070459459,4.892497829528625,3.6483561380144804,1.6781343096084131
summary,balanced_36m,incidents,,,,,,,,19581.0,37.0,11.0,2.481997855063582,2.0,16.00299789337222,2.17813186251979,1.9695963774407164,1.7193537953458284,1.3470672119362175,1.6169437153689126
