block,split,series,month,n_at_risk,n_events,hazard_per100,se_per100,ci_low_per100,ci_high_per100,n_jobs,months_used,peak_month,peak_per100,peak_month_ma3,wmean_month,h_avg_m0_5,h_avg_m6_11,h_avg_m12_23,h_avg_m24_36,front_ratio_0_5_over_24_36
hazard,all,monitoring,0.0,349235.0,17580.0,5.033859721963721,0.13077028212441505,4.7775499689998675,5.290169474927575,,,,,,,,,,,
hazard,all,monitoring,1.0,346198.0,19091.0,5.514474375935158,0.14725297856014888,5.225858537957267,5.80309021391305,,,,,,,,,,,
hazard,all,monitoring,2.0,342358.0,19313.0,5.64117093802394,0.14567722426243152,5.355643578469574,5.926698297578306,,,,,,,,,,,
hazard,all,monitoring,3.0,337975.0,19580.0,5.793327908868999,0.14129757265180315,5.516384666471465,6.0702711512665335,,,,,,,,,,,
hazard,all,monitoring,4.0,334212.0,18340.0,5.487534858114011,0.1360173938889125,5.220940766091743,5.75412895013628,,,,,,,,,,,
hazard,all,monitoring,5.0,329672.0,18415.0,5.5858550316678395,0.1510546553381334,5.289787907205098,5.881922156130581,,,,,,,,,,,
hazard,all,monitoring,6.0,324894.0,17515.0,5.390989061047604,0.15185887620377292,5.093345663688209,5.688632458406999,,,,,,,,,,,
hazard,all,monitoring,7.0,309157.0,16436.0,5.316392641926271,0.1464183370985412,5.02941270121313,5.603372582639412,,,,,,,,,,,
hazard,all,monitoring,8.0,283466.0,15150.0,5.34455631363197,0.18179666357432234,4.988234853026298,5.700877774237642,,,,,,,,,,,
hazard,all,monitoring,9.0,259773.0,13325.0,5.129478429243994,0.15005062616655795,4.83537920195754,5.423577656530448,,,,,,,,,,,
hazard,all,monitoring,10.0,238175.0,12370.0,5.193660123858508,0.1436154164138646,4.912173907687333,5.475146340029682,,,,,,,,,,,
hazard,all,monitoring,11.0,217952.0,11669.0,5.353931140801644,0.1809668274288456,4.999236159041107,5.7086261225621815,,,,,,,,,,,
hazard,all,monitoring,12.0,198399.0,10477.0,5.280772584539236,0.19202531498966754,4.904402967159488,5.657142201918985,,,,,,,,,,,
hazard,all,monitoring,13.0,147955.0,8235.0,5.56588151802913,0.22503043010575793,5.124821875021844,6.006941161036416,,,,,,,,,,,
hazard,all,monitoring,14.0,135565.0,7784.0,5.741895031903515,0.2517071823420191,5.248548954513158,6.235241109293872,,,,,,,,,,,
hazard,all,monitoring,15.0,124349.0,7186.0,5.778896492935207,0.2388915470739681,5.31066906067023,6.247123925200184,,,,,,,,,,,
hazard,all,monitoring,16.0,114358.0,6588.0,5.760856258416552,0.2418505893658183,5.286829103259548,6.234883413573556,,,,,,,,,,,
hazard,all,monitoring,17.0,104981.0,6315.0,6.015374210571436,0.3625860711347993,5.30470551114723,6.726042909995643,,,,,,,,,,,
hazard,all,monitoring,18.0,96597.0,5196.0,5.379049038790025,0.2675030193411923,4.854743120881288,5.903354956698761,,,,,,,,,,,
hazard,all,monitoring,19.0,88941.0,4582.0,5.151729798405684,0.23452084091646225,4.692068950209419,5.61139064660195,,,,,,,,,,,
hazard,all,monitoring,20.0,81569.0,4024.0,4.933246699113634,0.1988797880523165,4.543442314531093,5.323051083696175,,,,,,,,,,,
hazard,all,monitoring,21.0,74909.0,4035.0,5.386535663271436,0.23957626058644746,4.916966192522,5.856105134020873,,,,,,,,,,,
hazard,all,monitoring,22.0,68901.0,3580.0,5.195860727710774,0.21925894507405663,4.766113195365623,5.625608260055925,,,,,,,,,,,
hazard,all,monitoring,23.0,63228.0,3439.0,5.4390459922819,0.34009392185057924,4.772461905454765,6.105630079109035,,,,,,,,,,,
hazard,all,monitoring,24.0,57749.0,2807.0,4.860690228402223,0.2139227382251239,4.44140166148098,5.2799787953234665,,,,,,,,,,,
hazard,all,monitoring,25.0,51608.0,2758.0,5.344132692605798,0.33516750855814975,4.687204375831824,6.001061009379772,,,,,,,,,,,
hazard,all,monitoring,26.0,47025.0,2383.0,5.067517278043594,0.2846845374008798,4.509535584737869,5.625498971349319,,,,,,,,,,,
hazard,all,monitoring,27.0,43003.0,2121.0,4.932214031579192,0.24440145651383488,4.453187176812076,5.411240886346308,,,,,,,,,,,
hazard,all,monitoring,28.0,39518.0,1945.0,4.921807783794726,0.28456101388741534,4.364068196575392,5.4795473710140605,,,,,,,,,,,
hazard,all,monitoring,29.0,36214.0,1900.0,5.246589716684155,0.3524127182284041,4.555860788956483,5.937318644411826,,,,,,,,,,,
hazard,all,monitoring,30.0,33213.0,1631.0,4.910727727094812,0.4032410567611904,4.1203752558428794,5.701080198346745,,,,,,,,,,,
hazard,all,monitoring,31.0,30528.0,1503.0,4.923349056603773,0.3898008652546697,4.159339360704621,5.687358752502925,,,,,,,,,,,
hazard,all,monitoring,32.0,27986.0,1260.0,4.502251125562781,0.31533418959424697,3.8841961139580565,5.120306137167505,,,,,,,,,,,
hazard,all,monitoring,33.0,25691.0,1122.0,4.367288155385155,0.2766917990120048,3.8249722293216255,4.909604081448684,,,,,,,,,,,
hazard,all,monitoring,34.0,23518.0,1003.0,4.264818436941916,0.23925440403650913,3.7958798050303586,4.733757068853475,,,,,,,,,,,
hazard,all,monitoring,35.0,21436.0,849.0,3.9606269826460165,0.27288811759732495,3.4257662721552595,4.4954876931367735,,,,,,,,,,,
hazard,all,monitoring,36.0,19581.0,842.0,4.3000868188550125,0.31715929678662214,3.678454597153233,4.921719040556792,,,,,,,,,,,
hazard,all,monitoring_discretionary,0.0,349235.0,16952.0,4.854038111873094,0.12918580084001816,4.600833942226658,5.10724228151953,,,,,,,,,,,
hazard,all,monitoring_discretionary,1.0,346198.0,18409.0,5.317477281786723,0.1439451539477518,5.0353447800491296,5.599609783524317,,,,,,,,,,,
hazard,all,monitoring_discretionary,2.0,342358.0,18677.0,5.455400487209296,0.14354062209346244,5.1740608679061095,5.736740106512483,,,,,,,,,,,
hazard,all,monitoring_discretionary,3.0,337975.0,19056.0,5.638286855536652,0.14032244754036385,5.363254858357539,5.913318852715765,,,,,,,,,,,
hazard,all,monitoring_discretionary,4.0,334212.0,17631.0,5.275394061254533,0.1326693565086342,5.01536212249761,5.535426000011457,,,,,,,,,,,
hazard,all,monitoring_discretionary,5.0,329672.0,17763.0,5.388082700380985,0.15019406866664867,5.093702325794354,5.682463074967616,,,,,,,,,,,
hazard,all,monitoring_discretionary,6.0,324894.0,17026.0,5.240478432965829,0.15134485279182425,4.9438425214938535,5.537114344437804,,,,,,,,,,,
hazard,all,monitoring_discretionary,7.0,309157.0,15846.0,5.125551095398131,0.14146955221095217,4.848270773064665,5.402831417731597,,,,,,,,,,,
hazard,all,monitoring_discretionary,8.0,283466.0,14618.0,5.156879484664827,0.17998342187562627,4.8041119777886,5.509646991541055,,,,,,,,,,,
hazard,all,monitoring_discretionary,9.0,259773.0,12893.0,4.963179391237735,0.14915989348890024,4.67082599999949,5.25553278247598,,,,,,,,,,,
hazard,all,monitoring_discretionary,10.0,238175.0,12000.0,5.038312165424583,0.14307021925170763,4.757894535691236,5.31872979515793,,,,,,,,,,,
hazard,all,monitoring_discretionary,11.0,217952.0,11238.0,5.156181177506975,0.17987188526348863,4.803632282390537,5.508730072623412,,,,,,,,,,,
hazard,all,monitoring_discretionary,12.0,198399.0,10142.0,5.111920927020801,0.1909908829341974,4.737578796469774,5.486263057571828,,,,,,,,,,,
hazard,all,monitoring_discretionary,13.0,147955.0,8031.0,5.428001757291068,0.2236283809269805,4.9896901306741865,5.86631338390795,,,,,,,,,,,
hazard,all,monitoring_discretionary,14.0,135565.0,7616.0,5.617969239848043,0.2510703675565058,5.125871319437292,6.110067160258795,,,,,,,,,,,
hazard,all,monitoring_discretionary,15.0,124349.0,6992.0,5.622883979766625,0.23806108714281388,5.15628424896671,6.08948371056654,,,,,,,,,,,
hazard,all,monitoring_discretionary,16.0,114358.0,6429.0,5.621819199356407,0.24087469205081022,5.149704802936819,6.0939335957759955,,,,,,,,,,,
hazard,all,monitoring_discretionary,17.0,104981.0,6155.0,5.86296567950391,0.36224444175143167,5.152966573671104,6.572964785336716,,,,,,,,,,,
hazard,all,monitoring_discretionary,18.0,96597.0,5062.0,5.240328374587203,0.2670747380815542,4.716861887947356,5.7637948612270495,,,,,,,,,,,
hazard,all,monitoring_discretionary,19.0,88941.0,4419.0,4.968462239012379,0.23085943178875945,4.51597775270641,5.420946725318348,,,,,,,,,,,
hazard,all,monitoring_discretionary,20.0,81569.0,3929.0,4.816780884894997,0.19852317884385143,4.427675454361048,5.205886315428946,,,,,,,,,,,
hazard,all,monitoring_discretionary,21.0,74909.0,3851.0,5.140904297213953,0.23233546764811175,4.685526780623654,5.596281813804252,,,,,,,,,,,
hazard,all,monitoring_discretionary,22.0,68901.0,3461.0,5.023149156035471,0.21489168891750354,4.601961445757164,5.444336866313778,,,,,,,,,,,
hazard,all,monitoring_discretionary,23.0,63228.0,3279.0,5.18599354716265,0.3269887322627095,4.545095631927739,5.826891462397561,,,,,,,,,,,
hazard,all,monitoring_discretionary,24.0,57749.0,2729.0,4.725622954510035,0.21325037870327423,4.307652212251617,5.143593696768453,,,,,,,,,,,
hazard,all,monitoring_discretionary,25.0,51608.0,2690.0,5.212370175166641,0.3348013105550665,4.556159606478711,5.868580743854571,,,,,,,,,,,
hazard,all,monitoring_discretionary,26.0,47025.0,2317.0,4.927166400850611,0.2837626650182479,4.370991577414845,5.483341224286377,,,,,,,,,,,
hazard,all,monitoring_discretionary,27.0,43003.0,2049.0,4.7647838522893755,0.24245050157647863,4.289580869199478,5.239986835379273,,,,,,,,,,,
hazard,all,monitoring_discretionary,28.0,39518.0,1857.0,4.699124449617895,0.28097174348106996,4.148419832394998,5.2498290668407925,,,,,,,,,,,
hazard,all,monitoring_discretionary,29.0,36214.0,1834.0,5.0643397581046,0.34801067701756744,4.382238831150167,5.746440685059032,,,,,,,,,,,
hazard,all,monitoring_discretionary,30.0,33213.0,1591.0,4.7902929575768525,0.4022134860266643,4.0019545249645905,5.5786313901891145,,,,,,,,,,,
hazard,all,monitoring_discretionary,31.0,30528.0,1431.0,4.6875,0.3789080432700521,3.9448402351906977,5.430159764809302,,,,,,,,,,,
hazard,all,monitoring_discretionary,32.0,27986.0,1197.0,4.277138569284642,0.27961995837502623,3.729083450869591,4.825193687699694,,,,,,,,,,,
hazard,all,monitoring_discretionary,33.0,25691.0,1071.0,4.168775057413102,0.2702331724496431,3.6391180394118017,4.698432075414402,,,,,,,,,,,
hazard,all,monitoring_discretionary,34.0,23518.0,938.0,3.9884343906794797,0.22265254578430377,3.5520354009422443,4.4248333804167155,,,,,,,,,,,
hazard,all,monitoring_discretionary,35.0,21436.0,827.0,3.8579958947564843,0.27157721850621275,3.3257045464843076,4.390287243028661,,,,,,,,,,,
hazard,all,monitoring_discretionary,36.0,19581.0,816.0,4.167305040600582,0.3155721640327955,3.548783599096303,4.785826482104861,,,,,,,,,,,
hazard,all,monitoring_followup,0.0,349235.0,628.0,0.17982161009062664,0.01509652178591658,0.15023242739023013,0.20941079279102315,,,,,,,,,,,
hazard,all,monitoring_followup,1.0,346198.0,682.0,0.19699709414843528,0.026548035329022928,0.14496294490355033,0.24903124339332022,,,,,,,,,,,
hazard,all,monitoring_followup,2.0,342358.0,636.0,0.18577045081464433,0.02099349875165397,0.14462319326140255,0.2269177083678861,,,,,,,,,,,
hazard,all,monitoring_followup,3.0,337975.0,524.0,0.15504105333234705,0.014608823955517764,0.12640775837953222,0.18367434828516188,,,,,,,,,,,
hazard,all,monitoring_followup,4.0,334212.0,709.0,0.21214079685947843,0.02709634109930503,0.15903196830484057,0.2652496254141163,,,,,,,,,,,
hazard,all,monitoring_followup,5.0,329672.0,652.0,0.1977723312868548,0.017132910459737943,0.16419182678576844,0.2313528357879412,,,,,,,,,,,
hazard,all,monitoring_followup,6.0,324894.0,489.0,0.15051062808177437,0.013218308825758994,0.12460274278328674,0.176418513380262,,,,,,,,,,,
hazard,all,monitoring_followup,7.0,309157.0,590.0,0.19084154652813942,0.03664360829509078,0.1190200742697615,0.2626630187865173,,,,,,,,,,,
hazard,all,monitoring_followup,8.0,283466.0,532.0,0.18767682896714244,0.023965852126522882,0.14070375879915759,0.2346498991351273,,,,,,,,,,,
hazard,all,monitoring_followup,9.0,259773.0,432.0,0.1662990380062593,0.014375286471703344,0.13812347652172074,0.19447459949079787,,,,,,,,,,,
hazard,all,monitoring_followup,10.0,238175.0,370.0,0.15534795843392465,0.013424571821374028,0.12903579766403156,0.18166011920381775,,,,,,,,,,,
hazard,all,monitoring_followup,11.0,217952.0,431.0,0.1977499632946704,0.02162625231153155,0.15536250876406857,0.24013741782527223,,,,,,,,,,,
hazard,all,monitoring_followup,12.0,198399.0,335.0,0.1688516575184351,0.021979034091951195,0.12577275069821076,0.21193056433865942,,,,,,,,,,,
hazard,all,monitoring_followup,13.0,147955.0,204.0,0.13787976073806224,0.022270691510319275,0.09422920537783647,0.181530316098288,,,,,,,,,,,
hazard,all,monitoring_followup,14.0,135565.0,168.0,0.12392579205547155,0.019666103205545002,0.08538022977260334,0.16247135433833976,,,,,,,,,,,
hazard,all,monitoring_followup,15.0,124349.0,194.0,0.15601251316858197,0.022560469752746747,0.11179399245319835,0.2002310338839656,,,,,,,,,,,
hazard,all,monitoring_followup,16.0,114358.0,159.0,0.13903705906014446,0.02301208785199473,0.09393336687023479,0.18414075125005414,,,,,,,,,,,
hazard,all,monitoring_followup,17.0,104981.0,160.0,0.15240853106752653,0.024169686269890175,0.10503594597854178,0.19978111615651128,,,,,,,,,,,
hazard,all,monitoring_followup,18.0,96597.0,134.0,0.13872066420282203,0.01902261231295861,0.10143634406942315,0.17600498433622092,,,,,,,,,,,
hazard,all,monitoring_followup,19.0,88941.0,163.0,0.1832675593933057,0.04065628924265788,0.10358123247769625,0.26295388630891514,,,,,,,,,,,
hazard,all,monitoring_followup,20.0,81569.0,95.0,0.11646581421863697,0.016372762333899425,0.0843752000441941,0.14855642839307984,,,,,,,,,,,
hazard,all,monitoring_followup,21.0,74909.0,184.0,0.2456313660574831,0.05890887397063669,0.1301699730750352,0.361092759039931,,,,,,,,,,,
hazard,all,monitoring_followup,22.0,68901.0,119.0,0.17271157167530224,0.036286372889477794,0.10159028081192577,0.2438328625386787,,,,,,,,,,,
hazard,all,monitoring_followup,23.0,63228.0,160.0,0.25305244511925096,0.09617328484841857,0.06455280681635056,0.44155208342215135,,,,,,,,,,,
hazard,all,monitoring_followup,24.0,57749.0,78.0,0.13506727389218862,0.021489898192854674,0.09294707343419345,0.17718747435018378,,,,,,,,,,,
hazard,all,monitoring_followup,25.0,51608.0,68.0,0.1317625174391567,0.020150561166337823,0.09226741755313458,0.17125761732517883,,,,,,,,,,,
hazard,all,monitoring_followup,26.0,47025.0,66.0,0.14035087719298245,0.02671788690162479,0.08798381886579787,0.19271793552016703,,,,,,,,,,,
hazard,all,monitoring_followup,27.0,43003.0,72.0,0.167430179289817,0.034188999212657153,0.10041974083300897,0.234440617746625,,,,,,,,,,,
hazard,all,monitoring_followup,28.0,39518.0,88.0,0.2226833341768308,0.04837610393181573,0.127866170470472,0.3175004978831896,,,,,,,,,,,
hazard,all,monitoring_followup,29.0,36214.0,66.0,0.18224995857955487,0.057089325050953516,0.07035488147968598,0.29414503567942374,,,,,,,,,,,
hazard,all,monitoring_followup,30.0,33213.0,40.0,0.12043476951795982,0.033482928902644545,0.05480822886877652,0.1860613101671431,,,,,,,,,,,
hazard,all,monitoring_followup,31.0,30528.0,72.0,0.2358490566037736,0.09527290284448771,0.04911416702857768,0.4225839461789695,,,,,,,,,,,
hazard,all,monitoring_followup,32.0,27986.0,63.0,0.22511255627813906,0.1214766088191546,-0.01298159700740395,0.46320670956368204,,,,,,,,,,,
hazard,all,monitoring_followup,33.0,25691.0,51.0,0.19851309797205247,0.05104794030485217,0.09845913497454221,0.2985670609695627,,,,,,,,,,,
hazard,all,monitoring_followup,34.0,23518.0,65.0,0.2763840462624373,0.08988485552816619,0.10020972942723155,0.452558363097643,,,,,,,,,,,
hazard,all,monitoring_followup,35.0,21436.0,22.0,0.10263108788953162,0.028759077218751067,0.046263296540779535,0.1589988792382837,,,,,,,,,,,
hazard,all,monitoring_followup,36.0,19581.0,26.0,0.13278177825443033,0.03749073114444174,0.059299945211324506,0.20626361129753615,,,,,,,,,,,
hazard,all,statutory,0.0,349235.0,20641.0,5.9103469010837975,0.3705698296131418,5.184030035042039,6.6366637671255555,,,,,,,,,,,
hazard,all,statutory,1.0,346198.0,24109.0,6.963933933760449,0.42748271490944095,6.126067812537945,7.801800054982953,,,,,,,,,,,
hazard,all,statutory,2.0,342358.0,22024.0,6.4330320892165505,0.44781012070395254,5.555324252636804,7.310739925796297,,,,,,,,,,,
hazard,all,statutory,3.0,337975.0,19836.0,5.869073156298542,0.38724587336159266,5.110071244509821,6.628075068087264,,,,,,,,,,,
hazard,all,statutory,4.0,334212.0,19046.0,5.698778021136285,0.42312868741815673,4.8694457937966975,6.528110248475872,,,,,,,,,,,
hazard,all,statutory,5.0,329672.0,17804.0,5.400519304035526,0.46363559456680203,4.491793538684593,6.309245069386458,,,,,,,,,,,
hazard,all,statutory,6.0,324894.0,15292.0,4.706765899031684,0.3811559601178449,3.959700217200708,5.453831580862659,,,,,,,,,,,
hazard,all,statutory,7.0,309157.0,13565.0,4.387738268905443,0.3350164415201819,3.731106043525887,5.044370494284999,,,,,,,,,,,
hazard,all,statutory,8.0,283466.0,13060.0,4.607254485546767,0.37692971460054153,3.868472244929706,5.346036726163829,,,,,,,,,,,
hazard,all,statutory,9.0,259773.0,10975.0,4.224842458608093,0.3035684224910362,3.629848350525662,4.819836566690523,,,,,,,,,,,
hazard,all,statutory,10.0,238175.0,9778.0,4.105384696126797,0.2854678547055507,3.5458677009039175,4.664901691349677,,,,,,,,,,,
hazard,all,statutory,11.0,217952.0,8111.0,3.7214616062252235,0.225174663193668,3.2801192663656344,4.1628039460848125,,,,,,,,,,,
hazard,all,statutory,12.0,198399.0,7706.0,3.884092157722569,0.30397481700763207,3.28830151638761,4.479882799057528,,,,,,,,,,,
hazard,all,statutory,13.0,147955.0,6020.0,4.068804704133013,0.2847136202807947,3.5107660083826557,4.626843399883371,,,,,,,,,,,
hazard,all,statutory,14.0,135565.0,6448.0,4.75638992365286,0.7300284172358711,3.325534225870553,6.187245621435167,,,,,,,,,,,
hazard,all,statutory,15.0,124349.0,5792.0,4.657858125115602,0.6329738512860286,3.417229376594986,5.898486873636219,,,,,,,,,,,
hazard,all,statutory,16.0,114358.0,5771.0,5.046433131044614,0.6775955635382352,3.7183458265096725,6.374520435579555,,,,,,,,,,,
hazard,all,statutory,17.0,104981.0,4064.0,3.871176689115173,0.3126887097367044,3.2583068180312327,4.484046560199114,,,,,,,,,,,
hazard,all,statutory,18.0,96597.0,3915.0,4.0529208981645395,0.4249309531558643,3.220056229979045,4.885785566350034,,,,,,,,,,,
hazard,all,statutory,19.0,88941.0,3718.0,4.180299299535648,0.675430820260027,2.8564548918259947,5.5041437072453006,,,,,,,,,,,
hazard,all,statutory,20.0,81569.0,3132.0,3.8396940013975893,0.4569349163136938,2.9441015654227494,4.735286437372429,,,,,,,,,,,
hazard,all,statutory,21.0,74909.0,2476.0,3.305343817164827,0.2632312113824353,2.7894106428552536,3.8212769914744005,,,,,,,,,,,
hazard,all,statutory,22.0,68901.0,2368.0,3.436815140563998,0.29653054172280063,2.8556152787873086,4.018015002340687,,,,,,,,,,,
hazard,all,statutory,23.0,63228.0,2557.0,4.044094388562029,0.44187192398034675,3.1780254175605496,4.910163359563509,,,,,,,,,,,
hazard,all,statutory,24.0,57749.0,1964.0,3.4009246913366464,0.31102184496986424,2.7913218751957123,4.010527507477581,,,,,,,,,,,
hazard,all,statutory,25.0,51608.0,1691.0,3.2766237792590296,0.272432513520663,2.74265605275853,3.810591505759529,,,,,,,,,,,
hazard,all,statutory,26.0,47025.0,1390.0,2.955874534821903,0.2694449962593817,2.427762342153515,3.483986727490291,,,,,,,,,,,
hazard,all,statutory,27.0,43003.0,1390.0,3.2323326279561893,0.3063461395206039,2.6318941944958056,3.832771061416573,,,,,,,,,,,
hazard,all,statutory,28.0,39518.0,1073.0,2.7152183814970394,0.21245851681180902,2.298799688545894,3.131637074448185,,,,,,,,,,,
hazard,all,statutory,29.0,36214.0,1105.0,3.0513061247031534,0.25966634154588586,2.5423600952732173,3.5602521541330896,,,,,,,,,,,
hazard,all,statutory,30.0,33213.0,1047.0,3.1523800921325984,0.357964344023809,2.450769977845933,3.853990206419264,,,,,,,,,,,
hazard,all,statutory,31.0,30528.0,1155.0,3.7834119496855347,0.7828918334286332,2.2489439561654136,5.317879943205655,,,,,,,,,,,
hazard,all,statutory,32.0,27986.0,849.0,3.0336596869863506,0.3626612783765724,2.322843581368269,3.7444757926044323,,,,,,,,,,,
hazard,all,statutory,33.0,25691.0,1014.0,3.94690747732669,0.6599153270202581,2.6534734363669843,5.240341518286396,,,,,,,,,,,
hazard,all,statutory,34.0,23518.0,909.0,3.8651245854239304,0.6954619457207446,2.5020191718112708,5.22822999903659,,,,,,,,,,,
hazard,all,statutory,35.0,21436.0,592.0,2.7617092741183056,0.3623990496932006,2.0514071367196323,3.472011411516979,,,,,,,,,,,
hazard,all,statutory,36.0,19581.0,593.0,3.028445942495276,0.34330738022585827,2.355563477252594,3.7013284077379582,,,,,,,,,,,
hazard,all,incidents,0.0,349235.0,6511.0,1.8643606740446979,0.05999889839358136,1.7467628331932783,1.9819585148961174,,,,,,,,,,,
hazard,all,incidents,1.0,346198.0,6713.0,1.9390637727543198,0.06771608554735975,1.8063402450814947,2.071787300427145,,,,,,,,,,,
hazard,all,incidents,2.0,342358.0,6324.0,1.8471891996097654,0.06499265098179755,1.7198036036854423,1.9745747955340884,,,,,,,,,,,
hazard,all,incidents,3.0,337975.0,5777.0,1.7092980250018492,0.09190833095587768,1.5291576963283289,1.8894383536753696,,,,,,,,,,,
hazard,all,incidents,4.0,334212.0,5136.0,1.536749129295178,0.056877075236343035,1.4252700618319456,1.6482281967584105,,,,,,,,,,,
hazard,all,incidents,5.0,329672.0,4965.0,1.5060423693853284,0.06029037575085358,1.3878732329136554,1.6242115058570015,,,,,,,,,,,
hazard,all,incidents,6.0,324894.0,4624.0,1.4232334238243858,0.061027987114932396,1.3036185690791182,1.5428482785696533,,,,,,,,,,,
hazard,all,incidents,7.0,309157.0,3863.0,1.249526939386784,0.05153328502771849,1.1485217007324557,1.3505321780411124,,,,,,,,,,,
hazard,all,incidents,8.0,283466.0,3531.0,1.245652035870263,0.04979306397333846,1.1480576304825196,1.3432464412580063,,,,,,,,,,,
hazard,all,incidents,9.0,259773.0,3496.0,1.345790363124728,0.07168162867723568,1.2052943709173463,1.48628635533211,,,,,,,,,,,
hazard,all,incidents,10.0,238175.0,3201.0,1.3439697701270075,0.11854305587753594,1.111625380607037,1.5763141596469779,,,,,,,,,,,
hazard,all,incidents,11.0,217952.0,2893.0,1.3273564821612098,0.07147241435166084,1.1872705500319545,1.4674424142904652,,,,,,,,,,,
hazard,all,incidents,12.0,198399.0,2568.0,1.2943613627084813,0.06823588155323076,1.160619034864149,1.4281036905528137,,,,,,,,,,,
hazard,all,incidents,13.0,147955.0,2219.0,1.4997803386164712,0.09386959557946935,1.3157959312807113,1.6837647459522311,,,,,,,,,,,
hazard,all,incidents,14.0,135565.0,1982.0,1.4620292848449084,0.11088300349865797,1.2446985979875387,1.679359971702278,,,,,,,,,,,
hazard,all,incidents,15.0,124349.0,1748.0,1.4057209949416563,0.09574745698168699,1.2180559792575498,1.5933860106257627,,,,,,,,,,,
hazard,all,incidents,16.0,114358.0,1676.0,1.4655730250616485,0.1221050025801325,1.2262472200045889,1.7048988301187082,,,,,,,,,,,
hazard,all,incidents,17.0,104981.0,1465.0,1.3954906125870394,0.09121081348812954,1.2167174181503055,1.5742638070237733,,,,,,,,,,,
hazard,all,incidents,18.0,96597.0,1205.0,1.247450748988064,0.09437268626832973,1.0624802839021377,1.4324212140739903,,,,,,,,,,,
hazard,all,incidents,19.0,88941.0,1136.0,1.2772512114772714,0.12032017679865535,1.0414236649519069,1.513078758002636,,,,,,,,,,,
hazard,all,incidents,20.0,81569.0,1063.0,1.3031911633095905,0.10096859298745578,1.1052927210541772,1.5010896055650038,,,,,,,,,,,
hazard,all,incidents,21.0,74909.0,954.0,1.2735452348849938,0.10856998006563254,1.0607480739563542,1.4863423958136335,,,,,,,,,,,
hazard,all,incidents,22.0,68901.0,840.0,1.21914050594331,0.09603887503390547,1.0309043108768554,1.4073767010097646,,,,,,,,,,,
hazard,all,incidents,23.0,63228.0,790.0,1.2494464477763016,0.10951915828197481,1.034788897543631,1.4641039980089723,,,,,,,,,,,
hazard,all,incidents,24.0,57749.0,866.0,1.4995930665466068,0.22148157651383865,1.0654891765794832,1.9336969565137305,,,,,,,,,,,
hazard,all,incidents,25.0,51608.0,650.0,1.2594946519919392,0.1416215961152873,0.9819163236059761,1.5370729803779022,,,,,,,,,,,
hazard,all,incidents,26.0,47025.0,480.0,1.0207336523125996,0.11738273389418966,0.7906634938799879,1.2508038107452113,,,,,,,,,,,
hazard,all,incidents,27.0,43003.0,519.0,1.2068925423807642,0.11644053755573988,0.9786690887715139,1.4351159959900144,,,,,,,,,,,
hazard,all,incidents,28.0,39518.0,384.0,0.9717090945898071,0.0779753557331117,0.8188773973529082,1.124540791826706,,,,,,,,,,,
hazard,all,incidents,29.0,36214.0,438.0,1.2094769978461368,0.12091940751226703,0.9724749591220935,1.4464790365701803,,,,,,,,,,,
hazard,all,incidents,30.0,33213.0,338.0,1.0176738024267606,0.12355050786446746,0.7755148070124045,1.2598327978411168,,,,,,,,,,,
hazard,all,incidents,31.0,30528.0,372.0,1.2185534591194969,0.20280230039113042,0.8210609503528812,1.6160459678861125,,,,,,,,,,,
hazard,all,incidents,32.0,27986.0,317.0,1.1327092117487316,0.18253835216630493,0.7749340415027739,1.4904843819946894,,,,,,,,,,,
hazard,all,incidents,33.0,25691.0,416.0,1.6192440932622318,0.327134872792874,0.9780597425881988,2.2604284439362647,,,,,,,,,,,
hazard,all,incidents,34.0,23518.0,251.0,1.067267624798027,0.14401020813868998,0.7850076168461947,1.3495276327498593,,,,,,,,,,,
hazard,all,incidents,35.0,21436.0,244.0,1.1382720656838963,0.23136910477479913,0.68478862032529,1.5917555110425026,,,,,,,,,,,
hazard,all,incidents,36.0,19581.0,269.0,1.3737807057862212,0.23622189348712122,0.9107857945514637,1.8367756170209788,,,,,,,,,,,
hazard,New Building,monitoring,0.0,16451.0,1605.0,9.756245820922741,0.45301069229906493,8.868344864016574,10.644146777828908,,,,,,,,,,,
hazard,New Building,monitoring,1.0,16201.0,2171.0,13.400407382260354,0.6644181360589693,12.098147835584776,14.702666928935933,,,,,,,,,,,
hazard,New Building,monitoring,2.0,15890.0,2124.0,13.366897419760857,0.6601363791914459,12.073030116545624,14.66076472297609,,,,,,,,,,,
hazard,New Building,monitoring,3.0,15561.0,2015.0,12.949039264828738,0.6380240357510326,11.698512154756713,14.199566374900762,,,,,,,,,,,
hazard,New Building,monitoring,4.0,15260.0,1837.0,12.038007863695938,0.6019962013218999,10.858095309105014,13.217920418286862,,,,,,,,,,,
hazard,New Building,monitoring,5.0,14852.0,1890.0,12.725558847293295,0.6736326028366708,11.40523894573342,14.04587874885317,,,,,,,,,,,
hazard,New Building,monitoring,6.0,14270.0,1758.0,12.319551506657323,0.6284161241543823,11.087855903314734,13.551247109999911,,,,,,,,,,,
hazard,New Building,monitoring,7.0,13673.0,1552.0,11.350837416806845,0.5637621958437284,10.245863512953138,12.455811320660553,,,,,,,,,,,
hazard,New Building,monitoring,8.0,12744.0,1371.0,10.758003766478343,0.6039989899687562,9.574165746139581,11.941841786817104,,,,,,,,,,,
