outcome,model,vcov,term,estimate,std_error,t_value,pr(>|t|),25pct,975pct,n,pct_per_doubling,spec,note
proactive_discretionary_field,sum3_jobs,CRV1 tract,log_jobs,0.3870945172923089,0.023518930501712824,16.458848639572185,0.0,0.34099826055405125,0.4331907740305666,167018,30.775702264000905,log1p caller sum t-1..t-3 + log1p active jobs t,agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
proactive_discretionary_field,dist3_jobs,CRV1 tract,log_caller_l1,0.055568709793866036,0.010021673033081888,5.544853599836256,2.9420022196191553e-08,0.035926591584189246,0.07521082800354283,167018,3.9268701856921995,distributed lags t-1..t-3 + log1p active jobs t,agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
proactive_discretionary_field,dist3_jobs,CRV1 tract,log_caller_l2,0.03886549782550999,0.008862210401290985,4.385530930279915,1.157032149401438e-05,0.0214958846155634,0.056235111035456586,167018,2.7305659409984084,distributed lags t-1..t-3 + log1p active jobs t,agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
proactive_discretionary_field,dist3_jobs,CRV1 tract,log_caller_l3,0.01888254803372674,0.009283402723876016,2.03401151445931,0.041950434521088154,0.0006874130409487075,0.03707768302650477,167018,1.3174412753451659,distributed lags t-1..t-3 + log1p active jobs t,agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
proactive_discretionary_field,dist3_jobs,CRV1 tract,log_jobs,0.38676440001621676,0.02351135360783165,16.450111995567337,0.0,0.3406829937170809,0.43284580631535263,167018,30.745781609575552,distributed lags t-1..t-3 + log1p active jobs t,agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
proactive_discretionary_field,lag1_jobs,CRV1 tract+month,log_caller_l1,0.0633448327280441,0.011029899209394603,5.743011021722737,9.300767045417047e-09,0.04172662752452386,0.08496303793156434,167018,4.488548137268422,HEADLINE: log1p caller t-1 + log1p active jobs t,agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
proactive_discretionary_field,lag1_jobs,CRV1 tract+month,log_jobs,0.39079318434395494,0.028197261483778865,13.85926021818707,0.0,0.3355275673730899,0.44605880131481995,167018,31.111404770783714,HEADLINE: log1p caller t-1 + log1p active jobs t,agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
proactive_statutory_periodic,lag1_nojobs,CRV1 tract,log_caller_l1,0.08738629976709238,0.011743553744288942,7.4412142754989805,9.969802761133906e-14,0.06436935737777555,0.1104032421564092,165316,6.244363107493589,"log1p caller complaints t-1, no jobs control",agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
proactive_statutory_periodic,lag1_jobs,CRV1 tract,log_caller_l1,0.06605434851818927,0.010947392491284333,6.033797415300295,1.6015082593412444e-09,0.04459785351064775,0.08751084352573078,165316,4.684971765409696,HEADLINE: log1p caller t-1 + log1p active jobs t,agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
proactive_statutory_periodic,lag1_jobs,CRV1 tract,log_jobs,0.6527096023188447,0.028566596279810858,22.84870048659386,0.0,0.5967201024495195,0.7086991021881699,165316,57.2118103395997,HEADLINE: log1p caller t-1 + log1p active jobs t,agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
proactive_statutory_periodic,sum3_nojobs,CRV1 tract,log_caller_sum3,0.1345311731128813,0.017663252520487647,7.616443967884074,2.5979218776228663e-14,0.09991183432288916,0.16915051190287342,165316,9.77360288939424,"log1p caller complaints summed t-1..t-3, no jobs control",agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
proactive_statutory_periodic,sum3_jobs,CRV1 tract,log_caller_sum3,0.09245442535094245,0.014940257775397321,6.188275111503805,6.082609971258535e-10,0.06317205819141919,0.12173679251046571,165316,6.618251324342594,log1p caller sum t-1..t-3 + log1p active jobs t,agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
proactive_statutory_periodic,sum3_jobs,CRV1 tract,log_jobs,0.6463103828432415,0.028023093994260593,23.06349123960446,0.0,0.59138612787911,0.7012346378073729,165316,56.51602573848808,log1p caller sum t-1..t-3 + log1p active jobs t,agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
proactive_statutory_periodic,dist3_jobs,CRV1 tract,log_caller_l1,0.058562988547960285,0.01080823231497216,5.418368780511463,6.014525766318002e-08,0.03737924247407287,0.0797467346218477,165316,4.142791890288544,distributed lags t-1..t-3 + log1p active jobs t,agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
proactive_statutory_periodic,dist3_jobs,CRV1 tract,log_caller_l2,0.04164551793994558,0.010832995062598235,3.84432169490504,0.00012088634229590056,0.020413237772552804,0.06287779810733836,165316,2.9287148027016485,distributed lags t-1..t-3 + log1p active jobs t,agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
proactive_statutory_periodic,dist3_jobs,CRV1 tract,log_caller_l3,0.012852513087685405,0.010653364102451468,1.2064276564740604,0.22765263762374754,-0.008027696867311354,0.03373272304268216,165316,0.8948483630089044,distributed lags t-1..t-3 + log1p active jobs t,agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
proactive_statutory_periodic,dist3_jobs,CRV1 tract,log_jobs,0.6476856255448448,0.02830691415948912,22.88082769798226,0.0,0.5922050932787792,0.7031661578109103,165316,56.66529508541194,distributed lags t-1..t-3 + log1p active jobs t,agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
proactive_statutory_periodic,lag1_jobs,CRV1 tract+month,log_caller_l1,0.06605434851818927,0.010482494254423566,6.301396110025496,2.949764876802874e-10,0.04550903731137103,0.08659965972500751,165316,4.684971765409696,HEADLINE: log1p caller t-1 + log1p active jobs t,agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
proactive_statutory_periodic,lag1_jobs,CRV1 tract+month,log_jobs,0.6527096023188447,0.034662601158988886,18.830369923048334,0.0,0.5847721524367501,0.7206470522009393,165316,57.2118103395997,HEADLINE: log1p caller t-1 + log1p active jobs t,agency events geo-match to tracts at 94.1% (callers 97.9%); proactive counts slightly undercounted
