geo,month,active_jobs,monitoring_events,monitoring_per_100_jobs,ecb_site_safety,ecb_cranes,idx_active_jobs_2020avg100,idx_monitoring_2020avg100
Citywide,2021-12,66127,1005,1.5198028036959184,79,20,368.50161142018595,106.30233583076244
Citywide,2022-01,68098,1019,1.4963728743869131,56,17,379.4852743129406,107.78316438959894
Citywide,2022-02,70042,1355,1.9345535535821363,61,9,390.31847607017806,143.32304980167476
Citywide,2022-03,73631,1819,2.470426858252638,83,24,410.3186618246664,192.40193918025562
Citywide,2022-04,75947,1538,2.025096448839322,94,32,423.22488367125175,162.67959453503747
Citywide,2022-05,79228,1501,1.894532236078154,61,21,441.50869795391435,158.7659762009696
Citywide,2022-06,82462,1355,1.6431811015983118,72,9,459.5305984080841,143.32304980167476
Citywide,2022-07,84198,1480,1.757761467018219,57,20,469.2046921583743,156.54473336271485
Citywide,2022-08,87140,1992,2.2859765893963737,54,27,485.5993832950989,210.7007492287351
Citywide,2022-09,89029,1544,1.7342663626458796,32,15,496.1260901466532,163.31423534596738
Citywide,2022-10,91130,1612,1.768901569186876,34,15,507.8341955437499,170.5068312031732
Citywide,2022-11,92481,1219,1.3181085844659985,33,9,515.362824954258,128.93785808726312
Citywide,2022-12,92903,1287,1.3853158670871768,27,21,517.7144767760451,136.13045394446894
Citywide,2023-01,93723,1668,1.7797125572164785,40,12,522.2840371880486,176.4301454385192
Citywide,2023-02,93697,1443,1.5400706532759854,13,9,522.1391486871802,152.631115028647
Citywide,2023-03,95107,1498,1.575068081213791,11,23,529.9965635419667,158.44865579550464
Citywide,2023-04,94551,1567,1.6573066387452275,24,18,526.8981786772423,165.74702512119876
Citywide,2023-05,96261,1915,1.9893830315496412,23,16,536.4273839266642,202.55619215513443
Citywide,2023-06,96770,1464,1.5128655575074919,24,21,539.2638549628955,154.8523578669017
Citywide,2023-07,96748,1291,1.3343945094472236,25,16,539.1412570006223,136.5535478184222
Citywide,2023-08,98296,1329,1.3520387401318466,23,18,547.767695436941,140.57293962097842
Citywide,2023-09,97983,1377,1.4053458252962248,15,11,546.0234607918715,145.65006610841783
Citywide,2023-10,98444,1550,1.5744992076713666,19,14,548.5924453649612,163.9488761568973
Citywide,2023-11,98086,900,0.9175621393471035,17,13,546.5974421606962,95.19612163948877
Citywide,2023-12,98396,787,0.7998292613520875,10,16,548.3249589018195,83.2437197003085
Citywide,2024-01,99671,1123,1.1267068655877839,10,15,555.43006807902,118.78360511238431
Citywide,2024-02,99855,1256,1.2578238445746333,14,11,556.4554328543963,132.851476421331
Citywide,2024-03,101290,1649,1.6279988152828513,14,17,564.4521635754024,174.42044953724107
Citywide,2024-04,102449,1658,1.6183662114808346,7,16,570.9108471333439,175.37241075363596
Citywide,2024-05,103637,1386,1.3373602091916978,8,23,577.5311370961001,146.6020273248127
Citywide,2024-06,103365,980,0.9480965510569341,23,12,576.0153804716307,103.65799911855443
Citywide,2024-07,105396,1093,1.0370412539375309,15,16,587.3334014433124,115.61040105773468
Citywide,2024-08,107256,1241,1.1570448273290073,9,23,597.698501890052,131.26487439400617
Citywide,2024-09,108365,746,0.6884141558621326,27,19,603.8785537155542,78.90700749228735
Citywide,2024-10,109526,940,0.8582437046911235,21,13,610.3483825427932,99.4270603790216
