geo,month,active_jobs,monitoring_events,monitoring_per_100_jobs,ecb_site_safety,ecb_cranes,idx_active_jobs_2020avg100,idx_monitoring_2020avg100
Citywide,2024-11,108895,620,0.5693558014601222,15,11,606.8320500794101,65.57955046275893
Citywide,2024-12,108720,739,0.6797277409860191,6,8,605.8568390158728,78.1665932128691
Citywide,2025-01,108618,1007,0.9271023218987645,26,13,605.2884302816967,106.5138827677391
Citywide,2025-02,107052,1049,0.979897619848298,25,12,596.5616844217,110.95636844424857
Citywide,2025-03,107730,1107,1.0275689223057645,23,17,600.339930713576,117.09122961657118
Citywide,2025-04,107108,1046,0.9765843821189828,29,21,596.8737519620319,110.63904803878361
Citywide,2025-05,106511,948,0.890048915135526,35,9,593.5468890767073,100.27324812692817
Citywide,2025-06,106414,783,0.7358054391339486,22,10,593.0063435157753,82.82062582635523
Citywide,2025-07,107247,972,0.9063190578757447,31,12,597.6483481782129,102.81181137064787
Citywide,2025-08,106782,939,0.879361690172501,24,7,595.057073066528,99.32128691053327
Citywide,2025-09,106784,1034,0.9683098591549295,33,16,595.0682183358256,109.36976641692375
Citywide,2025-10,106621,1019,0.9557216683392578,26,32,594.1598788880736,107.78316438959894
Citywide,2025-11,104718,1154,1.10200729578487,15,27,583.5551551514363,122.06258263552226
Citywide,2025-12,104282,1348,1.2926487792715906,22,14,581.1254864445663,142.5826355222565
Citywide,2026-01,101788,1138,1.1180099815302393,46,11,567.2273356304972,120.37020713970912
Citywide,2026-02,99174,1014,1.0224453989957045,23,11,552.660468658574,107.25429704715734
Citywide,2026-03,99188,1094,1.1029560027422673,35,19,552.738485543657,115.716174526223
Citywide,2026-04,97931,1016,1.037465154037026,1,0,545.7336837901346,107.465843984134
Citywide,2026-05,95649,852,0.8907568296584387,0,0,533.016931521608,90.11899515204937
Manhattan,2020-01,1817,252,13.86901485965878,11,6,21.92568756599125,124.80396203054065
Manhattan,2020-02,3584,230,6.4174107142857135,24,13,43.24802654733772,113.90837804374743
Manhattan,2020-03,5138,206,4.009342156481121,27,18,62.00010055809744,102.02228642179116
Manhattan,2020-04,5260,61,1.159695817490494,10,14,63.47227110463069,30.210482872472145
Manhattan,2020-05,5556,136,2.4478041756659468,19,26,67.04409472572779,67.35451919108544
Manhattan,2020-06,7274,122,1.6772064888644487,12,10,87.77515209412238,60.42096574494429
Manhattan,2020-07,8921,231,2.5893958076448826,6,17,107.64945447232137,114.40363186132893
Manhattan,2020-08,10283,250,2.431197121462608,19,20,124.08466991804514,123.81345439537763
Manhattan,2020-09,11531,325,2.818489289740699,26,11,139.14425059077882,160.95749071399092
Manhattan,2020-10,12644,149,1.1784245491932932,8,15,152.5747900849716,73.79281881964506
Manhattan,2020-11,13445,138,1.0264038676087766,3,8,162.24043441098092,68.34502682624846
Manhattan,2020-12,13992,323,2.308461978273299,23,8,168.8410679269948,159.9669830788279
Manhattan,2021-01,14552,128,0.8796041781198461,10,1,175.59857207501634,63.39248865043336
Manhattan,2021-02,15230,293,1.9238345370978331,9,9,183.77997888279953,145.1093685513826
Manhattan,2021-03,16591,320,1.9287565547586043,23,20,200.2031273568304,158.48122162608337
