word,z,n_large,n_small
crazy,0.32298584814124676,23,67
worry,0.3247320479206358,24,70
cabinet,0.3255194942011699,45,134
outlet,0.32799337776876775,108,328
clearly,0.33562834697307675,100,303
list,0.33859900138168514,50,149
carrying,0.3405462147565971,32,94
seal,0.3405462147565971,32,94
text,0.342657690138942,33,97
covering,0.344325140347304,176,538
jackhammering,0.3445043323887738,92,278
witnessed,0.3500001099012312,69,207
doesn,0.3658839137254214,61,182
railing,0.36827165437675596,62,185
affected,0.3695438667410735,90,271
law,0.3778305564538258,305,937
flickering,0.38424694245655505,22,63
picking,0.38444921896479056,23,66
seep,0.384498362255375,20,57
federated,0.38502327617493454,19,54
restroom,0.3858745057167731,18,51
morri,0.3858745057167731,18,51
buildingi,0.3871099373087223,17,48
encampment,0.3871099373087223,17,48
blockage,0.3888013291948126,16,45
accumulating,0.39354515276793023,33,96
plank,0.3986459197122241,59,175
meet,0.4193156860600531,69,205
mon,0.42054449193759297,50,147
net,0.42306906300715535,114,343
plastic,0.42929785083173794,117,352
school,0.429712844663839,208,633
forward,0.4437835762382606,30,86
cafe,0.44479840749999827,25,71
what',0.4453696048036313,34,98
determine,0.4459996982380771,35,101
abuilding,0.44659710518641116,23,65
obviou,0.44659710518641116,23,65
heavily,0.44953446778461037,21,59
oct,0.4515357150944578,20,56
believed,0.4515357150944578,20,56
random,0.4523871894791553,68,201
pallet,0.45396530480251696,19,53
direct,0.4567854901017552,46,134
located,0.46813304912853976,790,2441
pouring,0.4700045050712239,56,164
regular,0.47340127271991916,97,289
opened,0.48229977025054005,131,393
upstair,0.4832637427189321,290,884
partially,0.4841719197886316,118,353
furniture,0.48599652026600726,119,356
apparently,0.4962273345316239,34,97
spread,0.4962273345316239,34,97
smelled,0.5030107952148537,26,73
motorcycle,0.5033174427607631,50,145
worksite,0.5048356986248523,25,70
offered,0.5069668402883749,24,67
leaving,0.5072211103568642,230,697
inconsistent,0.5094431807596997,23,64
thick,0.5123104564405812,22,61
behalf,0.5156227361062266,21,58
finding,0.5194444328971807,20,55
divider,0.5348269753984719,17,46
insect,0.5348269753984719,17,46
bulding,0.5348269753984719,17,46
fresh,0.5437104587147811,46,132
thu,0.5437776712797038,40,114
dead,0.5513642392513927,60,174
mail,0.5530119591950543,62,180
didn,0.5530235486216518,30,84
entirely,0.5549438654597925,29,81
unlawful,0.5623633551292236,26,72
lic,0.5654964741031183,25,69
rectify,0.5774814981518056,22,60
involving,0.5825351322457344,21,57
knew,0.5882447216532425,20,54
jersey,0.5882447216532425,20,54
authority,0.5883063348301326,44,125
self,0.5901829608424571,41,116
typically,0.5947092965056818,19,51
harassed,0.5947092965056818,19,51
loitering,0.5947092965056818,19,51
dept,0.5959576617275387,122,361
unsafely,0.6020490821960734,18,48
gonna,0.6020490821960734,18,48
moisture,0.6020490821960734,18,48
camera,0.6068624051964815,130,385
maintaining,0.6104116076191303,17,45
dated,0.6223121190387455,26,71
presence,0.6223121190387455,26,71
unaware,0.6317632384715931,24,65
iti,0.633451125454472,44,124
result,0.6338300606203954,198,592
notify,0.6485300474291087,35,97
manufacturing,0.6502899140678889,21,56
approximately,0.6529391211905742,197,588
mainly,0.6579573583662659,20,53
visit,0.6662521588620454,59,168
afire,0.6665581927521682,19,50
zero,0.6726599179412762,28,76
multiple,0.6772135289948487,1045,3213
ppl,0.6805302366377707,43,120
pull,0.6843137642427906,41,114
ask,0.6848311338020705,103,300
willoughby,0.6871893571934105,17,44
rid,0.688734874277412,25,67
talking,0.6887637083964463,39,108
smoking,0.6903447181617082,158,467
tied,0.6912704183198897,38,105
anyone,0.692279468460841,256,767
exterior,0.6937057933033276,516,1569
driver,0.7027597952320137,64,182
good,0.7050751670786567,126,369
messed,0.7101828865795071,22,58
chunk,0.7204593010555097,30,81
unless,0.7267956160950313,43,119
chip,0.7286037000556622,20,52
thefirst,0.7394241325978153,19,49
visiting,0.7394241325978153,19,49
fight,0.7440410222928804,26,69
such,0.7491206809161836,288,862
lifting,0.75133635207831,25,66
atleast,0.75133635207831,25,66
excessively,0.751546881710358,18,46
mailboxe,0.751546881710358,18,46
precaution,0.7516751772975718,53,148
anyway,0.7593254190210196,24,63
per,0.7616707231424475,340,1021
lotof,0.7651932988319256,17,43
suggest,0.7680948820182878,23,60
resolution,0.7815475862469983,123,357
compliant,0.7821252128901071,60,168
jack,0.7852469607641139,129,375
newborn,0.7884021072809226,21,54
base,0.7933057992906399,53,147
hello,0.7953297664869953,52,144
care,0.7990576361870441,219,648
follow,0.8000322805249428,90,257
blown,0.8058431196159078,26,68
special,0.8071269906639371,72,203
don,0.807144755812255,121,350
became,0.8096161708298977,34,91
allowing,0.8144792258612492,135,392
literally,0.8211839987493365,32,85
burst,0.8211839987493365,32,85
stand,0.8246208723288899,58,161
yelling,0.8276227499339942,31,82
job,0.8335434052307766,391,1173
buy,0.8345537552408611,30,79
duct,0.8363531985854097,39,105
letter,0.8372586257081586,78,220
talk,0.8402288365763384,51,140
hope,0.8410671745912783,38,102
nuisance,0.844803236644474,70,196
receive,0.8531523342809562,64,178
claimed,0.8571633568252895,35,93
fine,0.8593059382768373,110,315
ofthe,0.8594366504992499,112,321
code,0.8596951783834688,531,1602
maybe,0.8604225703458962,119,342
narrow,0.8717525369385934,55,151
unlawfully,0.872785867985509,20,50
step,0.876363019342719,260,769
tend,0.8768026849241752,32,84
dollar,0.8810581531113432,40,107
immediate,0.8880128725565969,123,353
tripped,0.8883087018506364,19,47
style,0.8883087018506364,19,47
sign,0.8909144083118204,999,3046
winter,0.8974309467334823,86,242
ownership,0.9056163922008789,18,44
notifying,0.9056163922008789,18,44
offer,0.9056163922008789,18,44
somewhere,0.9103766262059757,28,72
tried,0.9119483656115022,181,527
involve,0.915387889942477,22,55
stability,0.916198708293454,54,147
leakage,0.9204639314438484,27,69
flag,0.9248597061316771,33,86
exact,0.9248597061316771,33,86
andthe,0.9248804705769335,66,182
outward,0.9301152201204561,21,52
unresolved,0.9301152201204561,21,52
peace,0.9426791941155823,38,100
season,0.9432186201386764,25,63
related,0.9472102959703491,104,294
vacation,0.9560939225348927,24,60
theyre,0.9563720687370518,36,94
concern,0.9568508774473486,459,1373
infant,0.957036666628978,44,117
protruding,0.9643798880703561,19,46
basic,0.9643798880703561,19,46
terrible,0.9680404747858263,42,111
foam,0.9680404747858263,42,111
correct,0.9694649423820038,119,338
operated,0.9698039537488679,51,137
complying,0.9701364174454472,23,57
buildingand,0.9712434718914799,28,71
pipe,0.9727375176098437,1084,3300
kept,0.9759726269563864,61,166
ensure,0.9796365197493795,100,281
subway,0.9803635728501175,33,85
recreational,0.9844412231326234,18,43
bulk,0.9844412231326234,18,43
somebody,0.9923641712407716,88,245
themselve,1.0013646911888554,82,227
spraying,1.0023730275532843,21,51
save,1.0023730275532843,21,51
whom,1.0043793585486185,44,116
client,1.0045135902032305,106,298
caught,1.0060014235166368,64,174
worker,1.0095565943774958,1991,6110
lose,1.0209738997397786,20,48
case,1.024112012569552,291,855
action,1.0297675645336077,299,879
severely,1.0304281820627765,40,104
info,1.0396313632500889,46,121
people',1.0456222244394167,27,67
important,1.0456222244394167,27,67
thereare,1.0526898490500418,74,202
mentioned,1.0564022922612077,113,317
intersection,1.0565011092079597,22,53
training,1.064501511449525,18,42
buildingthat,1.064501511449525,18,42
protocol,1.0689537312266524,30,75
screw,1.0805757786083745,55,146
rotten,1.0808887144232562,40,103
pathway,1.081401222804507,29,72
secured,1.0838180901631829,114,319
theapartment,1.0854547709586633,54,143
refused,1.0857823616561557,112,313
oder,1.0910575295795535,24,58
stick,1.1091617026672815,27,66
billboard,1.1160387685528947,31,77
rotting,1.1167262487220733,36,91
regard,1.1180032688533674,109,303
alternate,1.1199167659639968,19,44
understanding,1.1199167659639968,19,44
bug,1.1262521364321847,47,122
pointed,1.1284067029749676,22,52
might,1.1358556212236286,157,445
officer,1.1404983782767906,45,116
hvac,1.146108983144691,92,252
suite,1.1497973270326034,21,49
bolt,1.159719739920166,24,57
clinton,1.159719739920166,24,57
patrizia,1.1619661696931955,76,0
young,1.1650084128702634,117,325
responsibility,1.1733599390668772,20,46
mybuilding,1.1752594343768077,31,76
affect,1.1778411429199778,108,298
proximity,1.1795622567908792,23,54
moment,1.18286438839721,90,245
adequate,1.1837136291059842,52,135
thati,1.1893906826635587,30,73
incorrect,1.1926884171526724,39,98
fill,1.1926884171526724,39,98
gone,1.1985235813231487,97,265
round,1.1994392208220357,19,43
forest,1.1994392208220357,19,43
government,1.2090645722932898,25,59
serving,1.2090645722932898,25,59
confirmed,1.2104797116224608,62,163
harm,1.2140569957673906,37,92
fear,1.2208250719857465,88,238
neglect,1.2250077650042157,21,48
criminal,1.225666681447542,36,89
improvement,1.2350108637911172,31,75
drawing,1.2454735897825164,44,111
painting,1.2497810028164449,70,185
thousand,1.2510914429973627,23,53
pending,1.2510914429973627,23,53
tourist,1.2511897904175064,20,45
king,1.2511897904175064,20,45
plenty,1.2511897904175064,20,45
andi,1.2570455572087964,26,61
madison,1.264854232604438,33,80
submitted,1.2715731661361898,140,389
stabilized,1.2742150145111808,65,170
fraudulent,1.275013414014313,22,50
sister,1.275013414014313,22,50
country,1.2774035030923416,25,58
ignore,1.2807642466173201,36,88
die,1.2846973853362589,28,66
washing,1.2852046408224331,63,164
attempt,1.2902665035914282,87,233
mid,1.294080938927787,35,85
attention,1.2969554240679877,122,335
seriou,1.3006792893263484,200,566
weird,1.3012471503220684,21,47
busy,1.3037573336501882,27,63
checked,1.3080465553202425,116,317
group,1.309846832226406,151,420
threat,1.3154168399111779,42,104
display,1.3154168399111779,42,104
advised,1.3182422994652472,99,267
walkway,1.3210586106534339,98,264
noticeable,1.3235105290231615,23,52
union,1.330029666713905,29,68
letting,1.3339555190597623,50,126
recorded,1.3362873568823885,36,87
contract,1.3362873568823885,36,87
furthermore,1.3383995729922302,40,98
apparent,1.3492847275958173,28,65
watch,1.3492847275958173,28,65
free,1.3537738541100477,53,134
monitor,1.3561384911237422,31,73
effected,1.362139013305759,19,41
indicating,1.3621797307968337,52,131
persist,1.370616433813364,24,54
rude,1.374286015196162,30,70
rule,1.3809969582196426,136,373
spreading,1.392305177198941,26,59
monthly,1.3937040674707244,29,67
injure,1.3968377885750696,23,51
despite,1.3990913451292424,181,505
guideline,1.399470172594237,48,119
homeless,1.4017374766814479,125,340
jalen,1.4042693649427047,111,0
unclear,1.4076663387931863,35,83
closer,1.4145292986042775,28,64
representative,1.4145292986042775,28,64
habitable,1.4145292986042775,28,64
borough,1.4145292986042775,28,64
daytime,1.4164347082200863,25,56
total,1.420741204752237,129,351
executive,1.4254822378100804,22,48
daycare,1.4276066096610576,72,186
holding,1.4317854891353177,78,203
specifically,1.4334681760512313,71,183
drop,1.4400547331726934,147,403
directed,1.4426060923133357,24,53
touch,1.4439114711435703,40,96
usually,1.4439789327697765,208,583
corporation,1.4569057092855004,21,45
temp,1.4569057092855004,21,45
thee,1.4569057092855004,21,45
battery,1.4580052406814787,29,66
thought,1.4580565399229484,47,115
question,1.4678384897706522,78,202
andit,1.469555193989898,46,112
false,1.4774202730862709,83,216
industrial,1.4794878547405161,31,71
behavior,1.4826438704205074,34,79
stairway,1.4837209452465103,49,120
disrupting,1.487156682333765,25,55
trouble,1.4972217377140375,40,95
repairing,1.4985073143318794,52,128
indicated,1.4985073143318794,52,128
following,1.498868083619138,193,536
advance,1.5045661003117985,27,60
panel,1.5104407520969958,150,409
involved,1.5117870575630865,60,150
keeping,1.5123241727741008,39,92
minimum,1.5198577922218466,50,122
course,1.5229433789452755,29,65
havebeen,1.5229433789452755,29,65
unhealthy,1.5229433789452755,29,65
beginning,1.5231023021491765,81,209
copy,1.5305756610410204,26,57
bolted,1.5305756610410204,26,57
onthe,1.5320943406325882,118,315
owned,1.5343335301385417,100,263
paid,1.5343335301385417,100,263
supposed,1.5360083651977914,440,1273
substance,1.5363723692947306,21,44
strange,1.5417642532790161,34,78
sharp,1.5462914821925628,23,49
pass,1.5518014079447522,131,352
claiming,1.5554795728742947,51,124
user,1.566944649361148,39,91
waking,1.5740335094850666,20,41
request,1.5749218963046228,484,1403
mention,1.5783797495498357,62,154
vertically,1.579980027130848,22,46
barricade,1.588528818134415,29,64
program,1.588528818134415,29,64
designated,1.5888232564705644,41,96
measure,1.5896707167283994,88,227
except,1.5925081118065116,56,137
tripping,1.6008741601301484,26,56
considered,1.601659223606539,37,85
otherwise,1.6051271050074571,31,69
tell,1.6065663194336632,141,379
way,1.6129291725521504,883,2612
actually,1.6194514023134838,136,364
faulty,1.6199522290539565,77,195
i'd,1.6204839242606868,36,82
puddle,1.6291083578137597,30,66
provided,1.6387966195988164,245,683
effort,1.6420531632008826,27,58
particular,1.6423497979396768,41,95
secondary,1.6440610365048047,303,855
half,1.647537622839274,294,828
pet,1.6492768301718843,59,144
annoying,1.6577612435714193,20,40
followed,1.6594224607541992,40,92
circuit,1.6596691976257405,58,141
far,1.661709877690604,140,374
windy,1.6682007145923639,46,108
burn,1.6786800288871395,36,81
held,1.6867126850042669,73,182
lack,1.687328894919048,150,402
part,1.693910500196723,543,1572
friend,1.695452248410973,82,207
begun,1.7043310760418393,25,52
occuring,1.7043310760418393,25,52
described,1.7077345788031755,32,70
hammer,1.7146518812623839,90,229
designed,1.7162597107541764,37,83
kindly,1.7162597107541764,37,83
everytime,1.722137962983287,34,75
eyesore,1.722137962983287,34,75
prior,1.7297287058848239,200,546
similar,1.730613164186799,52,123
checking,1.7394672369909887,24,49
nighttime,1.7394672369909887,24,49
landing,1.7440910110196257,51,120
eight,1.7470261260093016,75,186
supporting,1.7531727787364242,38,85
refer,1.7531727787364242,38,85
engineer,1.755222452270518,74,183
etc,1.7573018142547343,243,671
corp,1.772723318756211,49,114
itself,1.7767466883480119,76,188
remedy,1.7784440254650653,25,51
statement,1.7816137613811542,21,41
we've,1.7832899434216483,34,74
anymore,1.7879476671129482,48,111
partner,1.7892742990674966,29,61
wouldn't,1.7964766737747593,36,79
john,1.7964766737747593,36,79
unsecured,1.7973872849859174,54,127
word,1.7980330850069473,31,66
weekday,1.8041422087405707,92,232
continue,1.805414505046657,430,1224
withviolation,1.8080170645262847,184,0
cleared,1.8159948452262542,24,48
requested,1.8196643321736976,67,162
parapet,1.8231994498337134,75,184
warning,1.825220339771588,52,121
osha,1.825220339771588,52,121
whenever,1.8258486813545922,111,285
llc,1.8315143224143753,93,234
fee,1.8402884077606858,42,94
high,1.8440874694403175,509,1458
explain,1.8449674324917467,34,73
tile,1.8458387471710478,96,242
object,1.8491531719353431,57,134
venting,1.853959254322874,27,55
describe,1.8556267504594905,60,142
environment,1.8558954987167215,80,197
setting,1.857554901580191,29,60
master,1.8714622534871757,33,70
general,1.8721380615065755,108,275
child,1.8833908765903842,179,478
standing,1.8899551116152578,129,334
urgently,1.8901517281147513,26,52
reaching,1.8905938543762815,28,57
jackson,1.8934826453855556,24,47
controlled,1.9017536689588725,22,42
quick,1.9017536689588725,22,42
requesting,1.9129428492271132,338,943
unattended,1.9293473701584158,25,49
apply,1.9293473701584158,25,49
gov,1.9350975309341554,33,69
blew,1.9371521671889391,23,44
conducted,1.9503780338036236,122,312
smelling,1.9508917168421147,37,79
indoor,1.9571000242809045,59,137
fuse,1.960692887910406,39,84
refund,1.9645638266433998,26,51
cracked,1.966602340639889,293,807
injured,1.9690795885422616,52,118
turn,1.9724466344779765,305,842
harassment,1.994446708204186,40,86
forthe,1.994446708204186,40,86
five,1.9944564252084203,209,560
wear,2.0032021565355995,50,112
facade,2.0135926342635417,358,996
holder,2.0184344797810927,23,43
brightly,2.0184344797810927,23,43
gap,2.0229221418208647,114,287
fair,2.0276842450550117,41,88
unfortunately,2.0303580294754067,30,60
trip,2.0321779529789725,54,122
deteriorated,2.0398420569955347,26,50
facility,2.0413363514073026,84,203
closet,2.043460946485369,121,306
central,2.047005034290066,56,127
position,2.0514100454625903,24,45
freezing,2.060427414491468,42,90
intentionally,2.063922323646227,31,62
physically,2.064090878662833,33,67
simply,2.066645807900112,29,57
complain,2.0687144569317923,102,252
metropolitan,2.0729890524861614,27,52
perhap,2.0839276670026607,25,47
ive,2.0843059606854,41,87
extreme,2.0843988899003802,51,113
meaning,2.1007996188180376,23,42
abatement,2.1007996188180376,23,42
gun,2.1056333344648235,28,54
purposely,2.1160010040256383,26,49
drilled,2.1278474809157193,54,120
accessory,2.1295548268611517,35,71
accumulate,2.13188520402098,24,44
highly,2.1320064868655644,31,61
ended,2.1320064868655644,31,61
advise,2.1341176249089906,51,112
reading,2.13779597391128,29,56
numerou,2.1423990705886515,202,533
nostrand,2.1476437380719187,27,51
filter,2.1476437380719187,27,51
hall,2.14896206410914,88,211
clothe,2.153843262365157,58,130
sit,2.1540668100806637,70,162
lie,2.1558887162118965,45,96
spring,2.161491165281128,34,68
chipping,2.1626368324980634,25,46
cost,2.163674201759068,38,78
fece,2.176066678420756,54,119
limited,2.176066678420756,54,119
train,2.18411981761916,51,111
managed,2.1842671158269504,23,41
thisha,2.1842671158269504,23,41
greatly,2.1842671158269504,23,41
anybody,2.1930552125715073,26,48
william,2.1930552125715073,26,48
bulb,2.1930552125715073,26,48
decade,2.2007541154219856,31,60
cracking,2.204345285394892,119,295
severe,2.204609826723945,86,204
inform,2.204616900350924,79,185
tired,2.2096912296604527,29,55
haven,2.2133915104301334,24,43
real,2.2215420687907526,121,300
peeling,2.223142888011467,27,50
fact,2.232947738255066,102,247
asbesto,2.2402867850803836,199,520
buildingwith,2.241738148149661,22,38
she',2.254843336168054,37,74
uneven,2.256631069583492,41,84
sized,2.2688561793914594,23,40
replace,2.2692070896712435,94,224
listen,2.27101912830351,26,47
instead,2.278550972907385,216,567
weather,2.282881535018662,89,210
although,2.2848352541736445,82,191
endangering,2.287298381455978,36,71
impacting,2.29203498919922,34,66
beneath,2.29203498919922,34,66
slab,2.29456137953139,46,96
lying,2.295946300161044,24,42
isn,2.299860698572759,32,61
inc,2.3063995659887495,77,177
life,2.310887818758414,244,646
rusted,2.3171145027510582,37,73
restored,2.3277484201760816,28,51
mortar,2.345948266306518,44,90
tobe,2.345948266306518,44,90
habitability,2.3499070281876073,26,46
electronic,2.3499070281876073,26,46
known,2.3598202677872435,73,165
much,2.364864940695562,292,782
column,2.3734889566201733,43,87
won,2.376727085357785,27,48
pot,2.3835359881554328,30,55
couldn't,2.3870151663540757,51,107
worst,2.3997672302895365,55,117
route,2.4034153274550283,28,50
whatsoever,2.4034153274550283,28,50
example,2.4084809392503694,38,74
sore,2.4110716869752777,31,57
find,2.4118368771470537,156,391
alot,2.4228575121813196,149,371
contacting,2.4297329388524957,26,45
procedure,2.4299580528810276,29,52
named,2.439184593318952,76,171
indication,2.4414732598989346,23,38
proof,2.451144317975968,87,200
bit,2.4587524610893965,46,93
begin,2.4651752485815175,77,173
unfair,2.4654281628706407,33,61
run,2.4676848140177725,382,1038
pigeon,2.479910487979879,36,68
variou,2.482305180396962,111,264
fourth,2.5048422642082824,64,138
vary,2.5049437474705893,29,51
comment,2.5105105408495674,26,44
seriously,2.51399319648852,48,97
gmail,2.518842645317424,35,65
occurred,2.5286898882394335,96,222
producing,2.533844859436271,27,46
incorrectly,2.541379109809966,47,94
practice,2.5431386329419783,45,89
asap,2.559221904854698,373,1006
starting,2.560596703819594,235,608
eventually,2.568275725555067,48,96
failing,2.5710004176669488,25,41
dripping,2.5710004176669488,25,41
thank,2.577807579365828,287,756
occur,2.5828599027955415,125,299
idea,2.5857130163628064,35,64
parkway,2.5913813637872556,69,149
end,2.598766976260332,294,775
platform,2.602052291590356,66,141
release,2.613759905080029,27,45
telling,2.617135843884636,75,164
residentialbuilding,2.6209928526540787,52,105
age,2.6209928526540787,52,105
sticker,2.6228977257526456,48,95
killed,2.627696584293074,31,54
combined,2.627696584293074,31,54
understand,2.627731819698449,67,143
glass,2.645135906780247,161,396
primary,2.648406488022488,40,75
earthquake,2.648952047842157,49,97
forth,2.652941137338505,59,122
disgusting,2.6611793435120825,38,70
came,2.6676943821747305,588,1629
claim,2.668228491087952,133,318
blowing,2.6706376694682334,102,234
disruption,2.679296118164565,30,51
afternoon,2.681851104904973,101,231
via,2.6822770693797056,95,215
avail,2.694594789017922,27,44
replacing,2.7078340718980565,77,167
ignored,2.7100134534052414,72,154
yrs,2.7167046746977768,67,141
requiring,2.725018393582321,24,37
concerning,2.732582141985857,64,133
sanitary,2.7415351282754483,25,39
cleaning,2.743547040987713,114,264
reference,2.750709219311139,53,105
soot,2.7551536382112114,30,50
note,2.757475364874674,177,436
scooter,2.758068115772894,49,95
longer,2.7603502959148813,181,447
completed,2.7676028092031273,230,584
bathtub,2.7726522861053517,45,85
square,2.773780879509762,58,117
carried,2.775737952427094,31,52
upgrade,2.7763605863666276,27,43
plant,2.7810248097326333,85,186
together,2.7882096094402504,82,178
updated,2.7968290553561586,41,75
direction,2.7968290553561586,41,75
deal,2.7984363261011604,59,119
face,2.8078251428297922,141,335
pacific,2.8119851198715002,36,63
further,2.812932695144597,176,431
rather,2.8131318090606143,49,94
significantly,2.8135384854896626,39,70
personnel,2.8141946767976838,24,36
slightly,2.8141946767976838,24,36
hang,2.8251576949435284,64,131
liquid,2.83179653567079,30,49
eat,2.83179653567079,30,49
acting,2.83179653567079,30,49
ridiculou,2.8340644204956136,37,65
station,2.8372330127355463,50,96
seating,2.8381756585324736,34,58
opposite,2.844843395948886,48,91
bronx,2.8531066463911965,230,580
walked,2.866735187036606,44,81
reason,2.870784990023925,192,473
lied,2.889638728633807,33,55
ignoring,2.8920504843634927,50,95
oath,2.8992243242002234,69,142
refuse,2.899902342469423,219,547
president,2.8999943333367826,40,71
screen,2.901209971373828,48,90
upper,2.9079644959746647,97,214
wet,2.918596890419583,64,129
prohibited,2.9291126302909403,26,39
evening,2.9321567286599004,177,429
blow,2.935795136347181,95,208
mostly,2.936933053767465,85,182
great,2.9385540898475098,52,99
brand,2.9431269753833633,39,68
loose,2.943518054688419,234,587
son,2.95214602962378,131,303
information,2.957005131170535,292,750
physical,2.957934888371574,48,89
environmental,2.964105457660577,40,70
final,2.9809914282772128,34,56
matter,2.981478605953011,322,834
grand,2.9843810045545456,54,103
badly,2.9874721112647533,30,47
fulton,2.9886955687680095,38,65
hit,3.0001516015038003,212,523
outer,3.0053519445890213,25,36
act,3.0152196324100102,62,122
shoot,3.0158514199042394,26,38
project,3.022821284130465,212,522
deteriorating,3.0233996952216096,58,112
expire,3.0273419505065404,27,40
calling,3.0342153114397044,258,650
addressing,3.036919202681881,37,62
wearing,3.0493864073501786,244,610
distance,3.0594740157859497,55,104
accident,3.060033322632924,76,156
complaining,3.062182932328522,241,601
god,3.0665202457735328,30,46
father,3.068790534876144,53,99
marijuana,3.07410587745225,58,111
particularly,3.0938178497676705,40,68
spend,3.103615642712104,26,37
women,3.104039222733852,89,188
becoming,3.106809407972562,80,165
return,3.1124460774098064,62,120
app,3.1234631811569926,38,63
husband,3.1264546815361127,79,162
enjoy,3.1344286256435785,29,43
frequent,3.1518987146140716,66,129
penalty,3.1585521886946584,36,58
uncomfortable,3.159010808192559,31,47
documentation,3.1651973988897932,55,102
documented,3.175004846867767,37,60
pattern,3.1924100415450245,26,36
continually,3.1924100415450245,26,36
alone,3.197439423061298,59,111
test,3.2001430853122375,34,53
nobody,3.210616711377593,124,276
certification,3.2117981271133105,52,94
standalone,3.2169429422977642,29,42
happening,3.2182895153670836,741,2033
pedestrian,3.2414071707748544,423,1107
hold,3.2436008613781677,135,304
maintain,3.2525946350280495,79,159
history,3.259334623842889,57,105
poorly,3.259983330911576,42,70
making,3.2715177957535864,1006,2810
corridor,3.2822369316387823,26,35
portable,3.2877528831067533,35,54
force,3.2920353714534816,56,102
exactly,3.3083401312989618,41,67
site,3.30926442162608,1738,4993
january,3.3108218305639534,140,315
visitor,3.3244097893825324,49,85
loudly,3.3297697694055866,38,60
thisi,3.3299688465830517,46,78
ten,3.336415193140859,81,162
foul,3.342353749236678,53,94
start,3.351218015048843,451,1180
frame,3.356327869958389,162,372
schedule,3.357717985390311,44,73
clean,3.3621326067959796,184,431
respond,3.364392335359139,105,222
design,3.365302063112941,48,82
bent,3.3730957213794794,26,34
couple,3.373958337711419,302,756
apartmentbuilding,3.3755110844996286,27,36
corrected,3.3773621359319006,83,166
dear,3.384591070158561,29,40
model,3.384591070158561,29,40
randomly,3.3909266169823393,30,42
denied,3.397461583892485,88,178
restoration,3.3982767004505354,31,44
hammering,3.404355824741397,249,607
scared,3.417818923441156,85,170
better,3.4368858904365496,45,74
weekly,3.459030607833624,50,85
meeting,3.4666362588334523,28,37
awhile,3.4741024118782455,30,41
pharmacy,3.4741024118782455,30,41
failed,3.4829651130209425,111,234
dropping,3.49994834389422,85,168
dealing,3.501344038836863,49,82
excessive,3.5052284379339382,398,1019
unbearable,3.5103335198408043,53,91
smoke,3.52488014853159,385,981
easy,3.530475843284955,37,55
pushed,3.5351985186541084,43,68
mesh,3.5547921534407174,28,36
association,3.555437599817254,27,34
shine,3.5583302714551177,88,174
dealer,3.5631244121041634,45,72
generator,3.5634839285207924,84,164
danger,3.5722199567289112,348,874
safe,3.5781913434712687,470,1219
send,3.5846244375052403,288,706
warm,3.5881974580596707,42,65
appreciate,3.6008237947447563,43,67
flooring,3.614923123874326,80,153
responsible,3.6242360713384794,85,165
cigarette,3.630653620626922,63,112
rust,3.642630856721821,29,37
utilize,3.6438640894636256,28,35
alert,3.6468463607707977,27,33
cooling,3.651653848872295,33,45
personally,3.6693806580841013,36,51
ongoing,3.674203192630962,819,2220
doesnt,3.6823453114595384,74,137
administrative,3.6911089210196812,45,70
safely,3.7018625670668435,80,151
disturbing,3.7092594941101873,123,258
come,3.7104982626397027,1726,4901
permanently,3.716371447991902,47,74
wife,3.7200540490177674,81,153
outdoor,3.7212007668587934,156,343
myapartment,3.7228976098859095,42,63
intercom,3.7283702304594444,31,40
leveled,3.729346327287369,48,76
leasing,3.729472801558285,32,42
alarm,3.7442219943552626,108,219
incredibly,3.7509458502913207,37,52
loud,3.8044220341388986,942,2567
low,3.806863703191526,132,278
ade,3.811448411844182,125,260
log,3.8189975181125106,29,35
member,3.829972096474981,94,182
lane,3.8320740953867274,69,122
returned,3.842103061496007,52,83
responded,3.8435410265012355,78,143
caution,3.8441415968489068,40,57
drill,3.8508282495382904,81,150
valve,3.867623916151374,58,96
climbing,3.868077708235316,43,63
daughter,3.882353117125912,129,268
particle,3.8867423074432565,88,166
recording,3.9050534253264892,38,52
issuing,3.915543335297573,40,56
flagger,3.916465333787572,28,32
absolutely,3.928673812539192,42,60
quickly,3.952113868368407,56,90
across,3.9635877770209107,383,949
temporarily,3.9744048531799554,35,45
dirty,3.9747234669359677,187,415
stated,3.978365006679305,1001,2722
supposedly,3.984199073490187,31,37
building',3.9849670342121044,178,391
nov,3.9874858872319052,40,55
pump,3.989661474851903,94,178
abuse,3.990521461373405,30,35
dangerou,3.9935684685586206,921,2487
least,3.9952878303752195,572,1480
thepast,3.9987400311764736,29,33
normal,3.999446346168484,82,149
enough,4.010451002466129,173,377
holiday,4.024976497653348,72,125
key,4.026539607428435,187,413
falsely,4.0266871380011064,46,67
filthy,4.034963436723876,47,69
dec,4.043635615579617,48,71
operate,4.046813981530231,131,268
woke,4.053140663505201,36,46
persistent,4.053991970490969,35,44
manage,4.059506238168106,33,40
become,4.0649585578986684,173,375
sitting,4.069288354163596,110,215
til,4.071009066287973,31,36
brighton,4.089830098601806,29,32
regarding,4.091878091028792,300,713
hasbeen,4.098356092297449,116,229
impact,4.107295836328171,71,121
disruptive,4.1284046504045895,69,116
foreman,4.150002868017617,32,37
occurrence,4.150002868017617,32,37
torch,4.1530813085531,45,63
maintained,4.158888914059854,111,215
hrs,4.158955316434,46,65
head,4.193963819107526,130,261
