word,z,n_large,n_small
continuing,-2.476575376436097,90,379
relocated,-2.4662444576151668,9,68
wide,-2.4618625099183142,96,400
power,-2.4618601489109126,198,759
repeat,-2.461812367136601,7,59
connecting,-2.4541088126698787,18,106
erecting,-2.452064470616832,13,85
rock,-2.447984572579892,129,517
thesidewalk,-2.44355697448648,21,118
nextdoor,-2.4410458887098847,8,63
art,-2.4410458887098847,8,63
sand,-2.4404127997755016,26,138
masonry,-2.4398710351440975,24,130
taller,-2.439339538846464,6,54
jewelry,-2.439339538846464,6,54
beyond,-2.4378492223713804,59,264
banner,-2.4345205200959534,11,76
franklin,-2.4345205200959534,11,76
took,-2.433521915796684,273,1015
hat,-2.4325874214213705,65,286
application,-2.4288462970288704,82,348
obtaining,-2.4262288971494996,16,97
protected,-2.4199685433564895,49,226
included,-2.4194069745753652,32,161
city',-2.4168422817761805,7,58
stolen,-2.400886372025832,14,88
peopleare,-2.3962421028994427,8,62
greenery,-2.3962421028994427,8,62
bedroomapartment,-2.3914525402151168,11,75
combustible,-2.3914525402151168,11,75
directly,-2.3878397904753434,293,1080
beach,-2.386829455915516,39,187
actual,-2.3837629222343786,48,221
requirement,-2.379121039566768,87,364
venue,-2.3778823641873346,9,66
ose,-2.3778823641873346,9,66
overflow,-2.368341086028804,13,83
ordered,-2.3669517204478057,23,124
garbage,-2.349257172211174,507,1797
beside,-2.3365765314098224,18,103
stayed,-2.3336144188763415,19,107
styrofoam,-2.3270484440103396,65,282
possibility,-2.324677826589393,7,56
furnished,-2.324677826589393,7,56
enclosed,-2.318615505675208,43,200
pest,-2.318599087788209,32,158
mailbox,-2.3171351719873092,10,69
placed,-2.3164476453817793,364,1315
flammable,-2.3046202832580196,16,94
afterhour,-2.300133856113896,17,98
grey,-2.3000518234458753,27,138
remodeling,-2.2974310245761878,26,134
bedford,-2.293563041798796,24,126
smaller,-2.2846281899343093,32,157
ton,-2.2729896273127648,36,172
donewithout,-2.27188272437152,10,68
value,-2.27188272437152,10,68
crumbling,-2.2675835822113495,28,141
including,-2.263671389784741,429,1529
attempting,-2.259382572062935,17,97
size,-2.259248697653096,77,323
boarding,-2.2584902963128863,25,129
chicken,-2.25768074088856,8,59
overall,-2.253681650360137,22,117
infested,-2.2535474363129753,20,109
natural,-2.2535474363129753,20,109
hes,-2.239263193709492,13,80
ran,-2.2347758173019145,40,186
complainant,-2.2337843135894055,35,167
obstruct,-2.231957179533176,14,84
secondfloor,-2.229384060949831,7,54
lawyer,-2.2261235949557943,15,88
andthey,-2.217998136781766,42,193
spanish,-2.213760760970264,11,71
structurally,-2.213760760970264,11,71
mess,-2.2054655019002176,48,215
bag,-2.2026275584778716,167,637
applied,-2.200552245915569,29,143
roll,-2.188595661411904,14,83
different,-2.1863840190549713,433,1536
blue,-2.1863327152568686,67,284
surrounding,-2.1836308683696437,129,504
unloading,-2.1833916268111007,15,87
female,-2.181583393623941,32,154
traffic,-2.181423451326567,174,660
blueprint,-2.1804977797911334,7,53
withoutany,-2.1804977797911334,7,53
solid,-2.179521807019633,10,66
shape,-2.179521807019633,10,66
match,-2.1750363022032704,18,99
concerned,-2.16496233555476,346,1243
arriving,-2.1616342399892616,8,57
dekalb,-2.1616342399892616,8,57
thework,-2.1584090503074482,12,74
discharge,-2.1507634132670015,13,78
along,-2.1457865324336947,197,737
flat,-2.1447636127796277,14,82
buildingwithout,-2.1402190807480017,15,86
whether,-2.1399035071583987,87,354
filling,-2.1369626871754694,16,90
spray,-2.1335538687604,19,102
violating,-2.132282347599304,93,375
preventing,-2.122764692479284,52,227
realized,-2.1126793147997764,12,73
leaking,-2.110701930657296,249,912
tax,-2.105290699352541,31,148
trying,-2.1042986814123967,263,959
anypermit,-2.10045110687402,14,81
doorway,-2.0981512904796777,22,113
ridge,-2.0971447488556425,9,60
nys,-2.0971447488556425,9,60
bbq,-2.0971447488556425,9,60
collapsing,-2.0954888649709265,66,277
asphalt,-2.0744182657270964,11,68
storm,-2.0661491445627873,108,425
less,-2.0658533006779782,112,439
belonging,-2.064792539309828,35,162
sawing,-2.0646521951929278,39,177
extensive,-2.0646521951929278,39,177
college,-2.0602028872918345,13,76
divide,-2.0602028872918345,13,76
hidden,-2.0529183665964603,20,104
studio,-2.0442427433951846,137,525
appropriate,-2.041166991350696,66,275
investigate,-2.0402120778016974,534,1859
authorization,-2.034012998242316,31,146
establishment,-2.0277569840499945,57,242
aredoing,-2.0267348262310265,11,67
price,-2.0267348262310265,11,67
isno,-2.0185756553726,22,111
hosting,-2.0115827104285247,8,54
posing,-2.0068200403978547,16,87
insurance,-2.004222768283114,43,190
angle,-1.9978322285063606,9,58
wired,-1.9868966138389244,10,62
therei,-1.985607826057523,73,298
estate,-1.97867349904669,33,152
showing,-1.9778496164015094,70,287
judge,-1.972032174044562,12,70
aswell,-1.972032174044562,12,70
currently,-1.9547047515509455,820,2791
map,-1.9379438225940235,28,132
pulling,-1.937744589574748,22,109
item,-1.9312231138884937,183,677
putting,-1.9309531143255474,289,1035
reviewed,-1.9294165897600564,11,65
children,-1.9252365311375415,579,1997
aka,-1.9239498068552527,12,69
lumber,-1.920289934709617,13,73
bay,-1.9179919089056423,44,191
builder,-1.9178401045732878,16,85
english,-1.9084239078252716,29,135
canopy,-1.907881981655563,46,198
assess,-1.90725070647133,8,52
supply,-1.9002918879256117,68,277
thewall,-1.8953602656106123,9,56
male,-1.8904919360181511,50,212
row,-1.8841790182994549,26,123
hazardou,-1.8817872097703099,237,857
fish,-1.8797471053184958,11,64
redoing,-1.875242486833173,12,68
pit,-1.8726582777411847,16,84
thelandlord,-1.8726582777411847,16,84
branche,-1.8726582777411847,16,84
raising,-1.8725155319802402,13,72
approve,-1.8713120550328637,14,76
huge,-1.8707009844114644,169,626
income,-1.862248528252378,23,111
performing,-1.8604551630382358,80,318
advertise,-1.8339100073097405,18,91
delivered,-1.8289531973750386,24,114
hood,-1.8270028797280984,16,83
accepted,-1.8238902286161651,14,75
shown,-1.8185862986865977,38,166
household,-1.8056452584911395,26,121
stuff,-1.797805782622355,95,368
mix,-1.7947946554141723,19,94
kicked,-1.7895288830815306,9,54
basically,-1.7883562916717974,24,113
sticking,-1.787875286175421,44,187
they've,-1.7857835919325515,61,248
totally,-1.7852077065758174,28,128
drywall,-1.7808643236307102,16,82
pumping,-1.7782955223495704,11,62
pooling,-1.7758892025488242,12,66
html,-1.775180044619571,13,70
connect,-1.7635392436277735,42,179
separating,-1.7625647205130763,33,146
actively,-1.7567670514995182,29,131
district,-1.7476190316484188,51,211
dangling,-1.7445478393728622,18,89
outside,-1.7419480066561512,1220,4067
threaten,-1.7390239557080094,17,85
tube,-1.7352857844778697,9,53
seperate,-1.7352857844778697,9,53
tiny,-1.7302950922570524,15,77
excess,-1.7299185619468243,22,104
attachment,-1.7299185619468243,22,104
ago,-1.7271469779979258,808,2727
gathering,-1.7259959224236963,26,119
backed,-1.7255901063951857,13,69
drinking,-1.7252761934451293,63,253
suspected,-1.718239325714353,29,130
usage,-1.7073111849715985,28,126
page,-1.7073111849715985,28,126
fined,-1.7062000624947897,19,92
cause,-1.6960587313846316,450,1552
search,-1.6887543240587821,44,184
exposed,-1.6845057019986978,344,1201
grown,-1.6821856376425346,15,76
obviously,-1.6801191031227531,9,52
depth,-1.6801191031227531,9,52
tear,-1.6801191031227531,9,52
footing,-1.6738959061919296,11,60
strip,-1.6738959061919296,11,60
weekend,-1.6540831421021651,565,1926
former,-1.6452005411901713,26,117
catch,-1.6326792925315252,54,218
arrive,-1.6304119421065377,47,193
unfinished,-1.6284801896291066,14,71
existed,-1.624489834722231,13,67
arthur,-1.623386396903617,0,254
merchandise,-1.6205383446514656,11,59
finish,-1.616483946580907,46,189
human,-1.6043632349462564,26,116
restriction,-1.5904935991165041,21,97
continued,-1.5868586970573888,92,349
avoid,-1.5858161481626636,79,304
mounted,-1.5842936809883514,15,74
leverett,-1.5812961703376727,0,241
pickup,-1.5781298747519932,14,70
expose,-1.5781298747519932,14,70
silver,-1.57015022190946,19,89
root,-1.56894709044462,12,62
messing,-1.56894709044462,12,62
arrival,-1.56894709044462,12,62
drumgoole,-1.5681180877396488,0,237
thestreet,-1.550652545583342,25,111
minor,-1.5501696815340862,46,187
mold,-1.5477634339963044,183,656
goingon,-1.5425682325268693,16,77
kid,-1.5323722700835631,263,922
rockaway,-1.5239273329965726,19,88
inprogress,-1.5207212201933238,13,65
police,-1.5155587675506994,171,614
wider,-1.5153877930667077,12,61
obtain,-1.5133539335347443,22,99
died,-1.5133539335347443,22,99
edge,-1.5104266973258322,31,132
takingplace,-1.5090543774741452,10,53
authorized,-1.5078994567330215,28,121
till,-1.5073251968454429,64,249
potentially,-1.5011814604527833,75,287
compromised,-1.497324237238906,71,273
sight,-1.4952800744572041,24,106
exist,-1.4940518842413877,96,359
best,-1.4925720497308093,35,146
flower,-1.4890969954574056,20,91
load,-1.4832680245742633,46,185
bottom,-1.4815400816775295,102,379
seeing,-1.4798218421447005,39,160
gear,-1.4775133598418977,52,206
rotted,-1.4677936152097975,13,64
offering,-1.4610590192143178,12,60
developer,-1.4594873936398847,40,163
burned,-1.4558688651830696,21,94
stud,-1.4516054081226484,10,52
sunday,-1.451161368546407,283,983
person,-1.450636367866925,657,2207
newly,-1.447666712262598,48,191
throw,-1.446306063855967,50,198
professional,-1.4450613169414224,54,212
accumulated,-1.4434985469625496,16,75
additionally,-1.440407899995042,94,350
unsure,-1.428235089832797,72,274
enter,-1.42657186980546,295,1021
trash,-1.4229537169150066,354,1215
suspect,-1.420359416286037,42,169
drained,-1.4141464483216992,13,63
adult,-1.4071104161957195,170,605
unlivable,-1.4059393848298456,12,59
conducting,-1.403295319003021,63,242
substantial,-1.398854955246464,11,55
barrel,-1.398854955246464,11,55
guest,-1.3973046788081849,132,477
plug,-1.3931133035066496,16,74
stable,-1.3921929897169463,31,129
protecting,-1.3851258955663832,42,168
image,-1.3801760689313776,25,107
raining,-1.378922653887983,22,96
verify,-1.3665307239811937,43,171
fall,-1.3608549252217061,501,1691
advantage,-1.3597608477719134,13,62
constructionwork,-1.3597608477719134,13,62
thehouse,-1.3589798602850056,0,178
suspiciou,-1.3529227824522982,26,110
integrity,-1.35265970728097,108,394
hired,-1.3512328444887973,76,285
evict,-1.3500066399863675,12,58
aggressive,-1.3500066399863675,12,58
rated,-1.3500066399863675,12,58
whole,-1.345651267454618,367,1252
definitely,-1.3433322369627836,28,117
undergoing,-1.3433322369627836,28,117
investigator,-1.3412462278782766,11,54
landscaping,-1.3412462278782766,11,54
vertical,-1.3368676884617174,137,491
flying,-1.3217880975691159,125,450
submitting,-1.3203891537263992,24,102
give,-1.317343140825543,178,627
conversation,-1.3120957388728371,31,127
setup,-1.309905817190137,26,109
fallen,-1.3095208039252113,121,436
tar,-1.3050713146102586,17,76
lived,-1.3004851911222293,98,358
protection,-1.2941932811258015,381,1294
piece,-1.2875179448560126,346,1179
brick,-1.2869017021087297,775,2573
necessary,-1.2828275362319654,87,320
alt,-1.2827086561374175,11,53
bayside,-1.2827086561374175,11,53
scope,-1.2757713152254828,24,101
pizza,-1.2700312058298033,18,79
witness,-1.2700312058298033,18,79
framing,-1.2700312058298033,18,79
speaker,-1.2623016978204866,14,64
attorney,-1.2623016978204866,14,64
table,-1.2564559981019485,77,285
possible,-1.254205056731674,450,1516
internet,-1.2537752056129545,20,86
eviction,-1.2537752056129545,20,86
attracting,-1.253057041909471,54,206
helmet,-1.2462306304958548,34,136
threatened,-1.2409148065496267,22,93
exposing,-1.2384040018219056,16,71
cardboard,-1.23560821672009,12,56
signed,-1.2279084328681633,47,181
luggage,-1.2243751920445978,37,146
telephone,-1.2232151275121521,21,89
theroof,-1.2227270033640902,15,67
seeping,-1.2198188424250116,18,78
coming,-1.2095296852359747,1545,5040
process,-1.2078286773853182,84,307
lifted,-1.2072221270891286,14,63
fraud,-1.2053367942813984,20,85
investigation,-1.203721640327098,87,317
looking,-1.197493507317536,85,310
allowed,-1.1948632704736133,219,756
body,-1.1933921421865774,47,180
zip,-1.1919737333055314,13,59
isin,-1.177093289527512,12,55
percent,-1.177093289527512,12,55
appeared,-1.1753765890911323,21,88
steal,-1.1690636729489827,18,77
nypd,-1.1673560354378576,38,148
charged,-1.1662744844288644,23,95
finished,-1.164249042158356,91,329
speak,-1.162646556217843,105,376
ozone,-1.1524090822127575,0,128
showed,-1.1478422441845113,37,144
piling,-1.1468322932345216,22,91
check,-1.1399766413081485,379,1276
flicker,-1.1344307684118624,13,58
dean,-1.1344307684118624,13,58
refusing,-1.1335686389289454,42,161
facebook,-1.1321682797955417,16,69
sex,-1.1321682797955417,16,69
conditioning,-1.1201813871997526,45,171
layout,-1.1195903388247164,23,94
bisweb,-1.1176666496666467,12,54
lamp,-1.1176666496666467,12,54
dumped,-1.1142093483616868,25,101
unique,-1.1135315046983914,15,65
dining,-1.1125349430185247,62,229
backup,-1.1070173578997475,20,83
passing,-1.1066352944001263,60,222
article,-1.1012267430843925,11,50
driving,-1.1008299807149218,58,215
watching,-1.0948082071420877,14,61
flr,-1.0875092801531105,28,111
increase,-1.086446807681375,32,125
boxe,-1.0782093627293707,89,319
lafayette,-1.0760434991945027,13,57
threw,-1.072494261832634,23,93
initially,-1.072494261832634,23,93
pay,-1.0695153595344682,171,591
looked,-1.067509037718056,158,548
shoring,-1.0658798407724985,18,75
bottle,-1.0654037885194336,31,121
earth,-1.057871973746195,15,64
excavator,-1.057871973746195,15,64
agreed,-1.0573009838955743,12,53
atlantic,-1.0571181613520721,20,82
roache,-1.05610879180541,40,152
inch,-1.05610879180541,40,152
installation,-1.0498141006191637,171,590
adelphi,-1.0487066792829254,0,106
anonymou,-1.047026160761316,24,96
drug,-1.0457086505006612,203,695
ida,-1.0447841497149628,17,71
official,-1.0439499190069534,30,117
market,-1.0314045266550058,37,141
violate,-1.0294507617336803,80,287
slanted,-1.0233213965117662,16,67
impression,-1.0190036429100968,62,226
house',-1.0185935964668438,0,100
increasing,-1.0167881747794456,13,56
evidence,-1.0110185570295935,68,246
crew,-1.0088466093802801,131,456
enforcement,-1.0068558688759228,91,323
feb,-1.006337519319965,34,130
freeze,-0.9959677975351622,12,52
rooftop,-0.9890519852296169,70,252
too,-0.984640339342044,580,1914
unapproved,-0.9838194377420828,19,77
illegalapartment,-0.9822956693972122,0,93
apart,-0.9818169768934272,145,501
decided,-0.9809495700730475,31,119
advertisement,-0.9784787899355581,29,112
basementapartment,-0.9770001764475015,0,92
summon,-0.9725087609370011,83,295
conduct,-0.9686394221481455,48,177
vermin,-0.9678804234837535,16,66
snow,-0.9678363918760654,61,221
barbershop,-0.9609386286535374,0,89
underway,-0.9603861911359924,18,73
asking,-0.9592132255794857,70,251
trap,-0.9580221011759826,30,115
upon,-0.9573729797520512,73,261
interfering,-0.9566400832792887,13,55
nature,-0.9557935374369545,20,80
isa,-0.9553158823178676,28,108
increased,-0.9527748408481416,24,94
netting,-0.9522410359472294,438,1453
charge,-0.951699400368798,57,207
abasement,-0.9446040303799476,0,86
evicted,-0.944340831994094,15,62
fly,-0.9401544697582284,45,166
intoan,-0.9390960306017457,0,85
tothe,-0.9358148881008163,38,142
graffiti,-0.9336373499371067,12,51
questionable,-0.9336373499371067,12,51
fenced,-0.9315907921498401,19,76
applicable,-0.9286648074159007,23,90
thehome,-0.9223747131247219,0,82
whatever,-0.9181747961238966,44,162
macon,-0.9110566915878747,0,80
portion,-0.9086204121705203,72,256
united,-0.9043484277867543,20,79
shoe,-0.9043484277867543,20,79
coner,-0.8995962924250808,0,78
gave,-0.8992514601956713,70,249
hrp,-0.893810992432092,0,77
grea,-0.893810992432092,0,77
stall,-0.8864319124048654,15,61
warehouse,-0.8824372601192987,25,96
raw,-0.8811938092926153,17,68
rca,-0.8762259457520255,0,74
unknown,-0.875590825142653,107,371
knocking,-0.8755736783555919,47,171
unauthorized,-0.8754746058945895,94,328
knowledge,-0.8729964297011367,37,137
breaker,-0.8720607796714234,61,218
sro',-0.8643038427631641,0,72
among,-0.8603942970999574,14,57
trespass,-0.8603942970999574,14,57
pick,-0.8581430143941415,51,184
deny,-0.8524835352978478,18,71
basementinto,-0.8461057786216596,0,69
associated,-0.840040628992101,27,102
litter,-0.8335616509463105,13,53
boy,-0.8335616509463105,13,53
coffee,-0.8335616509463105,13,53
partying,-0.8277347652252168,15,60
promptly,-0.8273185964824117,21,81
aluminum,-0.8254202573588251,19,74
account,-0.8253430856736214,17,67
putnam,-0.814873077765307,0,64
cornice,-0.8084817681021925,0,63
pretty,-0.8082858044291239,24,91
trailer,-0.8082177632302435,36,132
grill,-0.8082177632302435,36,132
fireescape,-0.8058590633000546,12,49
loss,-0.8058590633000546,12,49
inspect,-0.8025324919232253,469,1541
book,-0.7998413719464761,20,77
hung,-0.7996664570378703,14,56
mind,-0.7996664570378703,14,56
form,-0.7988272052377726,71,249
eastern,-0.797596178726879,18,70
set,-0.7893122431612271,187,629
dog',-0.788997271280725,0,60
hancock,-0.788997271280725,0,60
compromising,-0.7796576235764565,46,165
crack,-0.7768357334944378,978,3169
poor,-0.7758742819690632,64,225
switche,-0.7705766282994957,13,52
ofbuilding,-0.7688067560719669,17,66
attaching,-0.7682290071239769,15,59
anytime,-0.7671566089361603,36,131
retail,-0.766657008567595,47,168
risk,-0.7657398611139062,204,683
andthere,-0.7638506608161355,56,198
corona,-0.7470061828526857,27,100
willing,-0.746758076851641,20,76
hose,-0.7413246450519037,35,127
therefore,-0.7411551550957286,55,194
document,-0.7294503082825738,53,187
lower,-0.7290444310670358,82,283
collecting,-0.7258445633676666,36,130
raise,-0.7204393197499482,60,210
accessing,-0.7168859825728733,19,72
fighting,-0.7168859825728733,19,72
submit,-0.7168859825728733,19,72
determined,-0.707893507129892,15,58
sub,-0.7069286474920432,55,193
thesecond,-0.7065893630498072,13,51
occurring,-0.7063918114918146,226,751
according,-0.7038366957876784,129,436
source,-0.6939022510619065,97,331
surface,-0.6931068752236409,20,75
asked,-0.6820976236757442,219,727
contruction,-0.6800349240064897,23,85
utilizing,-0.6798334355671048,16,61
sanding,-0.6798334355671048,16,61
entering,-0.6763947281995494,199,662
effecting,-0.6721438838166086,34,122
paperwork,-0.6707634631099461,26,95
lot,-0.6699193902391356,1741,5585
future,-0.6642696152126407,29,105
instagram,-0.6617013482699858,19,71
exiting,-0.6576581429301207,50,175
thermostat,-0.6492254082964144,22,81
receiving,-0.6474466895515101,30,108
clock,-0.6467063531966407,15,57
that',-0.6408029193379974,238,786
significant,-0.6403481193138046,86,293
contain,-0.6380541434436973,55,191
spark,-0.6312336678977977,31,111
hire,-0.6291480878413163,34,121
deemed,-0.6290235034402161,18,67
sunlight,-0.6199297419919261,16,60
fixture,-0.6189920494834887,104,351
sun,-0.6180222749970272,29,104
began,-0.6132576356852142,101,341
brother,-0.6046180207744598,27,97
try,-0.6030308292229488,91,308
laying,-0.6027463355943351,42,147
metal,-0.599351919035632,421,1371
harnesse,-0.5882184097672148,40,140
dry,-0.5882184097672148,40,140
hurricane,-0.58769041461701,28,100
shouldn't,-0.5858698261940953,34,120
path,-0.5858698261940953,34,120
department,-0.5794238072700224,597,1932
investigated,-0.574553524393266,228,750
respectfully,-0.5733337366293736,26,93
joint,-0.5733337366293736,26,93
instability,-0.5710077006081626,32,113
compromise,-0.5592163743363254,16,59
suppose,-0.5590751861985472,147,488
student,-0.5587009892820439,24,86
disconnected,-0.5587009892820439,24,86
nice,-0.5475307651363431,14,52
intothe,-0.5475307651363431,14,52
man,-0.5446402843462641,163,539
afraid,-0.5439330654136716,150,497
boulevard,-0.5437952870954441,22,79
shift,-0.5406712507039901,31,109
seem,-0.5383489836505352,522,1689
layer,-0.5354790105682083,17,62
personal,-0.5346659031743507,85,286
paint,-0.5284455191570804,162,535
arrangement,-0.521685318575083,15,55
night,-0.5144187167084567,1358,4346
valid,-0.5132737249646385,84,282
easily,-0.5120732693736694,43,148
purpose,-0.5094501711554061,105,350
accumulation,-0.5077339623570802,27,95
patron,-0.4976727245859285,16,58
passed,-0.4927948076326389,67,226
beengoing,-0.4923192549931508,19,68
picked,-0.4923192549931508,19,68
cable,-0.4883389315368789,100,333
ripping,-0.4852909923621211,35,121
everyday,-0.48481565526862397,287,934
convenience,-0.4820573490321794,14,51
gated,-0.4820573490321794,14,51
court,-0.48010792114841855,168,552
agency,-0.4764982194616643,69,232
separation,-0.4725894489048589,20,71
sagging,-0.4725894489048589,20,71
disturbance,-0.4633587816532461,55,186
normally,-0.46269820879753976,30,104
leak,-0.46065767547937003,429,1386
patch,-0.45780338583893143,15,54
dep,-0.45582196749111864,52,176
type,-0.455530519677243,332,1076
cover,-0.45502785298837545,169,554
prevent,-0.447351603245033,152,499
agent,-0.44634980994234147,53,179
midnight,-0.44634980994234147,53,179
unlocked,-0.43527745247798305,16,57
eating,-0.43527745247798305,16,57
utilized,-0.43527745247798305,16,57
gravel,-0.43453623406786257,19,67
renovate,-0.43453623406786257,19,67
barrier,-0.42672132086518694,84,279
web,-0.4155509684637077,14,50
disturb,-0.4142618073775797,17,60
customer',-0.4038815223122719,66,220
planning,-0.4033530859844292,24,83
there',-0.3983721520338469,969,3097
bicycle,-0.3950200967466517,28,96
falling,-0.394444649181503,1129,3604
extinguisher,-0.3929736172001561,15,53
stay,-0.39208399303708047,286,925
elevated,-0.3816072423495271,22,76
fri,-0.3813642007095146,29,99
facing,-0.3709648211397912,135,441
kind,-0.3690608463206589,150,489
obstruction,-0.3651186344715204,34,115
iscausing,-0.35861023546442106,20,69
initial,-0.35861023546442106,20,69
contact,-0.35517988261915595,336,1082
playing,-0.3534769416578607,64,212
henry,-0.3479809910718185,14,49
wanted,-0.3462397711818875,52,173
bike,-0.3423754456893291,107,350
compliance,-0.3382156723918752,147,478
architect,-0.33613358011006245,25,85
play,-0.3311446690301834,67,221
perimeter,-0.32642520695849825,22,75
resulted,-0.32007100248770515,34,114
hanging,-0.31572751498765883,401,1286
noted,-0.3093849681159572,52,172
unsanitary,-0.3074830302653916,75,246
permanent,-0.3049020750314787,57,188
whose,-0.30064476879935415,20,68
disrepair,-0.297318767096761,24,81
resumed,-0.297318767096761,24,81
passage,-0.28980896421977054,17,58
payment,-0.28557342806710906,33,110
division,-0.2852627053411259,21,71
backing,-0.2837495091406975,25,84
name,-0.28281616708038587,432,1382
regardless,-0.2793155240622295,14,48
blasting,-0.27290994560103643,18,61
deposit,-0.2707619550513969,26,87
bin,-0.25756190794633854,78,254
insulation,-0.25652085424500376,54,177
led,-0.25413405358893365,45,148
glove,-0.24275686715153005,16,54
planted,-0.24201029564640889,20,67
addict,-0.24201029564640889,20,67
else,-0.2412087575183535,96,311
early,-0.23608889497274604,194,623
overnight,-0.21748630211019707,90,291
lost,-0.21306038965971083,31,102
money,-0.21213985904050198,145,466
thewindow,-0.2095213546824911,14,47
theworker,-0.2095213546824911,14,47
stranger,-0.20944287292240207,36,118
indicate,-0.20814035647119383,76,246
horizontal,-0.20690709275654778,108,348
sure,-0.20387346898741507,420,1338
bring,-0.19254167219452287,122,392
prompt,-0.19252844172336173,15,50
visibly,-0.19252844172336173,15,50
carpet,-0.19252844172336173,15,50
disposal,-0.19252844172336173,15,50
consist,-0.1892269040468903,24,79
granted,-0.17672596691598083,16,53
neglected,-0.17672596691598083,16,53
though,-0.17359183207370368,149,477
jackhammer,-0.17288157244513508,66,213
clothing,-0.16484483503377453,31,101
video,-0.16403771562496372,163,521
ecb,-0.15445993856450038,69,222
mattress,-0.1480945673844517,18,59
certified,-0.14716930933359873,38,123
monitoring,-0.14515461515165648,28,91
whereby,-0.14515461515165648,28,91
fromthe,-0.14515461515165648,28,91
badge,-0.1364824157529292,89,285
read,-0.13517756381956664,29,94
subject,-0.12797523682727863,35,113
true,-0.12797523682727863,35,113
cop,-0.12797523682727863,35,113
unprotected,-0.12555480483856143,30,97
screaming,-0.1236424182969724,25,81
sept,-0.1236424182969724,25,81
pre,-0.12267660785305128,20,65
staircase,-0.11756097136213373,146,465
ppe,-0.11333955918420113,26,84
instructed,-0.11333955918420113,26,84
sinking,-0.1117311025531077,48,154
cat,-0.10309717380983306,38,122
arrived,-0.10309717380983306,38,122
illuminated,-0.09980683358566118,22,71
marked,-0.09857106118045776,33,106
explosion,-0.08917152879146878,23,74
roommate,-0.08445841653086297,18,58
rail,-0.08195059063313032,35,112
harassing,-0.08015920657408893,41,131
crowded,-0.07901003650642378,47,150
massive,-0.07790174970611435,59,188
major,-0.07490318259738085,233,738
constitute,-0.07289870103805286,19,61
washer,-0.04546010172400508,46,146
tool,-0.04285953721879682,135,427
downstair,-0.03493500902792761,163,515
sealed,-0.026476309327679044,146,461
produce,-0.01997679234461976,18,57
inadequate,-0.006814487027354297,92,290
nine,-0.005978288790339553,26,82
formally,-0.0004894830765662072,20,63
recently,0.0004920227144708715,301,948
prove,0.008556893390775769,21,66
quiet,0.009880748693148237,28,88
lady,0.012670442477148046,83,261
approx,0.014821867744351522,63,198
wish,0.017460029060196846,15,47
pile,0.021509999866631668,85,267
demand,0.027295832001826132,16,50
constructionsite,0.027295832001826132,16,50
released,0.027295832001826132,16,50
product,0.03175269978251606,31,97
started,0.044025106459387085,676,2125
probably,0.05459541516756445,64,200
resulting,0.060674845928411755,43,134
thing,0.06665939481448435,302,947
enforce,0.08170024240876403,39,121
speaking,0.08186249690410947,31,96
burnt,0.0837155847805285,23,71
proofing,0.08972312195403945,15,46
impacted,0.09737076716511865,16,49
hill,0.09775284511787598,58,180
posting,0.09807634524015557,42,130
standard,0.10270915288796845,67,208
writing,0.10337047446100069,75,233
locking,0.10339005501496888,26,80
attract,0.1053360127306973,35,108
plaster,0.11084371176894318,36,111
didnt,0.11622377911391686,37,114
safety,0.1205854934499743,1496,4695
branch,0.12467785823843577,20,61
crossing,0.12467785823843577,20,61
perform,0.12799347759588917,48,148
livingroom,0.1425710567632241,23,70
cap,0.1425710567632241,23,70
harness,0.1508395471331204,44,135
secure,0.1523754072186666,96,297
pic,0.16317603253750612,15,45
based,0.17150213922286395,58,178
chained,0.1786170346226591,30,91
respect,0.18364959589016175,19,57
pushing,0.18842077403706003,20,60
preservation,0.18842077403706003,20,60
injury,0.18930329095633136,43,131
didn't,0.19353761492239688,167,517
attempted,0.20163247354031322,46,140
orange,0.20515612705076855,36,109
description,0.20515612705076855,36,109
rest,0.21005500727057588,87,267
confirm,0.21339403551419509,49,149
footage,0.21892730549805092,27,81
late,0.22171753328736882,211,653
tie,0.24079718973922704,16,47
linden,0.24079718973922704,16,47
visited,0.243794097682602,17,50
weak,0.243794097682602,17,50
negligence,0.24682833143589517,18,53
plu,0.24755957007412663,99,303
woman,0.24822510765282657,118,362
overhead,0.2529597193351036,20,59
crowd,0.2529597193351036,20,59
urge,0.2560389902225258,21,62
restore,0.25911857351653156,22,65
harass,0.25911857351653156,22,65
ready,0.2621936526487419,23,68
booked,0.2621936526487419,23,68
served,0.26526043401152744,24,71
death,0.2683159278263913,25,74
bus,0.2688132218196303,65,197
shifting,0.2713577805752714,26,77
bird,0.2713577805752714,26,77
contracting,0.27438414561452,27,80
saturday,0.27627167971763494,384,1190
dryer,0.2765576152770238,89,271
curtain,0.2803849772853136,29,86
category,0.2833574810411042,30,89
village,0.2833574810411042,30,89
higher,0.2990845784762639,97,295
however,0.29956319335737513,446,1382
recent,0.301148528293049,87,264
express,0.31421080266087514,16,46
talked,0.31421080266087514,16,46
ending,0.31491650555040046,17,49
onsite,0.31491650555040046,17,49
pillar,0.31586136413382754,18,52
formal,0.31700440137828734,19,55
profit,0.31700440137828734,19,55
noon,0.3183127290395552,20,58
poster,0.31975967163283875,21,61
knowing,0.31975967163283875,21,61
isstill,0.31975967163283875,21,61
dismissed,0.31975967163283875,21,61
engine,0.3213233888383927,22,64
