word,z,n_agency,n_caller
package,-6.143727955883045,2,738
renter,-6.139708911003489,2,736
newly,-6.137320681342254,40,537
officer,-6.127292575468343,8,351
system,-6.127185899899834,966,5866
mention,-6.1245897172069395,4,424
sliding,-6.117416801475969,2,725
www,-6.115062259158338,1,1763
handle,-6.10802918032635,13,358
drilled,-6.10557439577945,9,347
investigation,-6.104975407633247,97,914
applied,-6.103194851076043,5,382
freezing,-6.102654627525998,8,348
providing,-6.099648540692797,38,520
gathering,-6.087982231732803,9,345
prostitution,-6.080935677591549,4,415
tub,-6.079283325636149,5,378
touch,-6.070288103898099,9,343
fresh,-6.06437035452357,23,414
unsure,-6.0634192206201565,2,699
advertised,-6.054942440525449,2,695
myproperty,-6.042816714317426,6,354
concerning,-6.041943077830094,3,483
cinder,-6.036348715556105,16,367
excavating,-6.034599472821593,3,481
female,-6.0325580822728515,10,340
retail,-6.030625891054862,40,528
knock,-6.02124354714103,4,403
grand,-6.020565679302284,24,417
windy,-6.018382816692771,5,368
isnot,-6.016418802580731,11,341
billboard,-6.0065463708736155,11,340
withoutpermit,-6.005705505341464,23,409
thrown,-6.004921066836777,3,473
altering,-6.00460099936346,7,340
feb,-6.0009528938386,4,399
asking,-5.99647536179336,2,668
message,-5.98596912493219,6,346
ton,-5.9856017408786295,4,396
theelevator,-5.985400772130659,2,663
video,-5.976891871862768,1,1581
instability,-5.972304782265539,14,350
pointing,-5.971552191394692,6,344
best,-5.970134512257898,4,393
coop,-5.964816327313569,7,335
repairing,-5.962144319033788,5,359
stroller,-5.95622841930207,2,650
distance,-5.951762081840206,13,343
travel,-5.948736239111881,7,333
antenna,-5.947530153505325,12,338
recent,-5.940613131542835,77,769
driver,-5.908386231833339,46,559
effecting,-5.906843581634928,14,344
talking,-5.891466829354884,5,348
description,-5.891466829354884,5,348
bit,-5.891466829354884,5,348
flag,-5.891040855145083,25,413
belonging,-5.890993254517499,4,378
read,-5.88869359581759,8,323
isbeing,-5.885043331924034,3,442
replacing,-5.882814277131537,38,502
customer',-5.874816111843702,2,615
addresse,-5.869361008022176,4,374
associated,-5.86664474214446,15,346
permitposted,-5.860414557458827,2,609
actively,-5.857462023479349,19,370
blind,-5.8528420795274325,12,329
cash,-5.848682910623902,3,433
return,-5.840501502229412,3,431
occurred,-5.838585628776006,65,681
jack,-5.825102406331406,123,1052
conditioning,-5.824025570719518,3,427
dropping,-5.818856662665569,2,592
insulation,-5.817416294658368,35,476
map,-5.803055188993827,4,362
push,-5.7995193294404555,7,315
money,-5.798576237790824,1,1368
obtained,-5.797943765198185,39,502
infestation,-5.794822298744845,3,420
hiding,-5.79061118496415,3,419
internal,-5.788569606423954,13,328
stopwork,-5.788544989858849,23,391
entered,-5.783971679291462,17,351
brand,-5.777510732876527,10,314
arrived,-5.77114274215934,11,317
bottle,-5.770859019778422,5,330
bay,-5.767553972270423,35,472
midnight,-5.765904197645266,2,571
playing,-5.763336064306957,2,570
disturbance,-5.760763581227156,2,569
hearing,-5.760763581227156,2,569
pavement,-5.757054911687198,5,328
girl,-5.757054911687198,5,328
require,-5.755956126166132,160,1273
mgmt,-5.746107050526675,4,352
throw,-5.745236469350651,2,563
cook,-5.743621816560683,3,408
iti,-5.7392881175841755,3,407
spoke,-5.7388600017768345,1,1302
welding,-5.735201584759429,68,692
practice,-5.7284770762798045,11,313
mess,-5.703036380784921,2,547
opposite,-5.700985440427788,5,320
mark,-5.700299071850055,19,357
patient,-5.699376399467823,4,344
grey,-5.687524620538042,4,342
cat,-5.681971123588411,3,394
bank,-5.681444721645831,26,403
fill,-5.680180617108803,14,324
pounding,-5.6787715566552395,2,538
threat,-5.672423865528306,5,316
familyhome,-5.669616878759498,4,339
grid,-5.669466083395876,37,478
heart,-5.6612998445558,22,374
didnt,-5.659556792658457,7,299
poured,-5.65560070896416,16,334
min,-5.655504240462696,12,311
weekly,-5.633192124140102,14,320
hooked,-5.632882714596092,12,309
thehouse,-5.628897666344451,5,310
aresidential,-5.627376943320631,3,382
washer,-5.621126620570033,29,419
page,-5.618764691564933,8,294
bedford,-5.610115684729677,12,307
undergoing,-5.608989820721734,8,293
malfunctioning,-5.5986770228892775,12,306
returned,-5.597155008226517,11,301
unless,-5.590029060822627,3,374
hurricane,-5.5894468850279075,6,295
richmond,-5.577613126565863,2,502
john,-5.574764085232186,11,299
consistent,-5.571057292675772,3,370
harness,-5.567149602582583,37,470
hope,-5.565058647389531,4,322
screen,-5.562005692039038,5,301
extended,-5.559217185778137,233,1687
industrial,-5.558927714910918,7,288
storing,-5.557256235225434,68,677
squatter,-5.556763683388542,90,819
pest,-5.556694619858902,3,367
detector,-5.553862349279413,20,352
criminal,-5.55188119547454,3,366
eight,-5.548263826225116,2,492
dec,-5.545316236275686,16,325
permanently,-5.540220276996915,7,286
ran,-5.539608234318496,36,461
incorrectly,-5.537449908163288,14,312
hurt,-5.537337662581865,255,1813
thu,-5.532496257032213,3,362
pose,-5.532149914636945,124,1030
foul,-5.531632515659239,5,297
wanted,-5.53037492698599,2,486
headache,-5.527997894806477,9,287
thestreet,-5.523975414465236,5,296
accumulating,-5.521381895386963,7,284
unlicensed,-5.516203062384717,371,2476
dropped,-5.5104547191759226,34,445
townhouse,-5.503017029088373,3,356
dumped,-5.500848197406656,5,293
escalator,-5.499217330622648,8,282
boulevard,-5.49287476429182,7,281
attachment,-5.489391973602982,10,287
basin,-5.4890273560371154,8,281
rather,-5.488092161917174,3,353
accommodate,-5.488092161917174,3,353
caller',-5.481986109615184,1,1047
cabinet,-5.478944050527707,30,415
aka,-5.4773990161811215,6,282
baby,-5.4742292731735,1,1040
andit,-5.47304097071153,3,350
scooter,-5.469030718680104,18,332
sawing,-5.462892987141607,2,464
flower,-5.461929289477139,15,312
significantly,-5.459704537507194,6,280
sharing,-5.45573037649922,10,284
father,-5.4527724272668605,3,346
overgrown,-5.447668972060792,3,345
repeated,-5.447668972060792,3,345
responding,-5.438225037273343,17,323
bucket,-5.436894270472894,28,398
lack,-5.435307694598489,158,1228
receiving,-5.431986266408558,16,316
overall,-5.428025930606468,4,301
beside,-5.425499596068722,11,286
worried,-5.424435371044495,1,996
boarding,-5.4220132960652805,5,283
decided,-5.414481508766699,4,299
bicycle,-5.409159750408689,9,276
intended,-5.406183053510919,8,273
modification,-5.402266233575049,22,354
letting,-5.402057780107596,2,445
thesidewalk,-5.401892141384939,13,295
gotten,-5.398834192515873,1,974
orange,-5.395811646402415,3,335
spread,-5.387335117390206,10,278
sight,-5.385256005389958,3,333
falsely,-5.380221178492635,4,294
freight,-5.378485936824438,6,271
usage,-5.377101970802472,13,293
hidden,-5.365731404493235,7,268
dangling,-5.365731404493235,7,268
list,-5.364951703314907,34,434
operational,-5.364774763944038,9,272
describe,-5.362316807893766,2,433
piled,-5.357970163786066,20,337
paying,-5.346113131090889,1,930
son,-5.342441111201283,1,927
washington,-5.332193252873313,6,266
category,-5.332016382290711,5,272
trespassing,-5.318032244058564,2,420
tobe,-5.314388439832044,13,288
flashing,-5.3123337047106025,25,368
else,-5.305146385438233,1,897
astoria,-5.304136547073009,2,416
physical,-5.2987075357593,25,367
consent,-5.281716761148488,3,314
village,-5.281716761148488,3,314
attempting,-5.281383060383555,5,266
lived,-5.280964766143111,1,878
town,-5.276096279893378,3,313
intercom,-5.270020586508759,10,268
bathtub,-5.270020586508759,10,268
bridge,-5.265889535482978,38,454
attempted,-5.26523899335022,2,405
mid,-5.263439394973396,13,284
nobody,-5.249761597472262,1,854
subway,-5.246037385480052,10,266
touching,-5.244507992728769,4,275
trap,-5.240698246979984,17,308
shingle,-5.240698246979984,17,308
chained,-5.232277709346852,11,270
function,-5.229596379382449,5,260
registration,-5.227372077938784,62,611
telephone,-5.224693705988294,3,304
rotting,-5.2218463164680715,14,287
forward,-5.221807230200375,8,256
dry,-5.217408576160773,40,464
permitsposted,-5.21421006756656,2,391
isnt,-5.210496981645843,2,390
contract,-5.2072378362186615,4,270
blown,-5.204151405019623,9,258
stable,-5.198463768478121,22,339
eye,-5.197028935053533,76,699
clothing,-5.1923491520384815,9,257
difficulty,-5.192136583190118,4,268
missed,-5.189857586723461,7,251
bird,-5.184543733666904,4,267
threw,-5.176602538318784,5,254
theapartment,-5.169025893159389,2,379
delivered,-5.165774740850532,3,294
shine,-5.165457683805578,1,792
demolish,-5.160163425308048,12,270
collect,-5.153652336488355,2,375
english,-5.153652336488355,2,375
restroom,-5.149635080114883,5,251
operating,-5.147688335852261,472,2990
according,-5.14306755480649,174,1294
shown,-5.132976504260954,34,417
lincoln,-5.131477407297697,5,249
residentialbuilding,-5.130287742126082,2,369
drink,-5.129459077549629,3,288
ofservice,-5.129459077549629,3,288
payment,-5.117186427376724,3,286
tomorrow,-5.114503321270723,2,365
fece,-5.114503321270723,2,365
seriously,-5.114503321270723,2,365
crowded,-5.114503321270723,2,365
filling,-5.108434260486708,9,250
remodeling,-5.10654732616584,2,363
upper,-5.0976113740752265,82,729
dealer,-5.09238287811953,3,282
anillegal,-5.091879887363129,7,242
jan,-5.086127295607926,3,281
abuilding,-5.080770216890017,7,241
forthe,-5.0705350847003485,21,323
earthquake,-5.070204292324085,2,354
body,-5.0676158768982225,59,579
pigeon,-5.067114634995363,4,252
amazon,-5.066110286130068,2,353
daughter,-5.059918010196855,1,720
flat,-5.058412499283116,7,239
stand,-5.0530116247846015,52,532
unclear,-5.045280095288545,6,237
barbecue,-5.04130429681011,2,347
paperwork,-5.036793747111231,8,240
face,-5.036477701234075,163,1218
sending,-5.034630244791057,9,244
true,-5.032941856447546,2,345
mentioned,-5.026505661862943,115,928
sheetrock,-5.02207474100736,62,595
extend,-5.020639705368541,120,958
grinding,-5.019223382651026,14,272
property',-5.012809583604343,8,238
fast,-5.009282577036807,3,269
sat,-5.0027255731900695,3,268
pressure,-5.001885716654773,50,515
entirely,-4.99326011582229,4,243
conversation,-4.982907400832021,3,265
fallen,-4.9816383035372445,201,1436
convertedinto,-4.97647742160262,4,241
threatening,-4.973034126211148,2,331
inconsistent,-4.971738690772896,9,239
piling,-4.970985462368298,5,232
lexington,-4.967079147958543,7,231
cigarette,-4.964272953139617,2,329
described,-4.96423459309237,8,234
franklin,-4.960725070902898,11,249
dozen,-4.955459187484589,2,327
registered,-4.9542622888711545,110,891
easy,-4.951337018673759,5,230
caution,-4.951040874023981,4,238
outof,-4.941448754258312,5,229
increased,-4.933904726633501,4,236
infant,-4.9332647326325265,17,286
image,-4.933190392355835,2,322
women,-4.932666529631247,1,641
marked,-4.930184880929256,10,241
establishment,-4.926820869632263,94,790
nuisance,-4.925853964844379,1,637
stranger,-4.924187362382128,2,320
handicapped,-4.924187362382128,2,320
spray,-4.923055672147701,19,299
maximum,-4.921542271837144,5,227
caving,-4.914827750290313,8,230
planning,-4.908278563816079,3,254
mobility,-4.908278563816079,3,254
trouble,-4.906013767624171,2,316
lady,-4.905181071524219,1,625
evidence,-4.9039052438160295,72,650
apparently,-4.901434947672209,2,315
theyhave,-4.896841778159632,2,314
pizza,-4.894524168279729,9,233
mud,-4.889562983056108,17,283
disable,-4.889438595814006,1,616
shouldn't,-4.8829752473440875,2,311
wait,-4.880602191099045,1,611
college,-4.880339938193282,3,250
verizon,-4.873285695754351,3,249
puddle,-4.870999983297862,5,222
snow,-4.870005024478733,77,679
hasnt,-4.859568603226548,2,306
initially,-4.859092131670713,3,247
rooming,-4.859092131670713,3,247
stealing,-4.854842036776636,2,305
season,-4.850464253281376,5,220
press,-4.850100159014674,2,304
improvement,-4.849009045407511,6,219
suspected,-4.8411369870474195,24,328
visitor,-4.840570062772839,2,302
increase,-4.840570062772839,2,302
wasn't,-4.839086463549273,1,588
swimming,-4.834473360450652,12,246
majority,-4.827940559012494,4,224
although,-4.822436360448724,1,579
complainant,-4.822282507784316,42,449
external,-4.82023272664481,12,245
highly,-4.819308685212703,5,217
human,-4.816469647906143,2,297
sold,-4.814960164428677,1,575
corner,-4.81412568750397,613,3712
anonymou,-4.8131136705489785,16,271
raccoon,-4.81308367341135,1,574
occasion,-4.811204184633872,1,573
die,-4.808827911967445,5,216
bunch,-4.80176140228748,1,568
seeping,-4.800563820460822,4,221
jumping,-4.791630482005206,6,214
attach,-4.787720331406877,5,214
synagogue,-4.787012426414567,7,216
harm,-4.782047478155764,2,290
theyre,-4.782047478155764,2,290
isa,-4.777063167251831,2,289
chain,-4.771476172436668,62,576
addressing,-4.77144830988523,3,235
ready,-4.770779370183305,17,275
becoming,-4.765168772377896,1,549
separated,-4.764540133143279,23,316
smelling,-4.763944415754777,3,234
cave,-4.762068772068623,7,214
impossible,-4.761249439389676,1,547
scared,-4.759284822890828,1,546
word,-4.748840241888804,3,232
thati,-4.7467947503356696,2,283
consist,-4.744908192346838,5,210
friend,-4.741452551456083,1,537
underway,-4.734078036059837,5,209
cracking,-4.731544558257014,115,902
fight,-4.725704500587899,4,213
experience,-4.724718554505186,10,226
chinese,-4.715885447509513,2,277
fenced,-4.711154102645123,13,244
dangerously,-4.702736284849346,3,226
behavior,-4.700181717916425,2,274
forest,-4.698681492273357,7,209
expanding,-4.696987113308236,6,206
shoe,-4.69690619546548,4,210
gray,-4.689617827314971,2,272
reaching,-4.687096674567692,3,224
president,-4.684307040403522,2,271
death,-4.679224572924775,3,223
rusty,-4.679224572924775,3,223
parent,-4.6736156346686295,1,504
andi,-4.672903627846867,7,207
suffering,-4.672903627846867,7,207
shutting,-4.671317188323183,3,222
hundred,-4.668257589555848,2,268
steal,-4.667694179683322,4,207
obstruct,-4.666211583056002,13,241
fromthe,-4.6657477989133715,18,275
saint,-4.659921756099352,7,206
fee,-4.6520294104636015,2,265
atlantic,-4.651108819817086,13,240
thework,-4.6468771309430785,7,205
spreading,-4.645528626958633,5,201
pushed,-4.644741213133187,12,233
leakage,-4.64058529580481,8,209
metallic,-4.639328369207727,3,218
believed,-4.638056388032346,4,204
resumed,-4.630106726682763,2,261
whatever,-4.628268443111342,1,483
tearing,-4.628268443111342,1,483
coffee,-4.628080345700373,4,203
incorrect,-4.625498467831932,34,382
stayed,-4.624574098034272,2,260
open,-4.613183920860562,1791,9897
lit,-4.613055993796995,8,207
malfunction,-4.609560329783031,10,218
floor',-4.606025816336967,1,473
architect,-4.596591073432776,2,255
thisbuilding,-4.596591073432776,2,255
theback,-4.590929316428165,2,254
quite,-4.5901934357035,1,466
setup,-4.589116593197602,19,277
closer,-4.5806911833961035,7,200
kill,-4.578747998370908,1,461
desk,-4.573398544440601,6,196
alcohol,-4.569507772178285,1,457
applicable,-4.568984775161647,12,228
migrant,-4.556488048344689,2,248
setting,-4.553638030312512,12,227
arrive,-4.5507979922076505,1,449
layout,-4.547585853276734,14,240
household,-4.541600070997152,19,274
alter,-4.539726031349651,3,206
doctor',-4.539726031349651,3,206
particularly,-4.533065467117885,2,244
liquor,-4.52715036475193,2,243
search,-4.5245553204722855,1,438
disruption,-4.520423372589647,10,212
spring,-4.51524742917026,2,241
weak,-4.51524742917026,2,241
sept,-4.513920797538155,3,203
obviou,-4.513920797538155,3,203
zero,-4.5123422240270425,13,231
picked,-4.505885855235517,5,189
smelled,-4.505234422115374,3,202
withouta,-4.503953743128956,25,313
dig,-4.497208143369839,2,238
bought,-4.495211601667659,1,426
runoff,-4.491184321676582,9,204
apparent,-4.487732193930314,3,200
breath,-4.485217148331487,7,193
branche,-4.484624351593718,11,216
shape,-4.483094133136501,6,189
rockaway,-4.478941970257375,2,235
dividing,-4.472250822703671,4,188
charged,-4.46838000624601,14,235
uneven,-4.464210245238613,21,283
owner',-4.461276379189511,19,269
connect,-4.461248508948444,45,444
pacific,-4.457366582422312,5,185
agency,-4.454444430286098,104,812
sex,-4.4521975682794,3,196
row,-4.451924502855206,29,337
rope,-4.447571769583775,43,430
expanded,-4.444223282832968,10,207
cost,-4.4417053039794245,2,229
hpd,-4.436247547813386,483,2948
buildingand,-4.435405227768622,2,228
promptly,-4.434157923420895,3,194
worst,-4.43149261795102,1,401
tenant',-4.429077673291476,2,227
separating,-4.427872395222259,31,349
cell,-4.424340595861696,16,246
income,-4.422722396837211,2,226
ownership,-4.4175360508250545,4,183
visibly,-4.416530555771752,6,184
corona,-4.409927686857854,2,224
authority,-4.407631940969596,1,392
livable,-4.406747413333997,3,191
mitigation,-4.400606921728105,7,187
forcing,-4.390521424415223,2,221
otherwise,-4.390521424415223,2,221
ride,-4.3904197496604755,11,210
mattresse,-4.389400224712264,6,182
twenty,-4.3882339622808715,3,189
corporation,-4.38624395575582,7,186
soot,-4.383986341176204,4,180
mice,-4.3832469308386175,1,383
unbearable,-4.3832469308386175,1,383
protocol,-4.382669312767167,21,278
ability,-4.377438077714431,2,219
gravel,-4.375723731833125,6,181
discovered,-4.37446257317268,11,209
pointed,-4.372678974498312,4,179
theworker,-4.3698864374252215,5,178
tar,-4.3695239251373685,3,187
intersection,-4.362962030608584,19,263
alone,-4.358312440568721,1,374
technician,-4.3575889083055515,2,216
racoon,-4.3571102415270655,5,177
fuse,-4.3568542451564936,15,235
recorded,-4.3568542451564936,15,235
king,-4.354413271431569,9,195
nine,-4.350911633239622,2,215
iscausing,-4.350911633239622,2,215
commission,-4.348144012843667,6,179
livingroom,-4.348144012843667,6,179
builder,-4.34793038542055,20,269
thick,-4.347867565487127,12,214
surgery,-4.344212661334302,1,369
anypermit,-4.344203440821647,2,214
course,-4.342322295242005,11,207
thefront,-4.337559107075273,8,188
lifted,-4.337559107075273,8,188
historic,-4.331497030270493,3,183
presently,-4.331497030270493,3,183
picking,-4.328016293205461,7,182
deal,-4.324164763589588,1,362
tiny,-4.323890430400935,2,211
restored,-4.322306202660968,8,187
restore,-4.321860660924365,3,182
badly,-4.320256387182172,6,177
confirm,-4.318619191708159,44,428
barber,-4.318452606357989,10,199
goingon,-4.31705561864827,2,210
burnt,-4.31512863332724,12,212
daytime,-4.312171291346119,3,181
thebackyard,-4.310188393429656,2,209
trailer,-4.307437460763165,55,498
suite,-4.306972492188245,8,186
recording,-4.3052761852205075,5,173
pillar,-4.3052761852205075,5,173
official,-4.303744476789241,1,355
value,-4.303481897960409,4,173
footage,-4.303288442547914,2,208
jackson,-4.30242833399962,3,180
suitcase,-4.300796033077652,1,354
electrician,-4.296282730573564,100,775
tothe,-4.295879688387812,45,433
self,-4.2917900942989755,38,387
representative,-4.291616261838753,9,191
oct,-4.289389092320897,2,206
match,-4.287422753445781,23,286
chip,-4.282779256689137,3,178
cloud,-4.27988297083942,4,171
restoration,-4.27988297083942,4,171
pumping,-4.278909834598972,5,171
noticeable,-4.278909834598972,5,171
scraping,-4.275354978407528,2,204
bug,-4.273896820983903,1,345
roache,-4.273896820983903,1,345
constitute,-4.268506599019019,7,178
carried,-4.268286554958288,2,203
dismissed,-4.267980032690516,4,170
great,-4.267828356844861,1,343
porter,-4.26561128715442,5,170
pregnant,-4.264781443604418,1,342
curtain,-4.25669184154975,24,291
deemed,-4.256007031183996,4,169
experienced,-4.254045271620292,2,201
sanitation,-4.252508077791395,1,338
couldn't,-4.252508077791395,1,338
catering,-4.249144295631393,6,172
illegallyconverted,-4.246871715054231,2,200
mom,-4.246319250016499,1,336
thought,-4.246319250016499,1,336
anytime,-4.246319250016499,1,336
served,-4.243901454669529,18,249
inprogress,-4.243662391521712,9,188
ignoring,-4.240095101540589,1,334
breathe,-4.240095101540589,1,334
relocated,-4.234675773778255,6,171
neighboringproperty,-4.232416990965331,2,198
overflow,-4.232416990965331,2,198
furthermore,-4.227539124530385,1,330
suspiciou,-4.224377377333669,1,329
reoccurring,-4.222998680617617,7,175
visiting,-4.2196592916799744,4,166
practicing,-4.2196592916799744,4,166
functional,-4.217816347325269,2,196
begun,-4.217816347325269,2,196
staircase,-4.217516841381485,188,1283
strip,-4.213224557557747,8,180
beer,-4.212228300155174,3,171
peace,-4.211637691413176,1,325
reconstruction,-4.211626687186061,5,166
overflowing,-4.210642612030952,11,199
recreation,-4.210642612030952,11,199
finally,-4.208429308250558,1,324
collecting,-4.208429308250558,1,324
standing,-4.201414007699204,157,1103
fri,-4.198746911703232,1,321
iron,-4.195566795752897,40,394
mailbox,-4.19154071940805,3,169
behalf,-4.19076079399425,6,168
cafe,-4.189499705648499,16,232
marijuana,-4.185701219964728,1,317
banner,-4.182650269101734,4,163
literally,-4.182415130775472,1,316
ripping,-4.17911904915293,1,315
comment,-4.176711890425285,7,172
slanted,-4.17594933667273,6,167
elmhurst,-4.173108379548863,2,190
prove,-4.173108379548863,2,190
lying,-4.170879446087524,10,190
deposit,-4.165520741775244,2,189
insufficient,-4.163879148934075,21,265
indicate,-4.162981696733958,87,686
constructionwork,-4.161049606997544,6,166
accumulate,-4.16004646491032,3,166
tractor,-4.16004646491032,3,166
persist,-4.157893054747759,2,188
passe,-4.157893054747759,2,188
secured,-4.157423965640805,152,1070
attaching,-4.1494219696399,3,165
tested,-4.148996420979419,8,176
eastern,-4.142846061965348,11,195
recycling,-4.1422954462121,5,161
advise,-4.136164781464116,31,331
delay,-4.132233785428917,4,159
pulling,-4.130691813830962,30,324
subdivision,-4.129619322739721,7,169
privately,-4.129308329936563,21,263
lie,-4.128433684649164,1,300
barely,-4.124968579481781,1,299
madison,-4.124646442713495,25,290
bis,-4.124376293856857,39,383
barricade,-4.120996973652614,24,283
unlocked,-4.1201599929506365,10,187
association,-4.119432016404065,4,158
spraying,-4.119432016404065,4,158
metropolitan,-4.119432016404065,4,158
scrap,-4.117158411440772,3,162
reviewed,-4.117158411440772,3,162
havebeen,-4.11634040093954,8,174
lumber,-4.114743539834365,13,207
landscaping,-4.113961216529375,5,159
grown,-4.111261397303908,2,182
raising,-4.111261397303908,2,182
witness,-4.111261397303908,2,182
granted,-4.111261397303908,2,182
ive,-4.107473977539402,1,294
burst,-4.105508535789439,18,241
cross,-4.102436914268722,62,528
electronic,-4.100546651046624,6,162
eat,-4.097762701964831,7,167
text,-4.0968391620501015,1,291
spanish,-4.095376849005636,2,180
discolored,-4.095376849005636,2,180
checking,-4.095316245616473,3,160
utilizing,-4.095316245616473,3,160
example,-4.093270736888816,1,290
sore,-4.087368564957696,2,179
atleast,-4.087368564957696,2,179
basically,-4.086098165275942,1,288
art,-4.08518940519273,6,161
pour,-4.084624135204563,16,226
workbeing,-4.084292725455632,3,159
indication,-4.08169266319125,7,166
woke,-4.079315614963717,2,178
disturb,-4.079315614963717,2,178
fair,-4.078877407937005,1,286
particular,-4.07524874731424,1,285
giant,-4.07524874731424,1,285
suv,-4.071607783695892,1,284
william,-4.070788145794864,5,156
screw,-4.068890961294888,42,399
loft,-4.068636505686383,10,184
grill,-4.065136729405777,33,340
supervisor,-4.063509403978408,71,581
accumulated,-4.061914914578892,13,204
flickering,-4.054883676582358,2,175
raw,-4.050801991872836,3,156
abatement,-4.049903354568357,8,170
environmental,-4.049498677846251,1,278
septic,-4.046646926361006,2,174
felt,-4.045478580381582,48,436
backed,-4.044005466110389,9,176
member,-4.042558497227632,94,719
bang,-4.0420264779995865,1,276
suddenly,-4.040882533364088,4,152
cited,-4.039495363651128,3,155
cop,-4.038270739068377,1,275
