word,z,n_agency,n_caller
however,-15.90977359488015,17,3926
thebuilding,-15.90107084113258,39,2487
zoning,-15.892949802814934,138,2711
show,-15.83456620608385,93,2432
big,-15.796711825761408,21,3246
break,-15.768688825419309,47,2352
stair,-15.760113916860336,857,7426
allowed,-15.757278456558364,62,2311
neighborhood,-15.739947421525597,17,3772
hard,-15.709922962536517,46,2339
vibrating,-15.700276819895963,43,2361
putting,-15.681099079642962,24,2914
created,-15.634893964811344,180,2935
ceiling,-15.59717324918152,605,5782
wearing,-15.58656426636385,52,2270
lead,-15.581422203252888,72,2281
gutter,-15.543619515856081,72,2271
sunday,-15.528554791757886,23,2896
able,-15.520555811279287,18,3420
abandoned,-15.51139604513424,175,2874
third,-15.500909535731404,55,2238
strong,-15.489053906316638,15,3970
such,-15.484497743703738,125,2535
vibration,-15.481079686664286,67,2241
moved,-15.472539986558276,23,2863
unit,-15.435207145118886,3132,20656
create,-15.425040956191229,83,2283
addition,-15.337755765447964,69,2208
regarding,-15.240879207630156,37,2267
hallway,-15.240615126604814,264,3430
feel,-15.175881118920508,15,3671
unable,-15.126009621833516,97,2284
change,-15.123380067054155,61,2133
saw,-15.113277100467666,87,2227
stay,-15.087435504151111,25,2535
worked,-15.07361957572043,48,2125
drainage,-15.016240402567991,134,2491
middle,-14.950023203809401,51,2082
fan,-14.94680444608666,38,2150
situation,-14.894576467066921,12,4241
sound,-14.83988906194128,29,2273
case,-14.798470077846812,25,2395
deck,-14.754150969775434,412,4327
fencing,-14.730264793741844,34,2126
kid,-14.714077490426066,21,2575
nothing,-14.711597932895431,9,5614
pool,-14.689651212116406,111,2272
community,-14.685004787382084,98,2191
broke,-14.58994830257283,89,2118
white,-14.539670754579932,22,2419
move,-14.506790649384888,20,2533
listed,-14.492012258043424,29,2133
item,-14.485229325148977,64,1977
school,-14.469200720607681,238,3092
allow,-14.458562129002097,29,2120
etc,-14.456341169076426,50,1945
previously,-14.403552068401023,45,1937
breaking,-14.375720672709626,23,2287
health,-14.375645721730615,15,3003
traffic,-14.373871002751898,76,2001
trying,-14.319371710143745,18,2593
six,-14.241640327395197,23,2225
starting,-14.230397570320273,35,1943
amount,-14.222855756863721,127,2280
sure,-14.161188766123816,11,3778
told,-14.158410549024483,8,5479
mask,-14.151350542417102,97,2071
given,-14.10618903393877,22,2209
flooding,-14.085288412482276,88,2003
conditioner,-14.08358906418039,27,2024
shop,-14.041514382798368,195,2711
friday,-13.988471321736169,15,2724
must,-13.962949027904747,144,2344
senior,-13.955615187568563,11,3560
concerned,-13.941420672712615,12,3255
creating,-13.921239536175639,302,3419
leaving,-13.912763191993538,92,1991
metal,-13.898431020902104,405,4100
flood,-13.88746773640638,33,1854
separate,-13.88733278276137,25,2002
complaining,-13.853504430557809,61,1817
bag,-13.803299561504469,38,1791
happened,-13.779891280577987,23,2024
mixed,-13.773682050250592,31,1841
drive,-13.76428910321494,34,1806
approximately,-13.629756357738614,73,1823
bad,-13.587299077746225,91,1919
fume,-13.538913285672713,37,1721
noticed,-13.508081597364441,15,2413
recently,-13.481552233368289,13,2673
major,-13.476635323031703,126,2128
goe,-13.475689590528058,9,3820
com,-13.429884551651087,11,3056
entering,-13.411261592674462,74,1783
yet,-13.405501008279822,16,2252
how,-13.383850220294633,12,2785
changed,-13.357576673058876,33,1693
progress,-13.356730140303634,375,3793
result,-13.34374942629072,66,1727
digging,-13.323440170298683,15,2303
black,-13.302828101866945,14,2406
alteration,-13.269772550226216,135,2151
queen,-13.232544283937663,13,2499
machine,-13.162579325617301,99,1888
almost,-13.151593037625279,10,3088
van,-13.147535064020037,31,1648
turn,-13.078093757483357,12,2556
original,-13.046810786075254,20,1838
current,-13.036090562773632,138,2129
repaired,-13.016541313252677,39,1578
mold,-12.992274589645092,23,1722
altered,-12.973698327278926,121,2001
court,-12.940347630213902,52,1581
lock,-12.933743626609763,144,2152
piece,-12.915017574181674,360,3608
five,-12.897129213088958,32,1570
electric,-12.863682155056619,274,3028
electricity,-12.834167363721061,18,1839
needed,-12.820263617068772,53,1559
nopermit,-12.796451728047606,27,1586
encroaching,-12.789793361169883,27,1584
paint,-12.784198261617759,74,1659
seriou,-12.765674148597093,26,1590
asbesto,-12.750714425183745,21,1690
foundation,-12.742640643645812,417,3945
covering,-12.709600168738882,82,1694
occupant,-12.665186915499135,79,1667
wrong,-12.664598675467158,23,1610
permission,-12.656617771669982,13,2138
wheelchair,-12.618491176382308,13,2116
church,-12.571207340219082,35,1474
adult,-12.570577376171682,66,1572
moving,-12.568389715879785,129,1984
numerou,-12.542995235796758,77,1632
occurring,-12.535701455963697,143,2075
man,-12.521586695501213,48,1478
vibrate,-12.50208556820964,33,1462
reason,-12.498768799175298,27,1499
date,-12.455567145989182,94,1726
banging,-12.451544519476688,9,2757
curb,-12.434989077683838,788,6190
dirt,-12.416993986114015,17,1714
much,-12.407373691037876,11,2266
pole,-12.405227232432102,65,1535
adding,-12.389918169555537,21,1564
prevent,-12.376197401497775,46,1441
appointment,-12.374886390899357,50,1455
happen,-12.36010435470234,7,3520
sink,-12.355065794430793,36,1421
early,-12.354424726994468,15,1802
apart,-12.32979900400552,24,1487
sometime,-12.311460776645342,8,2975
phone,-12.282541860161798,12,2043
disabled,-12.26640799655132,7,3405
apermit,-12.238272722705968,36,1394
wooden,-12.234849528606887,104,1755
parking,-12.21054339697104,1520,10430
sewer,-12.199577908607123,47,1408
dumpster,-12.197804744729725,78,1576
bed,-12.189277405650975,20,1522
think,-12.155756497999073,9,2507
replaced,-12.114720766596362,90,1640
island,-12.113852177126878,13,1845
group,-12.091462404309896,51,1403
manhattan,-12.088870765367325,17,1585
board,-12.047419816638609,132,1916
help,-12.025333067662418,7,3125
shared,-12.015770038424764,129,1890
send,-12.01232115616346,10,2179
unoccupied,-11.978077021596,18,1508
child,-11.976180077597812,21,1431
studio,-11.96199764769804,29,1343
converting,-11.961638880870936,16,1580
despite,-11.883956541182277,19,1447
constantly,-11.839415171521363,6,3508
inthe,-11.838691921006006,44,1325
instead,-11.834727925032873,14,1638
extra,-11.828582748264507,31,1305
cut,-11.826408091218399,904,6745
end,-11.80424046747444,211,2417
empty,-11.803165299379806,20,1398
informed,-11.798449830076844,15,1565
inche,-11.794265539199506,26,1318
listing,-11.754564760804811,11,1870
set,-11.75414522783397,118,1771
monday,-11.74379773226483,9,2195
facing,-11.734547248340135,67,1426
those,-11.71650678045344,13,1656
couple,-11.715614878551504,8,2431
include,-11.705271155151031,28,1285
late,-11.657043536135633,11,1817
upstair,-11.633390762978264,9,2118
underneath,-11.618260526524123,36,1259
rock,-11.607803613217627,78,1475
didn't,-11.59476586763429,14,1538
key,-11.589784850274027,21,1317
extension,-11.571916651422374,412,3689
flying,-11.566825948088793,19,1347
surrounding,-11.511229921978426,13,1566
renovated,-11.498748344320047,31,1231
throwing,-11.495738738875929,16,1409
building',-11.490566984200264,19,1324
alway,-11.46330736158148,5,3822
extremely,-11.457603815327822,6,3034
underground,-11.456097386878856,14,1483
opened,-11.452398159319824,42,1243
picture,-11.413948653634796,10,1812
dog,-11.389137669086377,12,1587
shower,-11.387571201405468,21,1261
january,-11.355414517600336,25,1216
removing,-11.31807375424464,84,1468
find,-11.313077114018064,26,1201
noisy,-11.309415289460237,17,1316
become,-11.265611580266844,15,1367
wide,-11.257700254906613,32,1180
sent,-11.257422953332366,23,1206
none,-11.251166306819526,35,1183
homeowner,-11.21348897030252,8,2048
smoking,-11.212873193622597,65,1326
clean,-11.204652646626814,15,1346
nearby,-11.191971570241734,96,1530
check,-11.186054481438248,362,3301
let,-11.177625353985695,8,2023
men,-11.159942383407307,11,1569
march,-11.14032122986426,12,1479
wind,-11.118219011232073,101,1553
longer,-11.10252144319324,13,1401
constant,-11.085171474974732,9,1773
little,-11.059901400448451,8,1943
allowing,-11.048788033387456,50,1209
thebasement,-11.047143161504884,29,1136
hear,-11.046364092550087,8,1934
either,-11.04269023960951,7,2193
rule,-11.029525996834296,32,1134
huge,-11.0191048526223,8,1916
crew,-11.011554087667658,12,1426
less,-11.007251019324498,50,1202
heating,-10.9865180128694,91,1464
april,-10.979245270214536,12,1413
note,-10.958235854435387,83,1405
permit,-10.955137311144798,17177,92249
toilet,-10.954080242887272,15,1263
homeless,-10.934859693830054,11,1468
hammering,-10.915403441994346,8,1849
attention,-10.909389455060996,28,1108
oven,-10.897744633787214,24,1115
airbnb,-10.889921632301764,4,4054
especially,-10.871146411568427,10,1532
plastic,-10.861199468328358,40,1127
foot,-10.843199866586485,142,1794
guy,-10.788322479153994,8,1770
sewage,-10.76952514957045,19,1125
brown,-10.7604434195689,21,1102
garden,-10.73819913753669,81,1358
nail,-10.723596756809139,86,1390
continuing,-10.72064996847057,37,1090
elderly,-10.717556906818633,3,5592
spot,-10.717450204483605,149,1823
dwelling,-10.69935594817023,316,2923
contacted,-10.691365576632966,14,1213
event,-10.689088796219956,57,1192
dark,-10.68320200077788,15,1179
give,-10.65214753661081,8,1689
once,-10.640511694315757,7,1894
pass,-10.639818746923508,49,1136
evening,-10.62650245434925,11,1340
august,-10.626464420633344,17,1118
security,-10.624599300390148,60,1201
chronic,-10.621543379710623,10,1418
storm,-10.609948858636159,58,1186
july,-10.605577569597468,10,1411
drug,-10.59977862533507,6,2178
life,-10.566814190147985,157,1855
remove,-10.561467877643558,202,2157
integrity,-10.557066229339721,30,1040
rat,-10.555867073391923,6,2141
response,-10.549639554961091,32,1043
netting,-10.50913814479764,569,4459
assistance,-10.50165135597682,12,1234
downstair,-10.500666783711447,11,1291
chair,-10.462230226390622,17,1075
asked,-10.427197130753807,6,2036
often,-10.40577114704196,6,2019
tall,-10.389639367971823,37,1033
employee,-10.387562249801103,17,1056
music,-10.363608036634748,10,1309
oil,-10.313725671985427,31,998
rodent,-10.30914448172636,14,1097
neighbor',-10.293471056926556,7,1668
covered,-10.291459621103945,256,2470
occur,-10.291443646844835,25,986
housing,-10.29070419123542,6,1930
activity,-10.286322142681986,417,3488
sheet,-10.28138788508084,47,1068
claim,-10.278551991815814,40,1029
review,-10.277218276568682,117,1539
bottom,-10.224878853816527,44,1042
everywhere,-10.218943511583197,7,1623
tool,-10.207547568263946,72,1219
purpose,-10.199440125245953,22,973
tried,-10.171549056197732,7,1595
plumber,-10.164768724623734,97,1385
police,-10.159573856632317,7,1588
isn't,-10.146829471436808,6,1824
cart,-10.144652540567508,29,963
toward,-10.143174070146799,117,1520
higher,-10.140134112501467,15,1027
net,-10.131869431666827,55,1095
red,-10.12351117715239,46,1038
alot,-10.11818227319495,10,1213
flooded,-10.110852989020591,26,952
checked,-10.096150411290527,17,985
thing,-10.079649863728081,4,2827
june,-10.055837813397552,8,1375
chemical,-10.042170647674023,9,1262
divided,-10.041686231356524,13,1049
gain,-10.01713349290702,7,1507
quality,-9.995005297878718,119,1513
sick,-9.967886942850152,15,983
lawn,-9.956504063654172,25,923
hold,-9.934008627029945,26,920
total,-9.917586336324076,19,928
share,-9.912656860227987,10,1138
matter,-9.876975308512867,4,2577
operate,-9.876556957747015,14,979
protective,-9.876268877163481,28,914
furniture,-9.875378843678401,12,1033
refuse,-9.870640324871456,6,1636
secondary,-9.865384383121876,208,2092
demolished,-9.855651080786211,88,1280
onthe,-9.81285959557331,46,992
land,-9.797912104506056,47,996
violating,-9.796608983918738,55,1047
bronx,-9.788270213386312,5,1904
sleeping,-9.783062892789992,36,931
salon,-9.743277248691953,25,885
con,-9.731172274834194,117,1463
button,-9.728405165613728,7,1355
hat,-9.698459175666846,24,876
displayed,-9.677788688535557,22,872
possibly,-9.672974964479824,147,1659
heard,-9.671776794333788,7,1327
waste,-9.671081215285154,34,904
clear,-9.658589739083087,24,869
necessary,-9.657451040023291,17,887
alley,-9.656910190446595,26,872
flushing,-9.647500960206013,10,1048
terrace,-9.643094954737496,92,1279
limit,-9.632341879267864,45,960
factory,-9.629659926808367,15,902
subdivided,-9.62428669274858,17,880
edison,-9.61938590450398,38,917
escape,-9.61860532386482,806,5682
refused,-9.617261639206529,23,861
styrofoam,-9.61527131075609,16,887
boarded,-9.602547050866145,49,981
overnight,-9.542635459663192,17,863
though,-9.540882201551923,6,1436
february,-9.53954269780926,19,852
resolution,-9.504681304379536,11,961
clogged,-9.483567360736615,11,955
finished,-9.452233201455329,12,916
flow,-9.450577820881541,23,832
sign,-9.447044448680051,1534,9759
might,-9.40002380320151,6,1358
asap,-9.389967863387374,3,2979
good,-9.388374538854615,9,1019
later,-9.3868402569427,48,945
grease,-9.365224144829963,7,1185
went,-9.357467899655393,302,2618
bring,-9.267605689992084,7,1143
doctor,-9.260198896305894,31,828
everything,-9.259579796498121,5,1518
soon,-9.259563737051781,3,2789
rest,-9.24624746292904,17,804
burning,-9.210225771370368,7,1119
frequently,-9.200466223962035,10,912
owned,-9.199899557274575,9,958
turning,-9.190829441892623,7,1111
llc,-9.169558553526471,30,810
renovating,-9.16884338931464,7,1102
filled,-9.158860419304437,70,1064
showing,-9.15509184190795,28,799
sitting,-9.129269120058979,21,776
addressed,-9.120820483230146,4,1812
agreement,-9.118928787193964,52,936
looking,-9.109359066251155,9,930
bright,-9.097307113611423,4,1792
patio,-9.077309841362537,44,878
disability,-9.062149301642936,98,1245
closet,-9.043891321744255,32,802
dirty,-9.040314095417228,5,1381
therei,-9.002374144672777,15,769
broadway,-9.00129978804546,34,807
cooking,-8.992888947960957,83,1133
exposed,-8.992321587434207,433,3364
deli,-8.957979051942454,25,758
complain,-8.957787007299943,20,747
flight,-8.923341913051132,9,875
gap,-8.91428430822452,64,992
difficult,-8.900570997352474,5,1300
personal,-8.900514332914378,36,805
bar,-8.896460407724767,172,1720
constructing,-8.89440019715833,14,756
everyday,-8.88469554529077,3,2300
grocery,-8.877668198914437,12,778
source,-8.86651343087335,10,822
anyone,-8.859485080704621,3,2270
additionally,-8.854719184032698,7,981
actually,-8.849679962376733,6,1091
usually,-8.848895234025248,4,1593
add,-8.845146347815499,22,732
blow,-8.841306428918879,12,770
complete,-8.838153422237085,91,1169
radiator,-8.833620585847328,14,744
bike,-8.815140547581152,73,1042
gutted,-8.796089333651812,17,722
hasbeen,-8.75987232398366,15,723
gave,-8.714340687248693,14,721
blue,-8.714000653222941,13,730
grass,-8.705440377597279,6,1030
sell,-8.697991123680449,10,780
october,-8.696638553601053,5,1190
correctly,-8.682398026851478,20,703
affecting,-8.676101374596268,195,1840
far,-8.665460064598815,5,1174
email,-8.665052723845267,8,849
knocked,-8.664819259879009,11,749
closing,-8.661074367474251,37,780
draining,-8.65534250482244,35,767
violate,-8.64882676708104,12,729
landmark,-8.643992249253056,10,767
possible,-8.638443708431732,579,4169
anything,-8.6375773018751,2,3505
calling,-8.621955703760582,3,2004
animal,-8.615507167838416,9,791
ever,-8.610772399634154,4,1422
host,-8.604221941828536,7,894
affect,-8.601204527486146,7,893
whether,-8.600983308468384,64,954
green,-8.588334901755497,106,1241
period,-8.587484291377523,11,732
taken,-8.585736416427782,454,3422
regular,-8.57205241626538,8,822
care,-8.562683231129123,236,2086
high,-8.552759761831778,643,4526
real,-8.549390064214775,7,876
beginning,-8.542211379811288,16,681
machinery,-8.518804614535146,78,1041
minute,-8.491407823519065,4,1343
dumping,-8.489621245071879,29,711
unknown,-8.461188439620193,80,1048
yellow,-8.449025030556635,55,874
inspect,-8.440450500557848,634,4453
began,-8.426200764653101,5,1058
porch,-8.396454186101773,159,1570
available,-8.392771201745422,99,1170
straight,-8.38774810691589,7,825
wheel,-8.371793691054089,16,653
condo,-8.364615026114889,5,1030
functioning,-8.35904763975902,11,684
removed,-8.351819570693543,1113,7150
bringing,-8.34820225494287,6,893
businesse,-8.342674655764128,8,759
really,-8.331398102663604,3,1717
dug,-8.331346356299884,6,887
stuff,-8.330946044802156,5,1015
holding,-8.323299488274397,15,647
speak,-8.31278971971766,5,1007
size,-8.308246595647226,52,837
process,-8.30468221862008,57,871
trapped,-8.294760350131423,13,651
paper,-8.288709172197578,6,872
remain,-8.277067240159518,96,1136
play,-8.259190284720347,18,636
hammer,-8.255040711770508,27,670
height,-8.254534450549357,234,2031
cone,-8.246358088730537,8,734
brought,-8.224846037715352,6,850
hasn't,-8.219643299291397,3,1617
website,-8.211697527311246,4,1174
shining,-8.208000658759046,11,654
particle,-8.201925619997079,14,630
waiting,-8.190389863491562,4,1162
regard,-8.186410280265777,5,953
changing,-8.175079309164508,23,640
awning,-8.174717542395364,130,1352
potentially,-8.165259154305405,36,713
tile,-8.165224420207645,44,766
action,-8.152699655799632,339,2663
cutting,-8.151054609024454,102,1162
weekday,-8.146719723405166,8,709
looked,-8.13156647143237,3,1542
point,-8.113462593647538,150,1476
extending,-8.109183861190933,66,911
pay,-8.103761407453298,3,1519
club,-8.094032357750244,58,854
hookup,-8.08868547692319,16,609
woman,-8.08567644535688,5,912
seven,-8.072798595172173,9,662
residing,-8.07056337986632,5,906
twice,-8.07028403803142,6,799
driving,-8.062165581632613,12,617
overcrowded,-8.052204168851777,4,1087
duplex,-8.051005754733104,44,753
respond,-8.050925367045975,7,728
clearly,-8.050259049687874,5,898
demolishing,-8.043520190778297,8,684
convert,-8.042558602311805,31,667
brownstone,-8.028790336079517,17,601
cleaned,-8.026660417783988,8,680
camera,-8.025392689404457,4,1073
deep,-8.007115595078776,51,796
selling,-8.002140706662102,4,1061
immediate,-7.998242910637859,107,1178
lease,-7.988483371682768,3,1427
staten,-7.980726965011692,3,1421
mechanic,-7.965574735105387,13,595
appropriate,-7.961721918583545,6,765
social,-7.939510222339385,88,1043
afraid,-7.938836038872932,3,1389
actual,-7.9346000252419,11,603
licensed,-7.930081468721549,210,1837
sealed,-7.925124603881136,109,1183
blowing,-7.916484153266407,5,847
gear,-7.914440700076012,7,692
significant,-7.910106863078547,54,806
full,-7.904902595549281,660,4504
worse,-7.904130226430777,3,1363
andthe,-7.897702448567367,16,581
sale,-7.89705806658425,39,702
power,-7.895691834595637,245,2051
bill,-7.883050019182041,81,989
paid,-7.878804310037215,6,740
temperature,-7.873064060249056,9,620
anywhere,-7.86744161423544,4,994
attempt,-7.8673724300837256,7,680
basi,-7.8673705718605795,5,829
following,-7.865682277052381,186,1677
enough,-7.864681104219754,3,1334
preventing,-7.851133822155267,17,576
passing,-7.834862220255497,34,662
staying,-7.823404822569081,4,973
tape,-7.8219981135026355,17,572
massive,-7.82080581962468,8,633
that',-7.81901863811985,2,2180
september,-7.817038617771854,4,970
passed,-7.811468027248133,26,610
investigated,-7.804611404759154,2,2161
storefront,-7.803731420890636,30,633
charge,-7.803657612067421,11,580
ripped,-7.795873622002369,12,572
stabilized,-7.793401966970827,9,604
installing,-7.782838375930535,150,1436
begin,-7.7680752658431995,9,599
giving,-7.761467167525303,6,706
medical,-7.758119754590558,106,1144
shelter,-7.740462049860977,38,678
hill,-7.737905686898083,8,615
protecting,-7.7343175511663445,14,557
inform,-7.733860738144977,12,562
update,-7.7304543922536135,23,584
recurring,-7.727110434760472,9,591
suppose,-7.711804120985044,3,1227
supply,-7.708306312010061,40,688
young,-7.708018985405358,4,920
steam,-7.703391226962534,17,556
additional,-7.701652988902216,317,2464
why,-7.698256893821142,2,2025
hitting,-7.6712141903820745,40,684
refrigerator,-7.664481798871496,13,548
conducting,-7.662163739031152,30,617
hair,-7.651576630640904,12,549
link,-7.630513400167364,35,646
handicap,-7.627467414324759,15,542
fixing,-7.625153128729449,3,1170
lane,-7.62068180732887,19,552
catch,-7.619862085899451,17,545
environment,-7.610207797162415,7,618
climb,-7.605004296815794,10,555
zoned,-7.604605170140762,31,617
contain,-7.604494939846248,17,543
destroyed,-7.599116326626471,8,586
fourth,-7.593413997691033,10,553
doesnt,-7.586299569401207,20,552
badge,-7.573786472858995,5,729
reach,-7.573786472858995,5,729
held,-7.560759324685899,12,535
vent,-7.558448635407555,252,2049
painting,-7.550519119534164,25,574
anapartment,-7.545441995683674,5,720
stating,-7.54487887599153,160,1472
belong,-7.529543480297027,5,715
square,-7.527748714727431,12,530
responsible,-7.524152095737266,14,527
wash,-7.515859565150756,26,576
safely,-7.5128248071459165,11,532
hole,-7.510021483349977,791,5172
low,-7.509933907705919,79,935
conducted,-7.500487074605751,79,934
specifically,-7.499348948026109,8,566
disturbing,-7.491416940348463,4,828
together,-7.490082287041718,7,591
theyare,-7.468979520173058,4,819
lower,-7.455223176815226,61,806
development,-7.453088797801255,20,536
gym,-7.442686420408823,27,574
ten,-7.432596268274808,8,553
jackhammer,-7.420961342099346,7,576
sit,-7.417468475075893,6,615
completed,-7.402201476020168,217,1813
assist,-7.397599101178771,4,791
ticket,-7.395004296819397,4,790
common,-7.3884139347488995,98,1050
motorcycle,-7.371095595092837,10,516
client,-7.353233751683686,3,1007
certain,-7.347628502960099,6,598
accident,-7.3415575960921275,33,602
afternoon,-7.337089632542151,4,768
mobile,-7.333821218105065,26,556
resolve,-7.32906652268151,4,765
placing,-7.327249688672485,10,509
wednesday,-7.326209803100429,5,654
resolved,-7.323049912757984,2,1602
rooftop,-7.319887897257289,62,799
received,-7.3193596967590935,146,1356
mostly,-7.305618166628404,6,588
distancing,-7.304545926962844,57,763
thursday,-7.298645966801142,3,977
sticking,-7.2949246381160755,15,498
hang,-7.294680041805964,12,496
reside,-7.29427398835149,2,1573
moment,-7.293939503037181,4,752
summer,-7.293099230979794,3,974
fine,-7.293099230979794,3,974
hall,-7.291791479289286,54,741
earlier,-7.286997201239656,7,548
avoid,-7.2857487339466855,4,749
likely,-7.276898389571894,5,640
dump,-7.26235877863126,7,543
degree,-7.260924578532816,24,536
knocking,-7.2519009002940304,12,490
center,-7.250066571627092,109,1108
forced,-7.248238687232486,5,632
torn,-7.248070074535565,9,505
receive,-7.248070074535565,9,505
roofing,-7.241441804309751,23,528
plant,-7.2348814680995925,33,591
male,-7.227482322223826,7,536
bath,-7.226180874559138,17,496
beach,-7.224575762813592,14,487
witnessed,-7.206233521272575,6,565
damaging,-7.206079706571926,94,1004
proof,-7.202556322731094,36,608
itself,-7.200891360065086,5,619
bowing,-7.193816550474103,70,841
bin,-7.188644236073454,67,820
exiting,-7.187434239942185,13,481
pick,-7.187063105150137,7,528
sinking,-7.185422061942952,10,487
parkway,-7.181967823011899,7,527
faulty,-7.174487950301214,37,612
carbon,-7.166499828661629,48,687
weed,-7.163795064956856,5,609
kind,-7.16352746896609,2,1447
question,-7.150887424325419,42,644
jamaica,-7.149217383048501,13,476
tent,-7.123877529426307,17,484
washing,-7.118003855753798,28,546
confirmed,-7.114775160802732,16,479
plywood,-7.105757750876351,158,1408
saying,-7.10325083256854,2,1392
occupying,-7.089318234864152,61,769
drinking,-7.083610931421829,32,569
supposed,-7.081415969998338,1,3475
exist,-7.073127703556317,82,910
visit,-7.067271128193242,30,554
tarp,-7.064315056427629,70,828
try,-7.060792250795607,3,856
frontage,-7.032119723825635,13,461
further,-7.024265566086005,159,1405
responded,-7.000248851152337,31,554
beingdone,-6.994777504610913,6,519
precaution,-6.9916388810430075,14,458
legally,-6.990291400872134,3,823
photo,-6.982105923914317,242,1913
fact,-6.972789255974099,3,815
involved,-6.964305304257786,7,486
national,-6.958207527870119,22,492
finish,-6.938451451283147,23,496
harnesse,-6.934783482477726,8,465
spa,-6.934395335489864,11,448
raised,-6.928177001939971,21,483
wet,-6.906449482123966,16,455
originally,-6.9061131049779485,2,1225
mine,-6.904861015538162,2,1224
fake,-6.902669781778014,5,543
ade,-6.889444158063938,77,858
nycha,-6.881399499884131,11,441
guest,-6.880892623517041,2,1205
bell,-6.868898417570833,5,535
gutting,-6.868898417570833,5,535
shopping,-6.851648771876028,6,490
jackhammering,-6.845406360308177,3,759
complained,-6.838662258109145,77,853
except,-6.838247772964511,17,452
walker,-6.8358237110882305,2,1170
hired,-6.804929727971926,3,742
raise,-6.79982414780362,5,519
doesn,-6.79104148329191,5,517
tell,-6.786818569147549,2,1133
thereare,-6.783930852072166,4,586
unsanitary,-6.780697309583377,3,732
east,-6.7714351628408584,690,4468
forth,-6.77095409043475,10,428
passenger,-6.763979444177309,15,435
breathing,-6.7634783268883245,7,451
horrible,-6.757885531061427,1,2815
aware,-6.7389081595657085,1,2779
sort,-6.7337562786128435,3,713
frequent,-6.718037619337564,10,421
drop,-6.712426278063318,108,1045
writing,-6.700932595730198,3,700
pulled,-6.699082262279121,14,424
market,-6.698284442415598,23,472
monoxide,-6.683467444555571,45,620
ring,-6.679699947147449,10,416
led,-6.671874148016179,20,451
carry,-6.669730285960235,8,424
regularly,-6.669354917539392,4,554
older,-6.66751020707076,3,687
laying,-6.663140738820877,14,420
november,-6.645149219883466,2,1032
named,-6.643420592773935,4,547
tuesday,-6.638745069075965,3,676
laundromat,-6.631609473457286,20,447
maybe,-6.630433469051932,2,1022
violated,-6.629119268472325,7,429
asthma,-6.620928623931405,4,541
don,-6.618564493319298,2,1014
mail,-6.617426571552833,5,479
complex,-6.617155992555647,4,540
facility,-6.6142975672231925,108,1035
shall,-6.61134361763911,20,445
mother,-6.6021020659211285,2,1003
till,-6.596079872225466,3,660
inch,-6.580547961431809,31,514
yrs,-6.571777392730088,14,410
showed,-6.569859055667044,11,402
fit,-6.549641054839937,6,434
toxic,-6.546858483864593,3,642
nearly,-6.544659865995399,11,399
fifth,-6.5335073769855105,7,414
operated,-6.52906978051053,19,431
estate,-6.522992701609523,9,398
observe,-6.5221999434980695,15,409
leak,-6.513820549473996,676,4344
department,-6.499301889886307,905,5607
color,-6.492078699422049,40,568
vehicle,-6.491793736759981,1268,7579
mon,-6.490553815132968,5,453
minimum,-6.484503242478313,9,393
object,-6.481729061237624,31,505
smaller,-6.468970466337828,9,391
tow,-6.467825109997821,7,404
delivery,-6.467235547268234,88,890
clothe,-6.461174323806523,9,390
force,-6.449889101957155,12,390
plaza,-6.445178712559963,18,417
growing,-6.437665656355124,9,387
limited,-6.430105461750046,13,391
drill,-6.426085805478998,31,500
sleep,-6.425398062265942,1,2228
flowing,-6.42074879599277,13,390
neither,-6.408111015984028,6,410
bigger,-6.406619234510591,4,487
serve,-6.401601814234437,14,392
view,-6.391039439699709,157,1322
larger,-6.3862840331841335,12,383
pouring,-6.385210100960605,45,593
wife,-6.372452639783857,3,582
helmet,-6.3714367783597945,6,404
fly,-6.364360021559788,4,477
experiencing,-6.35928001940167,7,388
spark,-6.346684101560972,6,400
jump,-6.329652357161304,10,373
warning,-6.327015553858113,11,374
ocean,-6.321683183009637,6,396
theconstruction,-6.319829501175215,3,565
supermarket,-6.314231772011953,21,423
outage,-6.314231772011953,21,423
tax,-6.310378858650193,7,381
pet,-6.307807501436277,5,418
seeing,-6.307807501436277,5,418
harassment,-6.3009163538459,9,370
reached,-6.297708504030248,3,558
included,-6.294882964626267,4,461
known,-6.294526161401258,3,557
infront,-6.294090536360015,8,372
former,-6.292678204641528,9,369
indoor,-6.291440584181206,5,415
warehouse,-6.290620504583701,42,564
gone,-6.289269888205281,2,814
probably,-6.284945391005688,3,554
agent,-6.272091532141369,3,550
bus,-6.268194788390539,64,712
central,-6.267710910481615,13,374
narrow,-6.2638986311109255,5,410
easily,-6.263731307471963,4,454
age,-6.261422850453714,16,388
he',-6.242868576290726,2,789
west,-6.240093310291213,590,3817
foam,-6.237509444581972,27,456
cemented,-6.226622147016525,11,363
theproperty,-6.225959984215505,9,361
answer,-6.216272714111354,2,775
overcrowding,-6.215996192193151,37,523
crumbling,-6.207632750483645,12,364
history,-6.202498101858121,7,366
flooring,-6.202353155260967,35,508
suspect,-6.199971828743268,4,440
danger,-6.1958725275793505,421,2856
train,-6.19277275119288,6,376
abandon,-6.1920458523335205,9,357
plaster,-6.1798383085484465,17,386
wear,-6.1792185011394976,5,395
authorized,-6.174946420645627,9,355
wood,-6.16765976659507,668,4239
sand,-6.15981829663243,8,355
enforce,-6.150277996355509,5,390
student,-6.14716795370281,18,389
