term,estimate,std_error,t_value,pr(>|t|),25pct,975pct,model,outcome,n
com_class,-5.450037722919311,1.2275612209390048,-4.439727835936676,9.501681827117636e-06,-7.85748070194331,-3.042594743895312,lpm_noacc100,no access,179655
log_bldgarea,-0.7637887647074294,2.185649106818846,-0.34945626099109,0.726783851792882,-5.050194613204461,3.522617083789602,lpm_noacc100,no access,179655
mzone,1.6243048227819241,1.5313797673057878,1.0606806080764817,0.2889640480036908,-1.378974692841444,4.627584338405292,lpm_noacc100,no access,179655
multi_bldg,-0.2911268949550543,0.29340705315852056,-0.9922286864650307,0.3212068544693687,-0.8665448358886083,0.28429104597849975,lpm_noacc100,no access,179655
log2_area_per_unit,-0.12029244219019762,1.5213266127807916,-0.07907075389308962,0.9369843116371865,-3.1038561213522833,2.8632712369718885,lpm_noacc100,no access,179655
value_rank,1.0187804636451774,0.8231962318941505,1.2375912621720744,0.21601395126522238,-0.5956383979384734,2.633199325228828,lpm_noacc100,no access,179655
any_prior_viol,0.8224815836197297,0.31090345186273866,2.6454565836819612,0.008222411084865211,0.21275041944305784,1.4322127477964015,lpm_noacc100,no access,179655
geo_nyc_other,-0.3499845863972196,0.2990095996596026,-1.1704794320839456,0.24194851709826248,-0.9363900129311806,0.23642084013674153,lpm_noacc100,no access,179655
geo_outside_nyc,0.12094208515296648,0.5600188629572223,0.2159607348122572,0.8290405321064513,-0.9773440587479235,1.2192282290538565,lpm_noacc100,no access,179655
geo_unknown,-2.0768733870939076,0.3517815186195836,-5.903872935803196,4.165761513519328e-09,-2.76677294786962,-1.386973826318195,lpm_noacc100,no access,179655
multi_prop_owner,1.2733082112427283,0.3433495408154151,3.7084896290199483,0.00021422085876010577,0.5999451012913616,1.9466713211940951,lpm_noacc100,no access,179655
