Coefficient,Estimate,Std. Error,t value,Pr(>|t|),2.5%,97.5%,contrast,outcome,arms_length
C(event_t)[T.2],0.16379512263033547,164.73023034275866,0.0009943233994727167,0.9992066544535585,-322.7204625652585,323.0480528105192,W->A vs W->W,n_comp,True
C(event_t)[T.3],0.16648511024967166,192.1843607546193,0.0008662781383248952,0.9993088185084709,-376.5300358158773,376.8630060363766,W->A vs W->W,n_comp,True
C(event_t)[T.4],0.16877718301657385,219.63860924610972,0.0007684313044773264,0.9993868880145667,-430.3402384267457,430.67779279277886,W->A vs W->W,n_comp,True
event_t::-4:treat,0.0006928049927934915,0.00265191931695598,0.2612466330946793,0.7939049255758839,-0.004505166249775983,0.005890776235362966,W->A vs W->W,n_conv,True
event_t::-3:treat,0.00043690039465836344,0.0026900696046042276,0.16241230112060306,0.8709827748233119,-0.004835848423843914,0.005709649213160642,W->A vs W->W,n_conv,True
event_t::-2:treat,-0.0005246276192394252,0.002771469299163262,-0.1892958436876123,0.8498628144493079,-0.005956926265961014,0.004907671027482164,W->A vs W->W,n_conv,True
event_t::0:treat,0.024395118528368367,0.004015581331723609,6.07511503643166,1.2606935495540483e-09,0.016524262069410482,0.03226597498732625,W->A vs W->W,n_conv,True
event_t::1:treat,0.03279596964429273,0.004076497396010034,8.04513445204026,8.881784197001252e-16,0.024805712889727514,0.04078622639885795,W->A vs W->W,n_conv,True
event_t::2:treat,0.017787939377942246,0.0045179670517704615,3.9371556220118213,8.272380289509051e-05,0.008932367242008719,0.026643511513875773,W->A vs W->W,n_conv,True
event_t::3:treat,0.011655258041209428,0.0037315063482684313,3.1234726551163274,0.0017897777547088989,0.004341210978861828,0.01896930510355703,W->A vs W->W,n_conv,True
event_t::4:treat,0.014163029078592604,0.003578431754422278,3.9578871557602646,7.586886701571594e-05,0.007149020306132959,0.02117703785105225,W->A vs W->W,n_conv,True
C(event_t)[T.-3],0.03680286277912532,9.020192707967066,0.004080052829316969,0.996744637312748,-17.643487030906943,17.717092756465195,W->A vs W->W,n_conv,True
C(event_t)[T.-2],0.07512540818856181,18.040445674306476,0.004164276733781403,0.9966774377448682,-35.28557249035105,35.435823306728174,W->A vs W->W,n_conv,True
C(event_t)[T.-1],0.11430205142723576,27.060686284265703,0.004223915470085328,0.9966298539129879,-52.926779632485164,53.15538373533964,W->A vs W->W,n_conv,True
C(event_t)[T.0],0.15443651963776617,36.080901159151864,0.0042802844351517415,0.9965848789375573,-70.56697850687232,70.87585154614786,W->A vs W->W,n_conv,True
C(event_t)[T.1],0.19123155402955055,45.101199216683995,0.004240054751333741,0.9966169769009867,-88.21067985963197,88.59314296769108,W->A vs W->W,n_conv,True
C(event_t)[T.2],0.22693539714011773,54.12152321734369,0.004193071141563776,0.9966544636103953,-105.8555232542512,106.30939404853144,W->A vs W->W,n_conv,True
C(event_t)[T.3],0.261876645770853,63.14172993376085,0.004147441732204297,0.9966908698539703,-123.50089935697474,124.02465264851645,W->A vs W->W,n_conv,True
C(event_t)[T.4],0.29777331792261214,72.16190812595985,0.004126461254362117,0.9967076095072573,-141.14526412645756,141.74081076230277,W->A vs W->W,n_conv,True
event_t::-4:treat,-0.002138044571992664,0.005028113093033903,-0.425218075336208,0.6706821427982335,-0.011993543227199721,0.007717454083214394,W->A vs W->W,n_ecb,True
event_t::-3:treat,0.005230333518229368,0.004496970710807333,1.1630792937253478,0.2448107819247376,-0.0035840841316578786,0.014044751168116614,W->A vs W->W,n_ecb,True
event_t::-2:treat,0.011353284889339198,0.00446640761803908,2.5419276206419585,0.011031548390919577,0.0025987733143757203,0.020107796464302677,W->A vs W->W,n_ecb,True
event_t::0:treat,0.02058717543392498,0.005614370693542054,3.666871419374826,0.0002461526741490694,0.009582565593963978,0.03159178527388598,W->A vs W->W,n_ecb,True
event_t::1:treat,0.014500361773408674,0.007593990503509972,1.9094521867925105,0.05621763728541174,-0.00038445919425945593,0.029385182741076803,W->A vs W->W,n_ecb,True
event_t::2:treat,0.013257923391786497,0.007678596796574205,1.7266075746680045,0.08425313136582835,-0.0017927325903469658,0.028308579373919958,W->A vs W->W,n_ecb,True
event_t::3:treat,0.004671025465312915,0.006007732546292741,0.7775022322182629,0.43687143147716534,-0.007104604663783021,0.01644665559440885,W->A vs W->W,n_ecb,True
event_t::4:treat,0.007361050242783587,0.00610275459889301,1.2061848667680037,0.22776004664633054,-0.0046008306118408586,0.01932293109740803,W->A vs W->W,n_ecb,True
C(event_t)[T.-3],0.02975381856171327,18.838994853187298,0.001579373994928362,0.9987398576647757,-36.89616351974748,36.95567115687091,W->A vs W->W,n_ecb,True
