bct2020,pop,tract_poverty,tract_renter_share,tract_foreign_born,tract_pct_black,tract_pct_hispanic,tract_pct_asian,tract_overcrowd,tract_log_income,med_income
1000100,0.0,,,,,,,,,
1000201,2568.0,0.5303451011503372,1.0,0.17289719626168223,0.139797507788162,0.5790498442367601,0.18925233644859812,0.2551640340218712,10.562483150165182,38657.0
1000202,6934.0,0.24949348769898697,0.7051081165778753,0.28252091145082203,0.14594750504759157,0.3614075569656764,0.2258436688779925,0.09746161078031965,10.601174413138105,40182.0
1000500,0.0,,,,,,,,,
1000600,10179.0,0.366659987978361,0.9473583826053786,0.4629138422241871,0.06690244621279104,0.29256312014932706,0.4934669417428038,0.05435819187488079,10.447931687925744,34473.0
1000700,9008.0,0.041740674955595025,0.8440492476060192,0.2422291296625222,0.04218472468916518,0.09569271758436945,0.13632326820603907,0.06566347469220246,12.191253380631823,197058.0
1000800,8889.0,0.2589175199729943,0.973404255319149,0.6593542580717741,0.005062436719541006,0.043424457194285074,0.8048149398132524,0.15124884366327473,10.432732494325869,33953.0
1000900,1860.0,0.09051490514905149,0.7729357798165137,0.210752688172043,0.09516129032258064,0.10591397849462365,0.1456989247311828,0.058486238532110095,12.311499658976974,222237.0
1001001,1720.0,0.03197674418604651,0.21608040201005024,0.11802325581395348,0.030813953488372094,0.14825581395348839,0.09651162790697675,0.01507537688442211,11.778492288075666,130417.0
1001002,6098.0,0.46552575283857167,1.0,0.29895047556575927,0.21039685142669728,0.5644473597900951,0.168579862249918,0.04411764705882353,10.100287128510736,24350.0
1001200,4364.0,0.16129779837775202,0.4053497942386831,0.2534372135655362,0.022685609532538956,0.25481209899175067,0.18331805682859761,0.0257201646090535,11.57060929630978,105938.0
1001300,5371.0,0.10817352448333643,0.8367066895368782,0.34891081735244833,0.06832991994042077,0.026624464717929622,0.2362688512381307,0.06037735849056604,12.175530960417476,193984.0
1001401,3395.0,0.041243275552898986,0.239068710959682,0.13107511045655376,0.01914580265095729,0.10898379970544919,0.0759941089837997,0.0,11.451858245221777,94076.0
1001402,3449.0,0.322215777262181,0.9114554510237963,0.4343287909538997,0.0721948390837924,0.235720498695274,0.33806900550884317,0.04150525733259546,10.826694313452013,50347.0
1001501,7777.0,0.06946191474493361,0.42701589170100057,0.2716985984312717,0.05889160344605889,0.037032274656037034,0.2677124855342677,0.14596821659799883,11.726018680430936,123750.0
1001502,8485.0,0.07298985167837627,0.8922052294030587,0.22215674720094283,0.060223924572775485,0.08956982911019445,0.20436063641720684,0.07474099654662063,12.11367222825784,182348.0
1001600,7040.0,0.10892780862879112,0.7326440177252584,0.5296875,0.022727272727272728,0.010511363636363636,0.6676136363636364,0.11314623338257017,,
1001800,6702.0,0.14461441413026335,0.886874790198053,0.4431512981199642,0.061175768427335124,0.13503431811399583,0.43584004774694124,0.05337361530715005,11.289444356690076,79973.0
1002000,4793.0,0.3730440225328604,1.0,0.2816607552680993,0.20008345503859795,0.5693720008345504,0.181306071354058,0.04945598417408507,10.112734998658226,24655.0
1002100,7944.0,0.017749244712990938,0.5742164399763453,0.1946122860020141,0.07187814702920443,0.10712487411883183,0.14249748237663645,0.08042578356002365,12.429220196836383,250001.0
1002201,6437.0,0.2613370733987845,0.8890733975423447,0.2802547770700637,0.22572627000155351,0.308062762156284,0.15177877893428615,0.029890401859847225,10.560852102956302,38594.0
1002202,2407.0,0.14261884904086738,0.8753768844221106,0.2521811383464894,0.08101371001246364,0.21562110511009555,0.12629829663481512,0.08844221105527639,11.830018270449422,137313.0
1002400,4019.0,0.4506096043791988,1.0,0.3319233640209007,0.2169693953719831,0.5595919382931077,0.17392386165712864,0.050112612612612614,9.946355452763305,20876.0
1002500,5070.0,0.4651623119556611,1.0,0.33925049309664695,0.26627218934911245,0.3435897435897436,0.31952662721893493,0.1140625,10.074790291180951,23737.0
1002601,4329.0,0.3277893277893278,0.9347599164926931,0.2892122892122892,0.17348117348117348,0.42966042966042967,0.14945714945714947,0.03288100208768267,10.399311207383771,32837.0
1002602,3431.0,0.15947136563876652,0.7692711064499214,0.3424657534246575,0.04896531623433401,0.16117749927134947,0.15039347129116876,0.04981646565285789,11.210454575045008,73899.0
1002700,1191.0,0.09551986475063398,0.22012578616352202,0.3618807724601176,0.0008396305625524769,0.0041981528127623844,0.7145256087321579,0.31761006289308175,11.813030057420567,135000.0
1002800,6234.0,0.1922395749476735,0.8452380952380952,0.26098812961180623,0.08437600256657042,0.35803657362848895,0.14436958614051973,0.05341055341055341,11.226575837752225,75100.0
1002901,789.0,0.7699115044247787,1.0,0.3257287705956908,0.3282636248415716,0.43346007604562736,0.10773130544993663,0.189873417721519,9.35979432514452,11612.0
1002902,3832.0,0.2892195249282172,0.8615953512942419,0.4650313152400835,0.0,0.012265135699373696,0.8361169102296451,0.08980454305335446,,
1003001,4073.0,0.16106064326049596,0.9056519804183356,0.2506751780014731,0.11023815369506507,0.24502823471642524,0.1161306162533759,0.02358700489541611,11.541347699232922,102883.0
1003002,2964.0,0.27800269905533065,0.932378223495702,0.2975708502024291,0.09345479082321187,0.22300944669365722,0.21558704453441296,0.054441260744985676,11.161181202361705,70346.0
1003100,2770.0,0.1333754740834387,0.7711313394018205,0.26173285198555957,0.11588447653429602,0.17292418772563176,0.2736462093862816,0.033810143042912875,12.326935378491257,225694.0
1003200,7740.0,0.14470284237726097,0.7876756756756756,0.15387596899224806,0.015116279069767442,0.09612403100775194,0.09741602067183462,0.00908108108108108,11.434250155315087,92434.0
1003300,5574.0,0.021349120918550412,0.5744435917114351,0.18550412630068175,0.022604951560818085,0.05059203444564048,0.08575529242913527,0.021872601688411358,12.429220196836383,250001.0
1003400,6474.0,0.16604881062712387,0.894643759474482,0.18659252394192152,0.03738029039233858,0.1519925857275255,0.10426320667284522,0.09929257200606367,11.62652197155277,112030.0
1003601,2935.0,0.17444633730834752,0.8205659075224293,0.3788756388415673,0.05383304940374787,0.35638841567291313,0.22793867120954003,0.057971014492753624,10.81715484620357,49869.0
1003602,3461.0,0.27092651757188496,0.8529218647406435,0.194452470384282,0.09534816527015313,0.14388904940768563,0.12077434267552731,0.04464871963230466,11.824863469315389,136607.0
1003700,3528.0,0.03486394557823129,0.64937106918239,0.17261904761904762,0.05782312925170068,0.0858843537414966,0.17488662131519275,0.023060796645702306,12.429220196836383,250001.0
1003800,7393.0,0.1926682524136001,0.9090709903593339,0.27958880021642096,0.02597051264709861,0.15027728932774245,0.1777356959285811,0.026292725679228746,11.271185059123596,78526.0
1003900,6180.0,0.12131041193642556,0.5337336630166019,0.2744336569579288,0.02330097087378641,0.1331715210355987,0.27055016181229774,0.012363122571529495,12.125968269288503,184604.0
1004001,3615.0,0.0941860465116279,0.8904109589041096,0.20885200553250347,0.012448132780082987,0.09571230982019364,0.15186721991701244,0.04515474378488077,11.942764435686394,153701.0
1004002,6250.0,0.2295950816196735,0.8233284529038556,0.24352,0.06576,0.12512,0.17216,0.02879453391898487,11.947237147635972,154390.0
1004100,6815.0,0.1405035747590923,0.946720049276255,0.44269992663242846,0.021129860601614085,0.05722670579603815,0.39442406456346296,0.08315368032029566,11.476894060560726,96461.0
1004200,5302.0,0.14244064972927947,0.5887728459530026,0.1884194643530743,0.06450396076952093,0.12844209732176537,0.24990569596378726,0.048302872062663184,12.022432219410288,166447.0
1004300,3590.0,0.1746518105849582,0.8819055244195356,0.2799442896935933,0.015598885793871866,0.21309192200557103,0.13008356545961003,0.0,11.4490906961409,93816.0
1004400,16684.0,0.08846799328698154,1.0,0.2624070966195157,0.026912011508031648,0.12017501798129945,0.09721889235195397,0.055302303262955856,11.923026477316238,150697.0
1004500,1047.0,0.07831900668576887,0.5194508009153318,0.2664756446991404,0.02005730659025788,0.039159503342884434,0.166189111747851,0.04576659038901602,12.129234796805548,185208.0
1004700,2619.0,0.047346315387552504,0.726010101010101,0.3757159221076747,0.0,0.05956471935853379,0.12409316533027873,0.05555555555555555,11.957611286231675,156000.0
1004800,6660.0,0.08641102668315957,0.47223157186132614,0.17222222222222222,0.04474474474474475,0.07582582582582582,0.19024024024024025,0.04510265903736116,12.052175266952778,171472.0
1004900,4568.0,0.06558455801710901,0.7109661638809621,0.19154991243432573,0.01532399299474606,0.08822241681260946,0.1101138353765324,0.048512026090501426,11.928644488208228,151546.0
1005000,4780.0,0.07486744432661718,0.4937655860349127,0.15648535564853555,0.018619246861924687,0.0299163179916318,0.15439330543933055,0.0399002493765586,12.156777353805296,190380.0
1005200,3349.0,0.041429731925264016,0.4219345011424219,0.15049268438339802,0.058823529411764705,0.08211406389967155,0.12332039414750672,0.028941355674028942,12.345673705399218,229963.0
1005400,4721.0,0.07790549169859515,0.44125777470628885,0.20948951493327686,0.015039186613005719,0.07837322601143826,0.16034738402880747,0.03420870767104354,11.848618826918727,139891.0
1005501,5581.0,0.11824051654560129,0.6642441860465116,0.3576419996416413,0.07167174341515857,0.08923132055187243,0.28041569611180794,0.07218992248062016,12.346560411388248,230167.0
1005502,1933.0,0.10087946197620279,0.6974405850091407,0.30160372478013453,0.021210553543714435,0.11639937920331092,0.1784790481117434,0.027422303473491772,11.917410092564431,149853.0
1005600,4071.0,0.19755854509217738,0.6861224489795918,0.30287398673544585,0.0800786047654139,0.22132154261852124,0.09850159665929747,0.009387755102040816,12.340384983137767,228750.0
1005700,2865.0,0.05886475122634898,0.5728155339805825,0.11134380453752181,0.006980802792321117,0.049214659685863874,0.07958115183246073,0.027739251040221916,12.311499658976974,222237.0
1005800,4412.0,0.13126709206927986,0.9345794392523364,0.18472348141432457,0.08204895738893926,0.08703535811423391,0.19265639165911153,0.0,12.309869439211818,221875.0
1005900,5098.0,0.05576831019626616,0.3870967741935484,0.19301686936053356,0.03668105139270302,0.06512357787367595,0.12926637897214593,0.06876061120543293,12.005075785771119,163583.0
1006000,5279.0,0.031824209130517145,1.0,0.19814358780071983,0.03201363894677022,0.0704678916461451,0.08978973290395909,0.03695836873406967,12.236053688712552,206087.0
1006100,4970.0,0.060563773374267375,0.5139982502187227,0.15694164989939638,0.053722334004024146,0.08853118712273642,0.32132796780684103,0.02799650043744532,12.404980879678519,244014.0
1006200,4303.0,0.20168302945301542,1.0,0.42389030908668374,0.169649082035789,0.17174064606088776,0.22751568673018824,0.07217261904761904,11.528779128893396,101598.0
1006300,5843.0,0.04736552230585644,0.5714708493637171,0.17405442409721034,0.013349306862912887,0.060243025842888924,0.07444805750470648,0.020124297129328204,12.08292713245807,176827.0
1006400,7939.0,0.18543740178103718,0.7160087719298246,0.1463660410631062,0.08137044967880086,0.08703866985766469,0.10920770877944326,0.023903508771929826,11.640051386296234,113556.0
1006500,5227.0,0.08558230002431315,0.8613793103448276,0.16319112301511382,0.037306294241438685,0.08417830495504114,0.09489190740386455,0.019655172413793102,11.690795461589481,119467.0
1006600,11510.0,0.05804132973944295,0.6500148235991698,0.20816681146828844,0.08470894874022589,0.11841876629018246,0.21112076455256298,0.02164245478802253,11.81574488745092,135367.0
1006700,4928.0,0.0389344262295082,0.839073262366938,0.1956168831168831,0.03794642857142857,0.08745941558441558,0.05864448051948052,0.027238572323105822,11.771389827002036,129494.0
1006800,7144.0,0.09107468123861566,0.676878612716763,0.13983762597984323,0.08846584546472565,0.08692609182530794,0.08972564389697649,0.014450867052023121,11.944142786694892,153913.0
1006900,2570.0,0.042600896860986545,0.5849220103986135,0.19571984435797665,0.011673151750972763,0.1482490272373541,0.0754863813229572,0.010398613518197574,12.384377814091053,239038.0
1007001,4195.0,0.025363211031765576,0.7533206831119544,0.18784266984505363,0.05196662693682956,0.0367103694874851,0.08510131108462456,0.04127134724857685,11.969096361584823,157802.0
1007002,3676.0,0.06447225244831338,0.8167259786476868,0.15397170837867247,0.03482045701849837,0.09249183895538629,0.14771490750816105,0.05204626334519573,11.971349812342188,158158.0
1007100,5364.0,0.043660629170638704,0.6394582723279648,0.15604026845637584,0.041759880686055184,0.1668530947054437,0.08016405667412378,0.032210834553440704,12.031498996034188,167963.0
1007200,7224.0,0.05742376745511542,0.7946257197696737,0.24584717607973422,0.04305094130675526,0.0429125138427464,0.19089147286821706,0.008877159309021113,11.988414024446534,160880.0
1007300,5744.0,0.10654596100278552,0.8246537396121884,0.16834958217270196,0.027332869080779944,0.12830779944289694,0.03743036211699164,0.026869806094182824,12.046103403990218,170434.0
1007400,5257.0,0.15022469505670874,0.7679477882523568,0.286094730835077,0.03252805782765836,0.059539661403842495,0.23987064865893096,0.020667150108774474,12.178886426485857,194636.0
1007500,3814.0,0.06371263765076035,0.592528982395878,0.19821709491347667,0.01914001048767698,0.05899318300996329,0.060304142632406924,0.027479604980678404,11.966227902492554,157350.0
1007600,2455.0,0.14531313958248054,0.7578947368421053,0.3967413441955194,0.06069246435845214,0.14908350305498982,0.31120162932790224,0.07087719298245614,12.00876739172208,164188.0
1007700,5584.0,0.05193409742120344,0.6745579862151633,0.19143982808022922,0.007342406876790831,0.056411174785100285,0.04835243553008596,0.03386275097392868,12.047399253641927,170655.0
1007800,8412.0,0.06491959499702203,0.7220917822838847,0.29814550641940085,0.020803613884926297,0.14467427484545886,0.25320970042796004,0.04119530416221985,11.74892206087793,126617.0
1007900,4514.0,0.07399202481169695,0.6362919132149901,0.1920691182986265,0.03123615418697386,0.179441736818786,0.04186973859105007,0.08402366863905325,11.98144674608064,159763.0
1008000,5292.0,0.07441051410900656,0.4957805907172996,0.18329554043839758,0.06840513983371126,0.07161753590325019,0.17498110355253213,0.052742616033755275,12.083837212647502,176988.0
1008100,6331.0,0.04686258935663225,0.6705010224948875,0.18670036329173906,0.013110093192228715,0.1026694045174538,0.08529458221450008,0.013292433537832311,11.992099417972378,161474.0
1008200,3346.0,0.07740585774058577,0.5640484976278334,0.2582187686790197,0.06545128511655708,0.19605499103407054,0.13419007770472205,0.10648392198207696,12.161336751688783,191250.0
1008300,3629.0,0.19619729953155138,0.8951418951418951,0.22953981813171673,0.027280242491044365,0.32267842380821166,0.12152108018737945,0.008658008658008658,11.277658723853708,79036.0
1008400,1660.0,0.07917174177831912,0.6839323467230444,0.5493975903614458,0.11024096385542169,0.12409638554216867,0.33795180722891566,0.02748414376321353,12.429220196836383,250001.0
1008601,3197.0,0.17109790428526744,0.7730659025787966,0.4172661870503597,0.005317485142320926,0.17422583672192682,0.35157960588051296,0.03553008595988539,12.033622208531481,168320.0
1008602,0.0,,,,,,,,,
1008603,5188.0,0.044911333847340015,0.343240304458137,0.169236700077101,0.0,0.15902081727062453,0.07035466461063994,0.010873504893077202,12.154389801593839,189926.0
1008700,5712.0,0.11852240896358543,0.6813842482100239,0.2535014005602241,0.06915266106442577,0.1207983193277311,0.1174719887955182,0.025954653937947495,11.901271541715415,147454.0
1008800,7096.0,0.10752536640360767,0.6489513337405823,0.39825253664036075,0.03283540022547914,0.01507891770011274,0.19489853438556934,0.07411932396660557,11.57150564539867,106033.0
1008900,5849.0,0.1442125237191651,0.711600777705768,0.16498546760129937,0.03658745084629851,0.18071465207727816,0.10942041374593947,0.02916396629941672,11.502390163054846,98952.0
1009000,7308.0,0.09414340448823208,0.7359187442289935,0.30856595511767926,0.03598795840175151,0.06376573617952928,0.1922550629447181,0.034164358264081256,11.936335266333204,152716.0
1009100,6445.0,0.19866521806611825,0.7189760712298275,0.169588828549263,0.10923196276183088,0.11295577967416602,0.13747090768037237,0.015025041736227046,12.144968221126884,188145.0
1009200,1408.0,0.05482456140350877,0.8309070548712206,0.3984375,0.014204545454545454,0.06818181818181818,0.26136363636363635,0.03919372900335946,12.045557589289558,170341.0
1009300,9699.0,0.12474098632407792,0.5666307471264368,0.2214661305289205,0.07423445716053201,0.20486648108052377,0.04454067429631921,0.02478448275862069,11.568189864073906,105682.0
1009400,77.0,0.2077922077922078,0.8333333333333334,0.35064935064935066,0.0,0.05194805194805195,0.07792207792207792,0.10416666666666667,11.700441838641288,120625.0
1009500,3482.0,0.10610405571487096,0.7447405329593267,0.21711659965537047,0.07897759908098793,0.07438253877082136,0.13584147041929925,0.012622720897615708,12.208345061635837,200455.0
1009600,474.0,0.288135593220339,0.7195121951219512,0.5021097046413502,0.20464135021097046,0.16455696202531644,0.20253164556962025,0.0,11.424509465596657,91538.0
1009700,4477.0,0.17905102954341987,0.4633061527057079,0.22358722358722358,0.037971856153674335,0.24078624078624078,0.1543444270716998,0.03039288361749444,11.167840242850776,70816.0
1009800,8389.0,0.13215437925678097,0.6215921483097055,0.28751937060436283,0.014185242579568482,0.07640958397902015,0.19442126594349743,0.03773173391494002,11.863504868794113,141989.0
1009901,1884.0,0.049441786283891544,0.7446153846153846,0.2505307855626327,0.025477707006369428,0.09925690021231423,0.11624203821656051,0.0758974358974359,12.429220196836383,250001.0
1009902,3890.0,0.07455012853470437,0.9751356238698011,0.312853470437018,0.10951156812339331,0.22390745501285347,0.19717223650385604,0.0650994575045208,12.039079013585159,169241.0
1009903,1061.0,0.06503298774740811,0.9262672811059908,0.46277097078228085,0.14326107445805844,0.11310084825636192,0.2544769085768143,0.08755760368663594,11.846959016128078,139659.0
1010000,1651.0,0.03028467595396729,0.8096539162112932,0.3912780133252574,0.02786190187764991,0.19079345850999394,0.15505754088431253,0.020036429872495445,11.657337448690964,115536.0
1010100,1923.0,0.16016640665626625,1.0,0.3957358294331773,0.13000520020800832,0.17888715548621945,0.3250130005200208,0.05197132616487455,11.576163140374751,106528.0
1010200,244.0,0.06967213114754098,0.5911949685534591,0.14344262295081966,0.0860655737704918,0.004098360655737705,0.028688524590163935,0.031446540880503145,11.47600211086563,96375.0
1010300,3083.0,0.04540379605508001,0.9581972566949706,0.3571196886149854,0.09665909828089524,0.09730781706130393,0.2718131689912423,0.07968647942521227,11.972518845116612,158343.0
1010400,960.0,0.028183716075156576,0.5070175438596491,0.3625,0.010416666666666666,0.04583333333333333,0.16875,0.0,12.14934884311535,188971.0
1010601,7562.0,0.02697699021422904,0.3414141414141414,0.15472097328749007,0.014017455699550383,0.04046548532134356,0.06016926738957948,0.04494949494949495,12.429220196836383,250001.0
1010602,5006.0,0.08889332800639232,0.7616926503340757,0.325809029165002,0.046743907311226525,0.12045545345585297,0.16660007990411507,0.047661469933184854,12.219354055836089,202674.0
1010801,3476.0,0.06835205992509363,0.5954279638490165,0.26064441887226697,0.03855005753739931,0.07537399309551208,0.17088607594936708,0.04146730462519936,11.99815631932473,162455.0
1010802,4094.0,0.09428431851489985,0.5265858208955224,0.23424523693209576,0.0,0.049829018075232046,0.09208597948216903,0.05643656716417911,11.967383891213835,157532.0
1010803,1840.0,0.057065217391304345,0.42198233562315995,0.23804347826086958,0.019021739130434784,0.051086956521739134,0.06902173913043479,0.04808635917566242,11.667858695667526,116758.0
1010900,200.0,0.425,0.8095238095238095,0.315,0.255,0.14,0.145,0.011904761904761904,11.922548583227057,150625.0
1011000,6955.0,0.029048029910842682,0.8571792909971946,0.30122214234363764,0.04572250179726815,0.18001437814521926,0.14550682961897915,0.018617699566437135,11.88349542450048,144856.0
1011100,4767.0,0.15172558922558924,0.887267420649398,0.4046570169918188,0.0960771973987833,0.1592196349905601,0.2855045101741137,0.0893834367019336,11.553289754759652,104119.0
1011201,950.0,0.13263157894736843,0.7540106951871658,0.39052631578947367,0.0,0.05894736842105263,0.16210526315789472,0.0071301247771836,12.244571944680784,207850.0
1011202,520.0,0.013461538461538462,0.22006472491909385,0.2846153846153846,0.0,0.009615384615384616,0.06346153846153846,0.022653721682847898,12.237062462216917,206295.0
1011203,1053.0,0.024691358024691357,0.4973821989528796,0.251661918328585,0.0,0.01899335232668566,0.14814814814814814,0.020942408376963352,12.069410643371612,174453.0
1011300,122.0,0.6147540983606558,0.5882352941176471,0.28688524590163933,0.5819672131147541,0.04918032786885246,0.13114754098360656,0.0,11.421358271444738,91250.0
1011401,1138.0,0.03968253968253968,0.6174698795180723,0.2038664323374341,0.005272407732864675,0.04745166959578207,0.11335676625659051,0.0,12.429220196836383,250001.0
1011402,2283.0,0.02890932982917214,0.38576449912126537,0.18484450284713097,0.023653088042049936,0.10424879544459045,0.11957950065703023,0.02899824253075571,12.289954129510877,217500.0
1011500,3929.0,0.23352986413740068,0.8920547945205479,0.4428607788241283,0.09646220412318657,0.14074828200559938,0.20055993891575463,0.046027397260273974,11.777610112189306,130302.0
1011600,3346.0,0.10817531861983214,0.8936567164179104,0.4088463837417812,0.03078302450687388,0.12821279139270772,0.18738792588164974,0.014458955223880597,11.57018442931036,105893.0
1011700,5051.0,0.09027915264304098,0.9943519619500595,0.3747772718273609,0.0489012076816472,0.16214610968125123,0.17739061571965947,0.01872770511296076,11.648478562571333,114517.0
1011800,9462.0,0.06389505976938538,0.6232566905390124,0.23409427182413867,0.006129782287042909,0.056330585499894316,0.09617417036567322,0.016961929890689786,11.967053745057674,157480.0
1011900,1174.0,0.4886759581881533,1.0,0.21039182282793867,0.4514480408858603,0.2342419080068143,0.02129471890971039,0.0,9.670483041375043,15843.0
1012000,3199.0,0.09346670834635824,0.33650615901455766,0.32478899656142546,0.016567677399187245,0.05064082525789309,0.11847452328852766,0.018477043673012318,11.980457291827927,159605.0
1012101,3110.0,0.29165313413445926,0.925531914893617,0.3382636655948553,0.04501607717041801,0.15401929260450162,0.11189710610932475,0.07387706855791962,11.133625056132672,68434.0
1012102,4850.0,0.1155925155925156,0.9629286376274329,0.1847422680412371,0.046804123711340205,0.3045360824742268,0.029484536082474228,0.008341056533827619,10.971296932049192,58180.0
1012200,3008.0,0.018949468085106384,0.39077340569877883,0.21243351063829788,0.0,0.0269281914893617,0.06815159574468085,0.0,12.296228656305502,218869.0
1012400,9788.0,0.055373882712012205,0.745417515274949,0.24192889252145483,0.012770739681242338,0.05394360441356763,0.1718430731507969,0.06313645621181263,11.966386771346649,157375.0
1012500,2635.0,0.14258114374034003,0.971542025148908,0.41935483870967744,0.10398481973434535,0.11461100569259962,0.2618595825426945,0.001985440105890139,11.826750317523206,136865.0
1012601,7288.0,0.04610318331503842,0.41347150259067356,0.2117178924259056,0.0,0.09220636663007684,0.10400658616904501,0.005440414507772021,11.68484308804879,118758.0
1012602,4550.0,0.026813186813186812,0.5870020964360587,0.1054945054945055,0.001098901098901099,0.029010989010989013,0.007032967032967033,0.0,12.288140992518112,217106.0
1012700,6786.0,0.1013852048334807,0.7750352609308886,0.19245505452402004,0.020483348069554964,0.12938402593575007,0.08841732979664015,0.010343206393982134,11.88824059612751,145545.0
1012800,4914.0,0.04907350845041743,0.31192275398824515,0.15934065934065933,0.0010175010175010174,0.07407407407407407,0.07142857142857142,0.0,12.152582202335884,189583.0
1012901,7091.0,0.050503617534402044,0.8591549295774648,0.3474827245804541,0.03878155408263997,0.1596389789874489,0.24989423212522915,0.02772887323943662,11.702810016748598,120911.0
1012902,2647.0,0.15498154981549817,0.7801950487621906,0.31242916509255764,0.09860219115980355,0.2587835285228561,0.11446921042689838,0.05101275318829707,11.539411590206056,102684.0
1013000,3272.0,0.09077017114914425,0.2935444579780755,0.1198044009779951,0.008251833740831296,0.07487775061124695,0.1271393643031785,0.0,12.041634227934436,169674.0
1013100,3235.0,0.11993817619783617,0.8643429109750354,0.3078825347758887,0.07882534775888717,0.1749613601236476,0.250386398763524,0.05228450306170514,11.606087885444365,109764.0
1013201,2316.0,0.02600780234070221,0.7217741935483871,0.1800518134715026,0.030224525043177894,0.05181347150259067,0.08937823834196891,0.012903225806451613,11.893072765094104,146250.0
1013202,3649.0,0.11592217045765964,0.9608108108108108,0.19155933132365033,0.02466429158673609,0.1466155110989312,0.040010961907371884,0.06576576576576576,11.443929022048328,93333.0
1013203,4291.0,0.27546026567233745,0.6391752577319587,0.28175250524353296,0.0,0.057096247960848286,0.10440456769983687,0.10969072164948454,11.676242575836485,117741.0
1013300,6510.0,0.11797235023041475,0.8237373737373738,0.38863287250384027,0.02534562211981567,0.19907834101382488,0.22319508448540706,0.014646464646464647,11.926689375893089,151250.0
1013400,10647.0,0.12233339626203511,0.6810221586847749,0.23433831126138818,0.0013149243918474688,0.07532638301869071,0.084155161078238,0.046104360257326664,11.764306557695678,128580.0
1013501,5154.0,0.0739231664726426,0.9805607476635514,0.44373302289483896,0.08537058595265813,0.3174233604967016,0.2240977881257276,0.0811214953271028,11.340106614107878,84129.0
