inspector_badge,total_cases,violation_rate,mean_severity,mean_comment_length,n_categories,top_category,n_boroughs,primary_unit,loo_strictness,no_access_rate
3615,651,0.18125960061443933,0.5407066052227343,95.37019969278033,35,CONSTRUCTION IN PROGRESS : AFTER HOURS - NO SPECIAL PERMIT/VARIANCE,5,EMERGENCY RESPONSE TEAM,0.18125960061443933,0.04107648725212465
3616,186,0.10215053763440861,0.23655913978494625,108.76881720430107,8,Date,5,ENFORCEMENT OPERATIONS UNIT,0.10215053763440861,0.0
3618,357,0.9747899159663865,2.9159663865546217,78.0140056022409,5,Date,4,BRONX CONSTRUCTION ENFORCEMENT,0.9747899159663865,0.0
3619,240,0.0625,0.13333333333333333,173.73333333333332,29,INSPECTIONS : GENERAL CONTRACTOR : LOW RISE,5,CONSTRUCTION SAFETY ENFORCMENT,0.0625,0.0
3621,999,0.3713713713713714,1.152152152152152,142.36836836836838,24,NO BUILDING PERMIT : CONSTRUCTION,5,BUILDING MARSHAL'S OFFICE,0.3713713713713714,0.21428571428571427
3623,62,1.0,2.0483870967741935,128.80645161290323,3,CONSTRUCTION SAFETY COMPLIANCE ACTIONS : LOW RISE,5,CONSTRUCTION SAFETY COMPLIANCE,1.0,0.0
3624,367,1.0,3.11716621253406,39.043596730245234,1,Date,5,MANHATTAN CONSTRUCTION ENFORCEMENT,1.0,0.0
3625,683,0.2840409956076135,0.6530014641288433,156.3674963396779,27,WORK WITHOUT A PERMIT - OCCUPIED MULTIPLE DWELLING : CONSTRUCTION,5,REAL TIME ENFORCEMENT,0.28404099560761353,0.23233404710920771
3626,97,0.8556701030927835,3.0721649484536084,47.01030927835052,5,Date,5,MANHATTAN CONSTRUCTION ENFORCEMENT,0.8556701030927835,0.0
3628,318,0.1289308176100629,0.31446540880503143,120.69811320754717,12,WORK WITHOUT A PERMIT - OCCUPIED MULTIPLE DWELLING : CONSTRUCTION,5,REAL TIME ENFORCEMENT,0.1289308176100629,0.3953488372093023
3630,423,0.2624113475177305,0.6666666666666666,196.43735224586288,37,Date,5,CONSTRUCTION SAFETY ENFORCMENT,0.2624113475177305,0.0
3631,291,0.21993127147766323,0.5429553264604811,118.11683848797252,32,WORK WITHOUT A PERMIT - OCCUPIED MULTIPLE DWELLING : CONSTRUCTION,5,EMERGENCY RESPONSE TEAM,0.21993127147766323,0.11869436201780416
3632,309,0.10032362459546926,0.21359223300970873,219.66990291262135,30,INSPECTIONS : GENERAL CONTRACTOR : LOW RISE,5,CONSTRUCTION SAFETY ENFORCMENT,0.10032362459546926,0.0
3633,774,0.6963824289405685,1.3630490956072352,147.2325581395349,49,ENFORCEMENT WORK ORDER : INTER-AGENCY REFERRAL,5,EXECUTIVE INSPECTIONS,0.6963824289405685,0.49724095646842426
3635,207,0.961352657004831,3.285024154589372,29.014492753623188,7,Date,4,BRONX CONSTRUCTION ENFORCEMENT,0.961352657004831,0.0
3636,257,0.7276264591439688,1.5214007782101167,96.00389105058366,20,CONSTRUCTION SAFETY COMPLIANCE ACTIONS : LOW RISE,4,CONSTRUCTION SAFETY COMPLIANCE,0.7276264591439688,0.0
3637,1487,0.19300605245460659,0.4156018829858776,133.0383322125084,56,INSPECTIONS : AREA : LOW RISE,5,CONSTRUCTION SAFETY ENFORCMENT,0.19300605245460659,0.0
3638,1431,0.17540181691125087,0.39622641509433965,139.14605171208945,57,INSPECTIONS : AREA : LOW RISE,5,CONSTRUCTION SAFETY ENFORCMENT,0.17540181691125087,0.0006839945280437756
3639,691,0.5803183791606368,1.2286541244573081,279.4848046309696,53,ENFORCEMENT WORK ORDER : INTER-AGENCY REFERRAL,5,BROOKLYN CONSTRUCTION ENFORCEMENT,0.5803183791606368,0.5126279863481229
3641,263,0.4714828897338403,1.532319391634981,88.36501901140684,7,Date,4,BROOKLYN CONSTRUCTION ENFORCEMENT,0.4714828897338403,0.0
3642,187,0.44385026737967914,0.8877005347593583,78.32620320855615,6,ELEVATOR : NOT WORKING : SINGLE DEVICE ON PROPERTY/NO ALTERNATE SERVICE,3,ELEVATOR DIVISION,0.44385026737967914,0.0
3643,80,0.9875,3.975,72.6,3,Date,3,BRONX CONSTRUCTION ENFORCEMENT,0.9875,0.0
3644,57,0.9649122807017544,3.4210526315789473,58.578947368421055,1,Date,4,BRONX CONSTRUCTION ENFORCEMENT,0.9649122807017544,0.0
3645,167,0.9880239520958084,3.089820359281437,29.856287425149702,1,Date,5,MANHATTAN CONSTRUCTION ENFORCEMENT,0.9880239520958084,0.0
